time,"V(4)","V(8)","V(12)","V(9)"
4.362500e-10,1.516460e-04,3.346851e-08,-1.439289e-08,1.403675e-06
4.365000e-10,2.122404e-04,-9.470334e-08,-1.448466e-07,1.094719e-06
4.367500e-10,2.991795e-04,-1.715443e-07,-2.234177e-07,8.153415e-07
4.370000e-10,4.160151e-04,-1.730114e-07,-2.260415e-07,6.704537e-07
4.372500e-10,5.666679e-04,-1.125092e-07,-1.661277e-07,7.037783e-07
4.375000e-10,7.560119e-04,-2.688906e-08,-8.057695e-08,9.009103e-07
4.377500e-10,9.475998e-04,4.470845e-08,-8.598445e-09,1.216542e-06
4.380000e-10,1.006407e-03,7.849790e-08,2.596420e-08,1.610625e-06
4.382500e-10,8.540651e-04,7.327593e-08,2.186384e-08,2.077784e-06
4.385000e-10,5.715911e-04,4.633009e-08,-3.656129e-09,2.659397e-06
4.387500e-10,2.559525e-04,2.226722e-08,-2.604127e-08,3.434972e-06
4.390000e-10,-9.423790e-06,2.118992e-08,-2.524141e-08,4.495906e-06
4.392500e-10,-1.711031e-04,5.153056e-08,7.135423e-09,5.909003e-06
4.395000e-10,-2.142983e-04,1.096069e-07,6.737947e-08,7.680227e-06
4.397500e-10,-1.578443e-04,1.844821e-07,1.445283e-07,9.731438e-06
4.400000e-10,-4.331076e-05,2.646172e-07,2.270096e-07,1.190332e-05
4.402500e-10,7.759804e-05,3.427863e-07,3.075565e-07,1.399494e-05
4.405000e-10,1.603290e-04,4.173922e-07,3.845324e-07,1.584307e-05
4.407500e-10,1.852723e-04,4.905986e-07,4.600713e-07,1.743259e-05
4.410000e-10,1.624081e-04,5.653902e-07,5.371370e-07,1.901144e-05
4.412500e-10,1.199530e-04,6.440179e-07,6.179620e-07,2.115310e-05
4.415000e-10,8.653814e-05,7.291480e-07,7.051907e-07,2.464975e-05
4.417500e-10,7.732803e-05,8.268423e-07,8.048600e-07,3.007825e-05
4.420000e-10,8.991910e-05,9.482866e-07,9.281327e-07,3.708736e-05
4.422500e-10,1.099110e-04,1.106303e-06,1.087814e-06,4.374344e-05
4.425000e-10,1.211536e-04,1.304046e-06,1.287049e-06,4.622251e-05
4.427500e-10,1.144242e-04,1.517335e-06,1.501647e-06,3.924506e-05
4.430000e-10,9.069296e-05,1.677948e-06,1.663381e-06,1.771653e-05
4.432500e-10,5.886530e-05,1.670742e-06,1.657103e-06,-2.010078e-05
4.435000e-10,3.051046e-05,1.358005e-06,1.345099e-06,-6.899370e-05
4.437500e-10,1.457285e-05,6.355166e-07,6.231584e-07,-1.158247e-04
4.440000e-10,1.412690e-05,-4.927716e-07,-5.047548e-07,-1.432162e-04
4.442500e-10,2.599050e-05,-1.854399e-06,-1.866160e-06,-1.374621e-04
4.445000e-10,4.285894e-05,-3.104791e-06,-3.116464e-06,-9.649854e-05
4.447500e-10,5.670612e-05,-3.809436e-06,-3.821130e-06,-3.258574e-05
4.450000e-10,6.188805e-05,-3.603162e-06,-3.614962e-06,3.250023e-05
4.452500e-10,5.682614e-05,-2.370616e-06,-2.382578e-06,7.708533e-05
4.455000e-10,4.396026e-05,-3.622087e-07,-3.743521e-07,8.860665e-05
4.457500e-10,2.833076e-05,1.829158e-06,1.816863e-06,6.773740e-05
4.460000e-10,1.546745e-05,3.450573e-06,3.438212e-06,2.660006e-05
4.462500e-10,9.330981e-06,3.874993e-06,3.862712e-06,-1.714144e-05
4.465000e-10,1.098427e-05,2.875130e-06,2.863139e-06,-4.742283e-05
4.467500e-10,1.844025e-05,7.588210e-07,7.473769e-07,-5.548780e-05
4.470000e-10,2.770259e-05,-1.712088e-06,-1.722694e-06,-4.220716e-05
4.472500e-10,3.452427e-05,-3.605258e-06,-3.614724e-06,-1.629083e-05
4.475000e-10,3.611617e-05,-4.193820e-06,-4.201855e-06,1.047192e-05
4.477500e-10,3.210714e-05,-3.262194e-06,-3.268525e-06,2.841427e-05
4.480000e-10,2.442990e-05,-1.201455e-06,-1.205826e-06,3.325188e-05
4.482500e-10,1.627999e-05,1.154004e-06,1.151834e-06,2.643503e-05
4.485000e-10,1.066240e-05,2.878187e-06,2.878466e-06,1.318703e-05
4.487500e-10,9.170142e-06,3.337380e-06,3.340387e-06,-3.602362e-07
4.490000e-10,1.149305e-05,2.438260e-06,2.444304e-06,-9.587178e-06
4.492500e-10,1.579780e-05,6.377927e-07,6.471841e-07,-1.259344e-05
4.495000e-10,1.971782e-05,-1.278610e-06,-1.265592e-06,-1.009483e-05
4.497500e-10,2.144026e-05,-2.543125e-06,-2.526278e-06,-4.424424e-06
4.500000e-10,2.039288e-05,-2.719833e-06,-2.699078e-06,1.732089e-06
4.502500e-10,1.728281e-05,-1.854739e-06,-1.830145e-06,6.325771e-06
4.505000e-10,1.356909e-05,-4.101208e-07,-3.818874e-07,8.396052e-06
4.507500e-10,1.069464e-05,9.695665e-07,1.001168e-06,8.015262e-06
4.510000e-10,9.460474e-06,1.743518e-06,1.778201e-06,5.932522e-06
4.512500e-10,9.812300e-06,1.684621e-06,1.722119e-06,3.148783e-06
4.515000e-10,1.104852e-05,9.331484e-07,9.732070e-07,5.783946e-07
4.517500e-10,1.229791e-05,-1.095809e-07,-6.722704e-08,-1.148573e-06
4.520000e-10,1.297655e-05,-9.821744e-07,-9.378461e-07,-1.758438e-06
4.522500e-10,1.301840e-05,-1.361429e-06,-1.315536e-06,-1.317293e-06
4.525000e-10,1.280670e-05,-1.174652e-06,-1.127700e-06,-1.541545e-07
4.527500e-10,1.289768e-05,-5.909343e-07,-5.435082e-07,1.258468e-06
4.530000e-10,1.371352e-05,8.702396e-08,1.343145e-07,2.446653e-06
4.532500e-10,1.535610e-05,5.696265e-07,6.162047e-07,3.068609e-06
4.535000e-10,1.763504e-05,6.975964e-07,7.429453e-07,3.002524e-06
4.537500e-10,2.024810e-05,4.850913e-07,5.287458e-07,2.361253e-06
4.540000e-10,2.301760e-05,8.302787e-08,1.245604e-07,1.430238e-06
4.542500e-10,2.603419e-05,-3.081731e-07,-2.691606e-07,5.527385e-07
4.545000e-10,2.967778e-05,-5.307569e-07,-4.946373e-07,5.540329e-09
4.547500e-10,3.452228e-05,-5.269925e-07,-4.941102e-07,-8.932958e-08
4.550000e-10,4.124843e-05,-3.438825e-07,-3.145334e-07,2.129852e-07
4.552500e-10,5.067293e-05,-9.303133e-08,-6.744294e-08,7.259857e-07
4.555000e-10,6.396263e-05,1.088484e-07,1.305194e-07,1.220751e-06
4.557500e-10,8.298495e-05,1.898379e-07,2.074939e-07,1.517780e-06
4.560000e-10,1.107001e-04,1.438038e-07,1.573989e-07,1.545159e-06
4.562500e-10,1.516537e-04,1.928566e-08,2.882655e-08,1.345602e-06
4.565000e-10,2.122533e-04,-1.125302e-07,-1.069855e-07,1.038791e-06
4.567500e-10,2.991993e-04,-1.928143e-07,-1.911635e-07,7.625925e-07
4.570000e-10,4.160433e-04,-1.974645e-07,-1.995650e-07,6.206594e-07
4.572500e-10,5.667071e-04,-1.398420e-07,-1.455070e-07,6.556690e-07
4.575000e-10,7.560612e-04,-5.678252e-08,-6.577922e-08,8.533108e-07
4.577500e-10,9.476379e-04,1.256581e-08,5.059140e-10,1.169202e-06
4.580000e-10,1.006395e-03,4.439964e-08,2.956184e-08,1.564048e-06
4.582500e-10,8.540052e-04,3.749935e-08,2.017110e-08,2.032425e-06
4.585000e-10,5.715140e-04,9.143066e-09,-1.038846e-08,2.615091e-06
4.587500e-10,2.558844e-04,-1.606513e-08,-3.750854e-08,3.391047e-06
4.590000e-10,-9.465939e-06,-1.802163e-08,-4.108000e-08,4.451720e-06
4.592500e-10,-1.711155e-04,1.170714e-08,-1.266934e-08,5.864346e-06
4.595000e-10,-2.142877e-04,6.943648e-08,4.403035e-08,7.635269e-06
4.597500e-10,-1.578218e-04,1.442195e-07,1.180584e-07,9.686386e-06
4.600000e-10,-4.328739e-05,2.244984e-07,1.978414e-07,1.185814e-05
4.602500e-10,7.761446e-05,3.030209e-07,2.761106e-07,1.394934e-05
4.605000e-10,1.603353e-04,3.781600e-07,3.512206e-07,1.579671e-05
4.607500e-10,1.852693e-04,4.520516e-07,4.252856e-07,1.738529e-05
4.610000e-10,1.623994e-04,5.276555e-07,5.012430e-07,1.896320e-05
4.612500e-10,1.199435e-04,6.072002e-07,5.813000e-07,2.110403e-05
4.615000e-10,8.653185e-05,6.933297e-07,6.680816e-07,2.460003e-05
4.617500e-10,7.732696e-05,7.920820e-07,7.676074e-07,3.002828e-05
4.620000e-10,8.992317e-05,9.146191e-07,8.910207e-07,3.703803e-05
4.622500e-10,1.099190e-04,1.073743e-06,1.051104e-06,4.369635e-05
4.625000e-10,1.211641e-04,1.272597e-06,1.250980e-06,4.617985e-05
4.627500e-10,1.144364e-04,1.486993e-06,1.466445e-06,3.920903e-05
4.630000e-10,9.070624e-05,1.648710e-06,1.629260e-06,1.768843e-05
4.632500e-10,5.887870e-05,1.642595e-06,1.624255e-06,-2.012173e-05
4.635000e-10,3.052219e-05,1.330916e-06,1.313678e-06,-6.901107e-05
4.637500e-10,1.458068e-05,6.094069e-07,5.932442e-07,-1.158444e-04
4.640000e-10,1.412920e-05,-5.180383e-07,-5.331713e-07,-1.432446e-04
4.642500e-10,2.598732e-05,-1.879011e-06,-1.893173e-06,-1.375022e-04
4.645000e-10,4.285235e-05,-3.128957e-06,-3.142213e-06,-9.654830e-05
4.647500e-10,5.669944e-05,-3.833323e-06,-3.845735e-06,-3.263879e-05
4.650000e-10,6.188448e-05,-3.626832e-06,-3.638460e-06,3.245157e-05
4.652500e-10,5.682734e-05,-2.393980e-06,-2.404881e-06,7.704705e-05
4.655000e-10,4.396578e-05,-3.850324e-07,-3.952658e-07,8.858146e-05
4.657500e-10,2.833840e-05,1.807199e-06,1.797567e-06,6.772462e-05
4.660000e-10,1.547436e-05,3.429800e-06,3.420690e-06,2.659657e-05
4.662500e-10,9.334962e-06,3.855633e-06,3.846957e-06,-1.713976e-05
4.665000e-10,1.098463e-05,2.857273e-06,2.848940e-06,-4.741966e-05
4.667500e-10,1.843789e-05,7.424356e-07,7.343588e-07,-5.548527e-05
4.670000e-10,2.769935e-05,-1.727068e-06,-1.734960e-06,-4.220550e-05
4.672500e-10,3.452199e-05,-3.618831e-06,-3.626592e-06,-1.628877e-05
4.675000e-10,3.611594e-05,-4.205836e-06,-4.213500e-06,1.047622e-05
4.677500e-10,3.210900e-05,-3.272343e-06,-3.279927e-06,2.842229e-05
4.680000e-10,2.443308e-05,-1.209326e-06,-1.216829e-06,3.326425e-05
4.682500e-10,1.628344e-05,1.148807e-06,1.141402e-06,2.645145e-05
4.685000e-10,1.066531e-05,2.875943e-06,2.868674e-06,1.320649e-05
4.687500e-10,9.172225e-06,3.338209e-06,3.331136e-06,-3.390110e-07
4.690000e-10,1.149448e-05,2.442138e-06,2.435348e-06,-9.565321e-06
4.692500e-10,1.579898e-05,6.446120e-07,6.382169e-07,-1.257177e-05
4.695000e-10,1.971916e-05,-1.268952e-06,-1.274822e-06,-1.007400e-05
4.697500e-10,2.144192e-05,-2.530668e-06,-2.535876e-06,-4.405093e-06
4.700000e-10,2.039481e-05,-2.704554e-06,-2.708966e-06,1.749421e-06
4.702500e-10,1.728481e-05,-1.836611e-06,-1.840100e-06,6.341145e-06
4.705000e-10,1.357096e-05,-3.891779e-07,-3.916250e-07,8.409855e-06
4.707500e-10,1.069628e-05,9.931959e-07,9.919067e-07,8.027456e-06
4.710000e-10,9.461869e-06,1.769609e-06,1.769595e-06,5.942292e-06
4.712500e-10,9.813521e-06,1.712878e-06,1.714266e-06,3.155243e-06
4.715000e-10,1.104962e-05,9.632444e-07,9.661720e-07,5.815089e-07
4.717500e-10,1.229886e-05,-7.795165e-08,-7.335018e-08,-1.148186e-06
4.720000e-10,1.297726e-05,-9.492711e-07,-9.428805e-07,-1.760641e-06
4.722500e-10,1.301874e-05,-1.327468e-06,-1.319213e-06,-1.322937e-06
4.725000e-10,1.280657e-05,-1.139839e-06,-1.129694e-06,-1.641197e-07
4.727500e-10,1.289704e-05,-5.554975e-07,-5.434889e-07,1.244497e-06
4.730000e-10,1.371243e-05,1.228186e-07,1.366262e-07,2.430010e-06
4.732500e-10,1.535467e-05,6.054834e-07,6.209992e-07,3.050175e-06
4.735000e-10,1.763340e-05,7.332071e-07,7.503271e-07,2.981780e-06
4.737500e-10,2.024632e-05,5.201518e-07,5.387656e-07,2.337027e-06
4.740000e-10,2.301569e-05,1.172531e-07,1.372414e-07,1.402224e-06
4.742500e-10,2.603212e-05,-2.750346e-07,-2.538125e-07,5.219547e-07
4.745000e-10,2.967551e-05,-4.989132e-07,-4.766320e-07,-2.674325e-08
4.747500e-10,3.451978e-05,-4.966114e-07,-4.734817e-07,-1.228307e-07
4.750000e-10,4.124578e-05,-3.151058e-07,-2.913668e-07,1.775861e-07
4.752500e-10,5.067025e-05,-6.599303e-08,-4.190112e-08,6.881900e-07
4.755000e-10,6.396010e-05,1.340112e-07,1.581954e-07,1.181101e-06
4.757500e-10,8.298280e-05,2.129862e-07,2.370089e-07,1.477496e-06
4.760000e-10,1.106987e-04,1.648055e-07,1.884254e-07,1.505071e-06
4.762500e-10,1.516533e-04,3.802633e-08,6.101280e-08,1.305589e-06
4.765000e-10,2.122546e-04,-9.613923e-08,-7.400864e-08,9.982613e-07
4.767500e-10,2.992031e-04,-1.788304e-07,-1.577683e-07,7.213709e-07
4.770000e-10,4.160507e-04,-1.859117e-07,-1.661159e-07,5.793115e-07
4.772500e-10,5.667196e-04,-1.307141e-07,-1.123626e-07,6.150348e-07
4.775000e-10,7.560792e-04,-5.005127e-08,-3.329978e-08,8.138281e-07
4.777500e-10,9.476529e-04,1.694040e-08,3.196086e-08,1.130715e-06
4.780000e-10,1.006390e-03,4.646190e-08,5.964795e-08,1.526198e-06
4.782500e-10,8.539836e-04,3.729716e-08,4.857397e-08,1.995130e-06
4.785000e-10,5.714837e-04,6.733245e-09,1.605258e-08,2.578656e-06
4.787500e-10,2.558557e-04,-2.060949e-08,-1.327209e-08,3.355857e-06
4.790000e-10,-9.483760e-06,-2.460677e-08,-1.925292e-08,4.417904e-06
4.792500e-10,-1.711200e-04,3.194655e-09,6.587325e-09,5.831713e-06
4.795000e-10,-2.142827e-04,5.912445e-08,6.060281e-08,7.603527e-06
4.797500e-10,-1.578134e-04,1.322436e-07,1.318768e-07,9.655382e-06
4.800000e-10,-4.328061e-05,2.109970e-07,2.088724e-07,1.182791e-05
4.802500e-10,7.761720e-05,2.881325e-07,2.843515e-07,1.391995e-05
4.805000e-10,1.603338e-04,3.620235e-07,3.566985e-07,1.576811e-05
4.807500e-10,1.852646e-04,4.348063e-07,4.280596e-07,1.735726e-05
4.810000e-10,1.623933e-04,5.094419e-07,5.014039e-07,1.893546e-05
4.812500e-10,1.199374e-04,5.881600e-07,5.789667e-07,2.107634e-05
4.815000e-10,8.652707e-05,6.736047e-07,6.633949e-07,2.457230e-05
4.817500e-10,7.732448e-05,7.718121e-07,7.607253e-07,3.000063e-05
4.820000e-10,8.992363e-05,8.939412e-07,8.821160e-07,3.701084e-05
4.822500e-10,1.099225e-04,1.052791e-06,1.040364e-06,4.367022e-05
4.825000e-10,1.211702e-04,1.251502e-06,1.238606e-06,4.615562e-05
4.827500e-10,1.144442e-04,1.465887e-06,1.452650e-06,3.918758e-05
4.830000e-10,9.071462e-05,1.627719e-06,1.614262e-06,1.767035e-05
4.832500e-10,5.888650e-05,1.621838e-06,1.608271e-06,-2.013667e-05
4.835000e-10,3.052828e-05,1.310486e-06,1.296905e-06,-6.902444e-05
4.837500e-10,1.458414e-05,5.893579e-07,5.758449e-07,-1.158592e-04
4.840000e-10,1.412961e-05,-5.377017e-07,-5.510824e-07,-1.432645e-04
4.842500e-10,2.598507e-05,-1.898331e-06,-1.911527e-06,-1.375299e-04
4.845000e-10,4.284867e-05,-3.147997e-06,-3.160962e-06,-9.658362e-05
4.847500e-10,5.669604e-05,-3.852133e-06,-3.864814e-06,-3.267862e-05
4.850000e-10,6.188291e-05,-3.645406e-06,-3.657739e-06,3.241184e-05
4.852500e-10,5.682843e-05,-2.412238e-06,-2.424147e-06,7.701169e-05
4.855000e-10,4.396931e-05,-4.028307e-07,-4.142383e-07,8.855288e-05
4.857500e-10,2.834325e-05,1.790023e-06,1.779180e-06,6.770281e-05
4.860000e-10,1.547901e-05,3.413360e-06,3.403116e-06,2.657937e-05
4.862500e-10,9.338151e-06,3.839943e-06,3.830293e-06,-1.715571e-05
4.865000e-10,1.098581e-05,2.842224e-06,2.833124e-06,-4.743753e-05
4.867500e-10,1.843738e-05,7.278278e-07,7.192139e-07,-5.550675e-05
4.870000e-10,2.769806e-05,-1.741452e-06,-1.749647e-06,-4.223028e-05
4.872500e-10,3.452096e-05,-3.633142e-06,-3.640967e-06,-1.631500e-05
4.875000e-10,3.611586e-05,-4.220094e-06,-4.227569e-06,1.045090e-05
4.877500e-10,3.211001e-05,-3.286422e-06,-3.293546e-06,2.839982e-05
4.880000e-10,2.443483e-05,-1.223004e-06,-1.229763e-06,3.324564e-05
4.882500e-10,1.628535e-05,1.135771e-06,1.129379e-06,2.643680e-05
4.885000e-10,1.066685e-05,2.863723e-06,2.857682e-06,1.319530e-05
4.887500e-10,9.173120e-06,3.326869e-06,3.321138e-06,-3.474927e-07
4.890000e-10,1.149479e-05,2.431640e-06,2.426162e-06,-9.571807e-06
4.892500e-10,1.579898e-05,6.348728e-07,6.295908e-07,-1.257677e-05
4.895000e-10,1.971916e-05,-1.277984e-06,-1.283119e-06,-1.007776e-05
4.897500e-10,2.144216e-05,-2.538960e-06,-2.543976e-06,-4.407608e-06
4.900000e-10,2.039535e-05,-2.711973e-06,-2.716880e-06,1.748319e-06
4.902500e-10,1.728559e-05,-1.842957e-06,-1.847751e-06,6.341597e-06
4.905000e-10,1.357186e-05,-3.942414e-07,-3.989083e-07,8.411904e-06
4.907500e-10,1.069719e-05,9.895736e-07,9.850504e-07,8.031137e-06
4.910000e-10,9.462751e-06,1.767504e-06,1.763143e-06,5.947676e-06
4.912500e-10,9.814392e-06,1.712289e-06,1.708117e-06,3.162250e-06
4.915000e-10,1.105053e-05,9.641360e-07,9.601832e-07,5.896821e-07
4.917500e-10,1.229985e-05,-7.561335e-08,-7.930427e-08,-1.139538e-06
4.920000e-10,1.297832e-05,-9.454894e-07,-9.488665e-07,-1.751995e-06
4.922500e-10,1.301983e-05,-1.322217e-06,-1.325220e-06,-1.314318e-06
4.925000e-10,1.280764e-05,-1.133081e-06,-1.135649e-06,-1.554164e-07
4.927500e-10,1.289806e-05,-5.472163e-07,-5.492849e-07,1.253076e-06
4.930000e-10,1.371338e-05,1.325987e-07,1.310887e-07,2.437949e-06
4.932500e-10,1.535557e-05,6.166858e-07,6.157930e-07,3.057127e-06
4.935000e-10,1.763426e-05,7.457141e-07,7.454974e-07,2.987848e-06
4.937500e-10,2.024717e-05,5.338262e-07,5.343455e-07,2.342445e-06
4.940000e-10,2.301650e-05,1.319610e-07,1.332748e-07,1.406837e-06
4.942500e-10,2.603284e-05,-2.594128e-07,-2.572512e-07,5.251800e-07
4.945000e-10,2.967608e-05,-4.824845e-07,-4.794319e-07,-2.538885e-08
4.947500e-10,3.452017e-05,-4.794801e-07,-4.755075e-07,-1.232833e-07
4.950000e-10,4.124596e-05,-2.973835e-07,-2.924792e-07,1.757660e-07
4.952500e-10,5.067023e-05,-4.780544e-08,-4.197473e-08,6.852454e-07
4.955000e-10,6.395990e-05,1.525238e-07,1.592618e-07,1.176784e-06
4.957500e-10,8.298245e-05,2.316722e-07,2.392877e-07,1.471362e-06
4.960000e-10,1.106982e-04,1.835097e-07,1.919635e-07,1.496978e-06
4.962500e-10,1.516527e-04,5.659848e-08,6.584143e-08,1.295830e-06
4.965000e-10,2.122539e-04,-7.783721e-08,-6.786519e-08,9.872194e-07
4.967500e-10,2.992024e-04,-1.609215e-07,-1.502935e-07,7.091374e-07
4.970000e-10,4.160502e-04,-1.685057e-07,-1.573087e-07,5.656818e-07
4.972500e-10,5.667197e-04,-1.139118e-07,-1.022455e-07,5.998397e-07
4.975000e-10,7.560801e-04,-3.394870e-08,-2.192175e-08,7.972055e-07
4.977500e-10,9.476541e-04,3.225029e-08,4.452366e-08,1.113042e-06
4.980000e-10,1.006390e-03,6.088958e-08,7.329262e-08,1.507797e-06
4.982500e-10,8.539829e-04,5.075862e-08,6.317355e-08,1.976077e-06
4.985000e-10,5.714814e-04,1.915279e-08,3.146213e-08,2.558861e-06
4.987500e-10,2.558527e-04,-9.296363e-09,2.791771e-09,3.335300e-06
4.990000e-10,-9.485553e-06,-1.445123e-08,-2.696572e-09,4.396762e-06
4.992500e-10,-1.711203e-04,1.215547e-08,2.346907e-08,5.810283e-06
4.995000e-10,-2.142821e-04,6.686636e-08,7.763752e-08,7.582054e-06
4.997500e-10,-1.578129e-04,1.387529e-07,1.488885e-07,9.633965e-06
5.000000e-10,-4.328090e-05,2.162682e-07,2.256850e-07,1.180656e-05
5.002500e-10,7.761583e-05,2.921665e-07,3.007929e-07,1.389870e-05
5.005000e-10,1.603316e-04,3.648276e-07,3.726036e-07,1.574711e-05
5.007500e-10,1.852623e-04,4.363955e-07,4.432725e-07,1.733666e-05
5.010000e-10,1.623912e-04,5.098401e-07,5.157811e-07,1.891536e-05
5.012500e-10,1.199356e-04,5.874001e-07,5.923801e-07,2.105677e-05
5.015000e-10,8.652554e-05,6.717281e-07,6.757342e-07,2.455323e-05
5.017500e-10,7.732330e-05,7.688677e-07,7.718990e-07,2.998206e-05
5.020000e-10,8.992301e-05,8.899842e-07,8.920507e-07,3.699283e-05
5.022500e-10,1.099226e-04,1.047882e-06,1.049004e-06,4.365288e-05
5.025000e-10,1.211711e-04,1.245707e-06,1.245916e-06,4.613903e-05
5.027500e-10,1.144457e-04,1.459277e-06,1.458611e-06,3.917177e-05
5.030000e-10,9.071630e-05,1.620369e-06,1.618874e-06,1.765526e-05
5.032500e-10,5.888785e-05,1.613821e-06,1.611548e-06,-2.015110e-05
5.035000e-10,3.052888e-05,1.301869e-06,1.298871e-06,-6.903827e-05
5.037500e-10,1.458375e-05,5.801995e-07,5.765269e-07,-1.158728e-04
5.040000e-10,1.412828e-05,-5.473576e-07,-5.516553e-07,-1.432784e-04
5.042500e-10,2.598305e-05,-1.908447e-06,-1.913323e-06,-1.375450e-04
5.045000e-10,4.284639e-05,-3.158534e-06,-3.163937e-06,-9.660055e-05
5.047500e-10,5.669399e-05,-3.863031e-06,-3.868902e-06,-3.269727e-05
5.050000e-10,6.188151e-05,-3.656578e-06,-3.662842e-06,3.239218e-05
5.052500e-10,5.682793e-05,-2.423566e-06,-2.430133e-06,7.699216e-05
5.055000e-10,4.396970e-05,-4.141809e-07,-4.209510e-07,8.853472e-05
5.057500e-10,2.834431e-05,1.778771e-06,1.771895e-06,6.768686e-05
5.060000e-10,1.548034e-05,3.402287e-06,3.395382e-06,2.656569e-05
5.062500e-10,9.339321e-06,3.829069e-06,3.822182e-06,-1.716801e-05
5.065000e-10,1.098651e-05,2.831509e-06,2.824653e-06,-4.744990e-05
5.067500e-10,1.843752e-05,7.171969e-07,7.103608e-07,-5.552053e-05
5.070000e-10,2.769781e-05,-1.752071e-06,-1.758902e-06,-4.224608e-05
5.072500e-10,3.452060e-05,-3.643778e-06,-3.650602e-06,-1.633254e-05
5.075000e-10,3.611569e-05,-4.230710e-06,-4.237494e-06,1.043253e-05
5.077500e-10,3.211022e-05,-3.296926e-06,-3.303605e-06,2.838167e-05
5.080000e-10,2.443545e-05,-1.233275e-06,-1.239768e-06,3.322847e-05
5.082500e-10,1.628626e-05,1.125832e-06,1.119599e-06,2.642090e-05
5.085000e-10,1.066786e-05,2.854161e-06,2.848232e-06,1.318053e-05
5.087500e-10,9.174049e-06,3.317657e-06,3.312037e-06,-3.614981e-07
5.090000e-10,1.149553e-05,2.422699e-06,2.417358e-06,-9.585434e-06
5.092500e-10,1.579951e-05,6.261063e-07,6.209979e-07,-1.259029e-05
5.095000e-10,1.971954e-05,-1.286646e-06,-1.291567e-06,-1.009127e-05
5.097500e-10,2.144247e-05,-2.547532e-06,-2.552291e-06,-4.421064e-06
5.100000e-10,2.039568e-05,-2.720409e-06,-2.725010e-06,1.735091e-06
5.102500e-10,1.728599e-05,-1.851173e-06,-1.855599e-06,6.328863e-06
5.105000e-10,1.357233e-05,-4.021462e-07,-4.063775e-07,8.399980e-06
5.107500e-10,1.069770e-05,9.820472e-07,9.780222e-07,8.020292e-06
5.110000e-10,9.463259e-06,1.760384e-06,1.756560e-06,5.938054e-06
5.112500e-10,9.814861e-06,1.705572e-06,1.701930e-06,3.153867e-06
5.115000e-10,1.105094e-05,9.578044e-07,9.543146e-07,5.825043e-07
5.117500e-10,1.230019e-05,-8.156131e-08,-8.492795e-08,-1.145559e-06
5.120000e-10,1.297863e-05,-9.510262e-07,-9.542908e-07,-1.756963e-06
5.122500e-10,1.302013e-05,-1.327283e-06,-1.330455e-06,-1.318403e-06
5.125000e-10,1.280796e-05,-1.137597e-06,-1.140678e-06,-1.587343e-07
5.127500e-10,1.289841e-05,-5.511050e-07,-5.540883e-07,1.250579e-06
5.130000e-10,1.371378e-05,1.293968e-07,1.265195e-07,2.436442e-06
5.132500e-10,1.535600e-05,6.142052e-07,6.114426e-07,3.056679e-06
5.135000e-10,1.763473e-05,7.439688e-07,7.413291e-07,2.988315e-06
5.137500e-10,2.024766e-05,5.328206e-07,5.303138e-07,2.343592e-06
5.140000e-10,2.301700e-05,1.317011e-07,1.293405e-07,1.408554e-06
5.142500e-10,2.603337e-05,-2.589135e-07,-2.611092e-07,5.275070e-07
5.145000e-10,2.967663e-05,-4.812059e-07,-4.832135e-07,-2.245018e-08
5.147500e-10,3.452073e-05,-4.774025e-07,-4.791953e-07,-1.199187e-07
5.150000e-10,4.124653e-05,-2.944973e-07,-2.960466e-07,1.792749e-07
5.152500e-10,5.067081e-05,-4.411744e-08,-4.539384e-08,6.887378e-07
5.155000e-10,6.396048e-05,1.569888e-07,1.560144e-07,1.180289e-06
5.157500e-10,8.298303e-05,2.368753e-07,2.362316e-07,1.474935e-06
5.160000e-10,1.106988e-04,1.894041e-07,1.891192e-07,1.500510e-06
5.162500e-10,1.516533e-04,6.313475e-08,6.323592e-08,1.299056e-06
5.165000e-10,2.122545e-04,-7.070852e-08,-7.019564e-08,9.899189e-07
5.167500e-10,2.992029e-04,-1.532502e-07,-1.523031e-07,7.112751e-07
5.170000e-10,4.160507e-04,-1.603437e-07,-1.589446e-07,5.673469e-07
5.172500e-10,5.667201e-04,-1.053151e-07,-1.034517e-07,6.010630e-07
5.175000e-10,7.560805e-04,-2.497898e-08,-2.264480e-08,7.978667e-07
5.177500e-10,9.476542e-04,4.152580e-08,4.433095e-08,1.112958e-06
5.180000e-10,1.006390e-03,7.039935e-08,7.366984e-08,1.506870e-06
5.182500e-10,8.539826e-04,6.042903e-08,6.415369e-08,1.974347e-06
5.185000e-10,5.714808e-04,2.891057e-08,3.307261e-08,2.556413e-06
5.187500e-10,2.558523e-04,4.775999e-10,5.054226e-09,3.332150e-06
5.190000e-10,-9.485678e-06,-4.729312e-09,2.327464e-10,4.392841e-06
5.192500e-10,-1.711204e-04,2.176018e-08,2.707231e-08,5.805521e-06
5.195000e-10,-2.142821e-04,7.629154e-08,8.191276e-08,7.576464e-06
5.197500e-10,-1.578127e-04,1.479389e-07,1.538234e-07,9.627646e-06
5.200000e-10,-4.328067e-05,2.251579e-07,2.312560e-07,1.179962e-05
5.202500e-10,7.761594e-05,3.007058e-07,3.069646e-07,1.389122e-05
5.205000e-10,1.603316e-04,3.729656e-07,3.793300e-07,1.573909e-05
5.207500e-10,1.852621e-04,4.440852e-07,4.504989e-07,1.732812e-05
