time,"V(1,0)","P(3,0)","V(3,0)","V(5,0)"
4.720000e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.722500e-10,-3.288429e-18,1.329649e+01,1.753829e-18,1.403063e-17
4.725000e-10,3.507658e-18,1.329649e+01,1.753829e-18,5.261487e-18
4.727500e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.730000e-10,4.165344e-18,1.329649e+01,1.753829e-18,7.015316e-18
4.732500e-10,-3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.735000e-10,4.384572e-19,1.329649e+01,8.769145e-18,5.261487e-18
4.737500e-10,2.849972e-18,1.329649e+01,5.261487e-18,-3.507658e-18
4.740000e-10,-3.288429e-18,1.329649e+01,-3.507658e-18,1.227680e-17
4.742500e-10,3.507658e-18,1.329649e+01,5.261487e-18,0.000000e+00
4.745000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.747500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.750000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.752500e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.755000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.757500e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.760000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.762500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.765000e-10,-2.630743e-18,1.329649e+01,0.000000e+00,0.000000e+00
4.767500e-10,8.769145e-19,1.329649e+01,-3.507658e-18,3.507658e-18
4.770000e-10,1.973058e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.772500e-10,-3.069201e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.775000e-10,3.507658e-18,1.329649e+01,8.769145e-18,0.000000e+00
4.777500e-10,-3.288429e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.780000e-10,3.507658e-18,1.329649e+01,1.052297e-17,0.000000e+00
4.782500e-10,-3.288429e-18,1.329649e+01,-1.052297e-17,3.507658e-18
4.785000e-10,3.507658e-18,1.329649e+01,7.015316e-18,0.000000e+00
4.787500e-10,-3.288429e-18,1.329649e+01,-3.507658e-18,3.507658e-18
4.790000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.792500e-10,-3.288429e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.795000e-10,3.507658e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.797500e-10,-2.630743e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.800000e-10,8.769145e-19,1.329649e+01,8.769145e-18,0.000000e+00
4.802500e-10,-4.384572e-19,1.329649e+01,-1.753829e-18,3.507658e-18
4.805000e-10,2.849972e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.807500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
4.810000e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.812500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.815000e-10,3.507658e-18,1.329649e+01,0.000000e+00,3.507658e-18
4.817500e-10,-3.288429e-18,1.329649e+01,-3.507658e-18,0.000000e+00
4.820000e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.822500e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.825000e-10,3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.827500e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.830000e-10,3.507658e-18,1.329649e+01,5.261487e-18,3.507658e-18
4.832500e-10,-2.630743e-18,1.329649e+01,5.261487e-18,0.000000e+00
4.835000e-10,3.288429e-18,1.329649e+01,-3.507658e-18,3.507658e-18
4.837500e-10,-3.946115e-18,1.329649e+01,5.261487e-18,0.000000e+00
4.840000e-10,1.315372e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.842500e-10,2.630743e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.845000e-10,-3.288429e-18,1.329649e+01,0.000000e+00,3.507658e-18
4.847500e-10,3.507658e-18,1.329649e+01,-3.507658e-18,0.000000e+00
4.850000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.852500e-10,3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.855000e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.857500e-10,3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.860000e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.862500e-10,3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.865000e-10,-2.630743e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.867500e-10,8.769145e-19,1.329649e+01,5.261487e-18,3.507658e-18
4.870000e-10,1.973058e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.872500e-10,-3.069201e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.875000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.877500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.880000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.882500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,3.507658e-18
4.885000e-10,3.507658e-18,1.329649e+01,-3.507658e-18,0.000000e+00
4.887500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.890000e-10,3.507658e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.892500e-10,-3.288429e-18,1.329649e+01,8.769145e-18,0.000000e+00
4.895000e-10,3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.897500e-10,-3.288429e-18,1.329649e+01,7.015316e-18,0.000000e+00
4.900000e-10,4.165344e-18,1.329649e+01,0.000000e+00,3.507658e-18
4.902500e-10,-3.507658e-18,1.329649e+01,-1.753829e-18,0.000000e+00
4.905000e-10,4.384572e-19,1.329649e+01,5.261487e-18,3.507658e-18
4.907500e-10,4.384572e-19,1.329649e+01,3.507658e-18,0.000000e+00
4.910000e-10,2.630743e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.912500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.915000e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.917500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.920000e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.922500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
4.925000e-10,3.507658e-18,1.329649e+01,-3.507658e-18,3.507658e-18
4.927500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.930000e-10,3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.932500e-10,-2.630743e-18,1.329649e+01,8.769145e-18,0.000000e+00
4.935000e-10,3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.937500e-10,-3.946115e-18,1.329649e+01,7.015316e-18,3.507658e-18
4.940000e-10,1.315372e-18,1.329649e+01,0.000000e+00,0.000000e+00
4.942500e-10,2.630743e-18,1.329649e+01,-1.753829e-18,3.507658e-18
4.945000e-10,-3.288429e-18,1.329649e+01,5.261487e-18,0.000000e+00
4.947500e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.950000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.952500e-10,3.507658e-18,1.329649e+01,0.000000e+00,3.507658e-18
4.955000e-10,-3.288429e-18,1.329649e+01,-3.507658e-18,0.000000e+00
4.957500e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
4.960000e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.962500e-10,3.507658e-18,1.329649e+01,8.769145e-18,3.507658e-18
4.965000e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
4.967500e-10,4.165344e-18,1.329649e+01,7.015316e-18,3.507658e-18
4.970000e-10,-3.507658e-18,1.329649e+01,0.000000e+00,0.000000e+00
4.972500e-10,4.384572e-19,1.329649e+01,-1.753829e-18,3.507658e-18
4.975000e-10,2.849972e-18,1.329649e+01,5.261487e-18,0.000000e+00
4.977500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
4.980000e-10,3.507658e-18,1.329649e+01,0.000000e+00,3.507658e-18
4.982500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
4.985000e-10,3.507658e-18,1.329649e+01,-3.507658e-18,3.507658e-18
4.987500e-10,-3.288429e-18,1.329649e+01,7.015316e-18,0.000000e+00
4.990000e-10,3.507658e-18,1.329649e+01,-5.261487e-18,3.507658e-18
4.992500e-10,-3.288429e-18,1.329649e+01,1.052297e-17,0.000000e+00
4.995000e-10,3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
4.997500e-10,-3.288429e-18,1.329649e+01,7.015316e-18,0.000000e+00
5.000000e-10,4.165344e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.002500e-10,-3.507658e-18,1.329649e+01,-1.753829e-18,0.000000e+00
5.005000e-10,4.384572e-19,1.329649e+01,5.261487e-18,3.507658e-18
5.007500e-10,2.849972e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.010000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.012500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.015000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.017500e-10,1.096143e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.020000e-10,2.630743e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.022500e-10,-8.769145e-19,1.329649e+01,3.507658e-18,3.507658e-18
5.025000e-10,-2.411515e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.027500e-10,1.096143e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.030000e-10,2.630743e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.032500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.035000e-10,4.165344e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.037500e-10,-3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.040000e-10,4.384572e-19,1.329649e+01,7.015316e-18,0.000000e+00
5.042500e-10,2.849972e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.045000e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.047500e-10,3.507658e-18,1.329649e+01,-1.753829e-18,3.507658e-18
5.050000e-10,-3.288429e-18,1.329649e+01,5.261487e-18,0.000000e+00
5.052500e-10,3.507658e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.055000e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.057500e-10,3.507658e-18,1.329649e+01,-3.507658e-18,3.507658e-18
5.060000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.062500e-10,3.507658e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.065000e-10,-3.288429e-18,1.329649e+01,8.769145e-18,3.507658e-18
5.067500e-10,4.165344e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.070000e-10,-3.507658e-18,1.329649e+01,7.015316e-18,3.507658e-18
5.072500e-10,4.384572e-19,1.329649e+01,0.000000e+00,0.000000e+00
5.075000e-10,2.849972e-18,1.329649e+01,-1.753829e-18,3.507658e-18
5.077500e-10,-3.288429e-18,1.329649e+01,5.261487e-18,0.000000e+00
5.080000e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.082500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.085000e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.087500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.090000e-10,3.507658e-18,1.329649e+01,-3.507658e-18,3.507658e-18
5.092500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.095000e-10,3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.097500e-10,-3.288429e-18,1.329649e+01,8.769145e-18,0.000000e+00
5.100000e-10,1.096143e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.102500e-10,3.288429e-18,1.329649e+01,7.015316e-18,0.000000e+00
5.105000e-10,-3.507658e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.107500e-10,4.384572e-19,1.329649e+01,-1.753829e-18,3.507658e-18
5.110000e-10,2.849972e-18,1.329649e+01,5.261487e-18,0.000000e+00
5.112500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.115000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.117500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.120000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.122500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.125000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.127500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.130000e-10,3.507658e-18,1.329649e+01,-3.507658e-18,0.000000e+00
5.132500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.135000e-10,4.165344e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.137500e-10,-3.507658e-18,1.329649e+01,8.769145e-18,3.507658e-18
5.140000e-10,4.384572e-19,1.329649e+01,1.753829e-18,0.000000e+00
5.142500e-10,2.849972e-18,1.329649e+01,7.015316e-18,3.507658e-18
5.145000e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.147500e-10,3.507658e-18,1.329649e+01,-1.753829e-18,0.000000e+00
5.150000e-10,-3.288429e-18,1.329649e+01,5.261487e-18,3.507658e-18
5.152500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.155000e-10,-3.288429e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.157500e-10,3.507658e-18,1.329649e+01,-3.507658e-18,0.000000e+00
5.160000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.162500e-10,3.507658e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.165000e-10,-3.288429e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.167500e-10,1.096143e-18,1.329649e+01,8.769145e-18,0.000000e+00
5.170000e-10,3.288429e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.172500e-10,-3.507658e-18,1.329649e+01,7.015316e-18,0.000000e+00
5.175000e-10,4.384572e-19,1.329649e+01,0.000000e+00,3.507658e-18
5.177500e-10,2.849972e-18,1.329649e+01,-1.753829e-18,0.000000e+00
5.180000e-10,-3.288429e-18,1.329649e+01,5.261487e-18,3.507658e-18
5.182500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.185000e-10,-3.288429e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.187500e-10,3.507658e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.190000e-10,-3.288429e-18,1.329649e+01,-3.507658e-18,0.000000e+00
5.192500e-10,3.507658e-18,1.329649e+01,7.015316e-18,3.507658e-18
5.195000e-10,-3.288429e-18,1.329649e+01,-5.261487e-18,0.000000e+00
5.197500e-10,3.507658e-18,1.329649e+01,1.052297e-17,3.507658e-18
5.200000e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.202500e-10,4.165344e-18,1.329649e+01,7.015316e-18,3.507658e-18
5.205000e-10,-3.507658e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.207500e-10,4.384572e-19,1.329649e+01,-1.753829e-18,3.507658e-18
5.210000e-10,2.849972e-18,1.329649e+01,5.261487e-18,0.000000e+00
5.212500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.215000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.217500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.220000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.222500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.225000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.227500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.230000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.232500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.235000e-10,1.096143e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.237500e-10,3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.240000e-10,-3.507658e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.242500e-10,4.384572e-19,1.329649e+01,3.507658e-18,0.000000e+00
5.245000e-10,2.849972e-18,1.329649e+01,7.015316e-18,3.507658e-18
5.247500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.250000e-10,3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.252500e-10,-3.288429e-18,1.329649e+01,-1.753829e-18,0.000000e+00
5.255000e-10,3.507658e-18,1.329649e+01,5.261487e-18,3.507658e-18
5.257500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.260000e-10,3.507658e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.262500e-10,-3.288429e-18,1.329649e+01,-3.507658e-18,0.000000e+00
5.265000e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.267500e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.270000e-10,4.165344e-18,1.329649e+01,8.769145e-18,3.507658e-18
5.272500e-10,-3.507658e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.275000e-10,4.384572e-19,1.329649e+01,7.015316e-18,0.000000e+00
5.277500e-10,2.849972e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.280000e-10,-3.288429e-18,1.329649e+01,-1.753829e-18,0.000000e+00
5.282500e-10,3.507658e-18,1.329649e+01,5.261487e-18,3.507658e-18
5.285000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.287500e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.290000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.292500e-10,3.507658e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.295000e-10,-3.288429e-18,1.329649e+01,-3.507658e-18,0.000000e+00
5.297500e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.300000e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.302500e-10,1.096143e-18,1.329649e+01,8.769145e-18,3.507658e-18
5.305000e-10,3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.307500e-10,-3.507658e-18,1.329649e+01,7.015316e-18,3.507658e-18
5.310000e-10,4.384572e-19,1.329649e+01,0.000000e+00,0.000000e+00
5.312500e-10,2.849972e-18,1.329649e+01,-1.753829e-18,3.507658e-18
5.315000e-10,-3.288429e-18,1.329649e+01,5.261487e-18,0.000000e+00
5.317500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.320000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.322500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.325000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.327500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.330000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.332500e-10,3.507658e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.335000e-10,-3.288429e-18,1.329649e+01,-3.507658e-18,3.507658e-18
5.337500e-10,4.165344e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.340000e-10,-3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.342500e-10,4.384572e-19,1.329649e+01,8.769145e-18,0.000000e+00
5.345000e-10,2.849972e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.347500e-10,-3.288429e-18,1.329649e+01,7.015316e-18,0.000000e+00
5.350000e-10,3.507658e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.352500e-10,-3.288429e-18,1.329649e+01,-1.753829e-18,0.000000e+00
5.355000e-10,3.507658e-18,1.329649e+01,5.261487e-18,3.507658e-18
5.357500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.360000e-10,3.507658e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.362500e-10,-3.288429e-18,1.329649e+01,-3.507658e-18,3.507658e-18
5.365000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.367500e-10,-3.288429e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.370000e-10,1.096143e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.372500e-10,3.288429e-18,1.329649e+01,8.769145e-18,3.507658e-18
5.375000e-10,-3.507658e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.377500e-10,4.384572e-19,1.329649e+01,7.015316e-18,3.507658e-18
5.380000e-10,2.849972e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.382500e-10,-3.288429e-18,1.329649e+01,-1.753829e-18,3.507658e-18
5.385000e-10,3.507658e-18,1.329649e+01,5.261487e-18,0.000000e+00
5.387500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.390000e-10,3.507658e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.392500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.395000e-10,3.507658e-18,1.329649e+01,-3.507658e-18,0.000000e+00
5.397500e-10,-3.288429e-18,1.329649e+01,7.015316e-18,3.507658e-18
5.400000e-10,3.507658e-18,1.329649e+01,-5.261487e-18,0.000000e+00
5.402500e-10,-3.288429e-18,1.329649e+01,1.052297e-17,0.000000e+00
5.405000e-10,4.165344e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.407500e-10,-3.507658e-18,1.329649e+01,7.015316e-18,0.000000e+00
5.410000e-10,4.384572e-19,1.329649e+01,0.000000e+00,3.507658e-18
5.412500e-10,2.849972e-18,1.329649e+01,-1.753829e-18,0.000000e+00
5.415000e-10,-3.288429e-18,1.329649e+01,5.261487e-18,3.507658e-18
5.417500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.420000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.422500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.425000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.427500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.430000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.432500e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.435000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.437500e-10,1.096143e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.440000e-10,3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.442500e-10,-3.507658e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.445000e-10,4.384572e-19,1.329649e+01,0.000000e+00,0.000000e+00
5.447500e-10,2.849972e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.450000e-10,-3.288429e-18,1.329649e+01,7.015316e-18,0.000000e+00
5.452500e-10,3.507658e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.455000e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.457500e-10,3.507658e-18,1.329649e+01,-1.753829e-18,3.507658e-18
5.460000e-10,-3.288429e-18,1.329649e+01,5.261487e-18,0.000000e+00
5.462500e-10,3.507658e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.465000e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.467500e-10,3.507658e-18,1.329649e+01,-3.507658e-18,3.507658e-18
5.470000e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.472500e-10,4.165344e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.475000e-10,-3.507658e-18,1.329649e+01,8.769145e-18,0.000000e+00
5.477500e-10,4.384572e-19,1.329649e+01,1.753829e-18,3.507658e-18
5.480000e-10,2.849972e-18,1.329649e+01,7.015316e-18,0.000000e+00
5.482500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.485000e-10,3.507658e-18,1.329649e+01,-1.753829e-18,0.000000e+00
5.487500e-10,-3.288429e-18,1.329649e+01,5.261487e-18,0.000000e+00
5.490000e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.492500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.495000e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.497500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.500000e-10,3.507658e-18,1.329649e+01,-3.507658e-18,3.507658e-18
5.502500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.505000e-10,1.096143e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.507500e-10,3.288429e-18,1.329649e+01,8.769145e-18,0.000000e+00
5.510000e-10,-3.507658e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.512500e-10,4.384572e-19,1.329649e+01,7.015316e-18,0.000000e+00
5.515000e-10,2.849972e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.517500e-10,-3.288429e-18,1.329649e+01,-1.753829e-18,0.000000e+00
5.520000e-10,3.507658e-18,1.329649e+01,5.261487e-18,3.507658e-18
5.522500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.525000e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.527500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.530000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.532500e-10,-3.288429e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.535000e-10,3.507658e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.537500e-10,-3.288429e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.540000e-10,4.165344e-18,1.329649e+01,-3.507658e-18,0.000000e+00
5.542500e-10,-3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.545000e-10,4.384572e-19,1.329649e+01,1.753829e-18,0.000000e+00
5.547500e-10,2.849972e-18,1.329649e+01,8.769145e-18,3.507658e-18
5.550000e-10,-3.288429e-18,1.329649e+01,1.753829e-18,0.000000e+00
5.552500e-10,3.507658e-18,1.329649e+01,7.015316e-18,3.507658e-18
5.555000e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.557500e-10,3.507658e-18,1.329649e+01,-1.753829e-18,3.507658e-18
5.560000e-10,-3.288429e-18,1.329649e+01,5.261487e-18,0.000000e+00
5.562500e-10,3.507658e-18,1.329649e+01,3.507658e-18,3.507658e-18
5.565000e-10,-3.288429e-18,1.329649e+01,0.000000e+00,0.000000e+00
5.567500e-10,3.507658e-18,1.329649e+01,0.000000e+00,3.507658e-18
5.570000e-10,-3.288429e-18,1.329649e+01,-3.507658e-18,0.000000e+00
5.572500e-10,1.096143e-18,1.329649e+01,3.507658e-18,0.000000e+00
5.575000e-10,3.288429e-18,1.329649e+01,1.753829e-18,3.507658e-18
5.577500e-10,-3.507658e-18,1.329649e+01,8.769145e-18,0.000000e+00
