time,"V(1200,0)","V(2200,0)","V(2201,0)","V(2202,0)","V(2203,0)","V(3200,0)","V(3201,0)","V(3202,0)","V(3203,0)","V(4000,0)","V(4001,0)","V(4002,0)","V(4003,0)","V(1002,0)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-13,4.327822e-06,4.327822e-06,4.327822e-06,4.327822e-06,4.327822e-06,4.327822e-06,4.327822e-06,4.327822e-06,4.327822e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.000000e-13,1.033698e-05,1.033698e-05,1.033698e-05,1.033698e-05,1.033698e-05,1.033698e-05,1.033698e-05,1.033698e-05,1.033698e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
7.500000e-13,1.809684e-05,1.809684e-05,1.809684e-05,1.809684e-05,1.809684e-05,1.809684e-05,1.809684e-05,1.809684e-05,1.809684e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-12,2.621350e-05,2.621350e-05,2.621350e-05,2.621350e-05,2.621350e-05,2.621350e-05,2.621350e-05,2.621350e-05,2.621350e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.250000e-12,3.327919e-05,3.327919e-05,3.327919e-05,3.327919e-05,3.327919e-05,3.327919e-05,3.327919e-05,3.327919e-05,3.327919e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.500000e-12,3.841352e-05,3.841352e-05,3.841352e-05,3.841352e-05,3.841352e-05,3.841352e-05,3.841352e-05,3.841352e-05,3.841352e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.750000e-12,4.132934e-05,4.132934e-05,4.132934e-05,4.132934e-05,4.132934e-05,4.132934e-05,4.132934e-05,4.132934e-05,4.132934e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.000000e-12,4.224291e-05,4.224291e-05,4.224291e-05,4.224291e-05,4.224291e-05,4.224291e-05,4.224291e-05,4.224291e-05,4.224291e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.250000e-12,4.171915e-05,4.171915e-05,4.171915e-05,4.171915e-05,4.171915e-05,4.171915e-05,4.171915e-05,4.171915e-05,4.171915e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-12,4.047515e-05,4.047515e-05,4.047515e-05,4.047515e-05,4.047515e-05,4.047515e-05,4.047515e-05,4.047515e-05,4.047515e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.750000e-12,3.918132e-05,3.918132e-05,3.918132e-05,3.918132e-05,3.918132e-05,3.918132e-05,3.918132e-05,3.918132e-05,3.918132e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.000000e-12,3.831319e-05,3.831319e-05,3.831319e-05,3.831319e-05,3.831319e-05,3.831319e-05,3.831319e-05,3.831319e-05,3.831319e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.250000e-12,3.809006e-05,3.809006e-05,3.809006e-05,3.809006e-05,3.809006e-05,3.809006e-05,3.809006e-05,3.809006e-05,3.809006e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.500000e-12,3.850173e-05,3.850173e-05,3.850173e-05,3.850173e-05,3.850173e-05,3.850173e-05,3.850173e-05,3.850173e-05,3.850173e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
3.750000e-12,3.939375e-05,3.939375e-05,3.939375e-05,3.939375e-05,3.939375e-05,3.939375e-05,3.939375e-05,3.939375e-05,3.939375e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.000000e-12,4.056795e-05,4.056795e-05,4.056795e-05,4.056795e-05,4.056795e-05,4.056795e-05,4.056795e-05,4.056795e-05,4.056795e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.250000e-12,4.186186e-05,4.186186e-05,4.186186e-05,4.186186e-05,4.186186e-05,4.186186e-05,4.186186e-05,4.186186e-05,4.186186e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.500000e-12,4.318883e-05,4.318883e-05,4.318883e-05,4.318883e-05,4.318883e-05,4.318883e-05,4.318883e-05,4.318883e-05,4.318883e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
4.750000e-12,4.454034e-05,4.454034e-05,4.454034e-05,4.454034e-05,4.454034e-05,4.454034e-05,4.454034e-05,4.454034e-05,4.454034e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.000000e-12,4.596454e-05,4.596454e-05,4.596454e-05,4.596454e-05,4.596454e-05,4.596454e-05,4.596454e-05,4.596454e-05,4.596454e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
5.250000e-12,4.321081e-05,4.321081e-05,4.321081e-05,4.321081e-05,4.321081e-05,4.321081e-05,4.321081e-05,4.321081e-05,4.321081e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.311487e-06
5.500000e-12,3.869362e-05,3.869362e-05,4.675736e-05,3.869362e-05,3.869362e-05,3.869362e-05,3.869362e-05,3.869362e-05,3.869362e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.027100e-05
5.750000e-12,3.201803e-05,3.201803e-05,4.570692e-05,3.201803e-05,3.201803e-05,3.201803e-05,3.201803e-05,3.201803e-05,3.201803e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.792808e-05
6.000000e-12,2.421285e-05,2.421285e-05,4.493727e-05,2.421285e-05,2.421285e-05,2.421285e-05,2.421285e-05,2.421285e-05,2.421285e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.587849e-05
6.250000e-12,1.641351e-05,2.447725e-05,4.392584e-05,1.641351e-05,1.641351e-05,1.641351e-05,1.641351e-05,1.641351e-05,1.641351e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.271983e-05
6.500000e-12,9.450580e-06,2.315140e-05,4.196714e-05,9.450580e-06,9.450580e-06,9.450580e-06,9.450580e-06,9.450580e-06,9.450580e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.759416e-05
6.750000e-12,3.848329e-06,2.460637e-05,3.915899e-05,3.848329e-06,3.848329e-06,3.848329e-06,3.848329e-06,3.848329e-06,3.848329e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.024939e-05
7.000000e-12,-1.311390e-07,2.742917e-05,3.598819e-05,-1.311390e-07,-1.311390e-07,-1.311390e-07,-1.311390e-07,-1.311390e-07,7.932602e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.094007e-05
7.250000e-12,-2.473557e-06,3.007968e-05,3.296482e-05,5.590184e-06,-2.473557e-06,-2.473557e-06,-2.473557e-06,-2.473557e-06,1.122845e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.026185e-05
7.500000e-12,-3.389725e-06,3.191650e-05,3.045624e-05,1.031168e-05,4.674016e-06,-3.389725e-06,-3.389725e-06,-3.389725e-06,1.736761e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.894598e-05
8.000000e-12,-2.498512e-06,3.283382e-05,2.743958e-05,2.504649e-05,1.825427e-05,-2.498512e-06,-2.498512e-06,-2.498512e-06,3.002851e-05,1.028867e-05,0.000000e+00,0.000000e+00,0.000000e+00,3.684254e-05
8.250000e-12,-1.529684e-06,3.219595e-05,2.674410e-05,3.099074e-05,2.601165e-05,-1.529684e-06,-1.529684e-06,6.534058e-06,3.373662e-05,1.796434e-05,0.000000e+00,0.000000e+00,0.000000e+00,3.668644e-05
8.500000e-12,-6.397271e-07,3.114002e-05,2.635475e-05,3.462090e-05,3.187682e-05,-6.397271e-07,7.424014e-06,1.305998e-05,3.537728e-05,2.593497e-05,0.000000e+00,0.000000e+00,0.000000e+00,3.713823e-05
8.750000e-12,1.173032e-08,2.990145e-05,2.613511e-05,3.602685e-05,3.527039e-05,1.173032e-08,1.371139e-05,2.076185e-05,3.531604e-05,3.279211e-05,0.000000e+00,0.000000e+00,0.000000e+00,3.801190e-05
9.000000e-12,3.848121e-07,2.866705e-05,2.602645e-05,3.569254e-05,3.640156e-05,3.848121e-07,2.113502e-05,2.792325e-05,3.410788e-05,3.767398e-05,0.000000e+00,4.316873e-06,0.000000e+00,3.909221e-05
9.250000e-12,5.200400e-07,2.756911e-05,2.603408e-05,3.425120e-05,3.583320e-05,8.583781e-06,2.805909e-05,3.303632e-05,3.232488e-05,4.032885e-05,0.000000e+00,1.028867e-05,0.000000e+00,4.021548e-05
9.500000e-12,4.937977e-07,2.669663e-05,2.619086e-05,3.230896e-05,3.423279e-05,1.419369e-05,3.301150e-05,3.575725e-05,3.042913e-05,4.101506e-05,0.000000e+00,1.796434e-05,4.316573e-06,4.130593e-05
9.750000e-12,3.832947e-07,2.610659e-05,2.652194e-05,3.032812e-05,3.220645e-05,2.113448e-05,3.564886e-05,3.641007e-05,2.871932e-05,4.033272e-05,0.000000e+00,2.593497e-05,1.029246e-05,4.237079e-05
1.000000e-11,2.472824e-07,2.582807e-05,2.702604e-05,2.858945e-05,3.019808e-05,2.778846e-05,3.627629e-05,3.557328e-05,2.734603e-05,3.901537e-05,0.000000e+00,3.279211e-05,1.798528e-05,4.347107e-05
1.025000e-11,1.212420e-07,2.586154e-05,2.767665e-05,2.722154e-05,2.846602e-05,3.264202e-05,3.544881e-05,3.387204e-05,2.636119e-05,3.772574e-05,0.000000e+00,3.767398e-05,2.599670e-05,4.037586e-05
1.050000e-11,2.158938e-08,2.617920e-05,2.037271e-05,2.625857e-05,2.712080e-05,3.529022e-05,3.377264e-05,3.185196e-05,2.576604e-05,3.691044e-05,0.000000e+00,4.032885e-05,3.292520e-05,3.553843e-05
1.075000e-11,-4.711220e-08,2.673098e-05,1.528351e-05,2.569099e-05,2.618561e-05,3.598361e-05,3.178192e-05,2.990438e-05,2.553976e-05,3.674809e-05,0.000000e+00,4.101506e-05,3.790695e-05,2.861786e-05
1.100000e-11,-8.608911e-08,2.745617e-05,7.070245e-06,2.549279e-05,2.564563e-05,3.524080e-05,2.986264e-05,2.825292e-05,2.564860e-05,3.718844e-05,0.000000e+00,4.033272e-05,4.067758e-05,2.070508e-05
1.125000e-11,-9.901575e-08,2.023384e-05,-1.225724e-06,2.562797e-05,2.547261e-05,3.364873e-05,2.823631e-05,2.698968e-05,2.604548e-05,3.804800e-05,0.000000e+00,3.901537e-05,4.147570e-05,1.299362e-05
1.150000e-11,-9.095027e-08,1.524534e-05,-8.387864e-06,2.604791e-05,2.562913e-05,3.173288e-05,2.699380e-05,2.612907e-05,2.667033e-05,3.911594e-05,0.000000e+00,3.772574e-05,4.088154e-05,6.349666e-06
1.175000e-11,-6.823516e-08,8.451249e-06,-1.386591e-05,2.669084e-05,2.606510e-05,2.987488e-05,2.614823e-05,2.565124e-05,2.745640e-05,4.023261e-05,0.000000e+00,3.691044e-05,3.961590e-05,1.292730e-06
1.200000e-11,-3.821075e-08,1.440383e-06,-1.768576e-05,2.748838e-05,2.671749e-05,2.829281e-05,2.567854e-05,2.552368e-05,2.027807e-05,4.132381e-05,0.000000e+00,3.674809e-05,3.834027e-05,-1.968614e-06
1.225000e-11,-8.282821e-09,-4.238501e-06,-2.022385e-05,2.031409e-05,2.751750e-05,2.707487e-05,2.555193e-05,2.570565e-05,1.531342e-05,4.239512e-05,0.000000e+00,3.718844e-05,3.751124e-05,-3.515676e-06
1.250000e-11,1.542610e-08,-9.342562e-06,-2.191739e-05,1.534653e-05,2.033961e-05,2.623363e-05,2.572866e-05,2.614623e-05,8.522463e-06,4.350320e-05,0.000000e+00,3.804799e-05,3.732444e-05,-3.675535e-06
1.275000e-11,2.926596e-08,-1.249200e-05,-2.309068e-05,8.547500e-06,1.536454e-05,2.575077e-05,2.616009e-05,2.678513e-05,1.497116e-06,4.040650e-05,0.000000e+00,3.911593e-05,3.774765e-05,-2.928666e-06
1.300000e-11,3.257405e-08,-1.439022e-05,-2.389843e-05,1.511475e-06,8.556778e-06,2.559935e-05,2.678885e-05,2.755977e-05,-4.184703e-06,3.555098e-05,0.000000e+00,4.023259e-05,3.861120e-05,-1.784840e-06
1.325000e-11,2.732687e-08,-1.548225e-05,-2.434874e-05,-4.181058e-06,1.513272e-06,2.574719e-05,2.755499e-05,2.035268e-05,-7.977721e-06,2.859296e-05,0.000000e+00,4.132378e-05,3.971118e-05,-6.673511e-07
1.350000e-11,1.711077e-08,-1.616998e-05,-2.437813e-05,-7.982877e-06,-4.183936e-06,2.615281e-05,2.034274e-05,1.535223e-05,-9.946274e-06,2.062900e-05,0.000000e+00,4.239506e-05,4.088817e-05,1.585500e-07
1.375000e-11,5.829777e-09,-1.683887e-05,-2.394289e-05,-9.957337e-06,-7.987266e-06,2.676379e-05,1.534091e-05,8.528233e-06,-1.044566e-05,1.286475e-05,0.000000e+00,4.350310e-05,4.206404e-05,5.988772e-07
1.400000e-11,-3.403049e-09,-1.769602e-05,-2.308525e-05,-1.043699e-05,-9.960770e-06,2.752202e-05,8.518677e-06,1.479652e-06,-1.120584e-05,6.180142e-06,0.000000e+00,4.040635e-05,4.323961e-05,6.952589e-07
1.425000e-11,8.054851e-06,-1.873163e-05,-2.194807e-05,-9.885887e-06,-1.043830e-05,2.031070e-05,1.473660e-06,-4.212638e-06,-1.121063e-05,1.104568e-06,4.316873e-06,3.555075e-05,4.446876e-05,5.642341e-07
1.450000e-11,1.368960e-05,-1.979659e-05,-2.073983e-05,-1.003048e-05,-9.862577e-06,1.531572e-05,-4.214681e-06,-8.004423e-06,-1.117774e-05,-2.150862e-06,1.028867e-05,2.859263e-05,4.151107e-05,3.369712e-07
1.475000e-11,2.074255e-05,-2.070062e-05,-1.967357e-05,-9.766308e-06,-8.695314e-06,8.502803e-06,-8.003215e-06,-9.963941e-06,-1.134260e-05,-3.672361e-06,1.796434e-05,2.062856e-05,3.680191e-05,1.170066e-07
1.500000e-11,2.753555e-05,-2.128678e-05,-1.890968e-05,-9.689979e-06,-8.573990e-06,1.466741e-06,-9.960700e-06,-1.042878e-05,-1.179978e-05,-3.796290e-06,2.593497e-05,1.286421e-05,2.997699e-05,-3.786655e-08
1.525000e-11,3.251798e-05,-2.147619e-05,-1.852400e-05,-9.934400e-06,-8.271392e-06,-4.214678e-06,-1.042471e-05,-9.844122e-06,-1.265385e-05,-3.012484e-06,3.279211e-05,6.179497e-06,2.210099e-05,-1.131518e-07
1.550000e-11,3.526768e-05,-2.128360e-05,-1.850816e-05,-1.053378e-05,-8.280069e-06,-7.998764e-06,-9.840036e-06,-8.649912e-06,-1.392560e-05,-1.836752e-06,3.767398e-05,1.103864e-06,1.434348e-05,-1.233868e-07
1.575000e-11,3.603064e-05,-2.080502e-05,-1.877254e-05,-1.156859e-05,-8.671649e-06,-9.953860e-06,-8.646156e-06,-7.195414e-06,-1.551178e-05,-6.940063e-07,4.032885e-05,-2.151567e-06,7.556700e-06,-9.520169e-08
1.600000e-11,3.532715e-05,-2.018468e-05,-1.798584e-05,-1.305164e-05,-9.455909e-06,-1.041677e-05,-7.191946e-06,-5.706248e-06,-1.721953e-05,1.520914e-07,4.101507e-05,-3.672995e-06,2.263535e-06,-5.406827e-08
1.625000e-11,3.374832e-05,-1.957386e-05,-1.753492e-05,-1.486987e-05,-1.070526e-05,-9.831609e-06,-5.702840e-06,-4.326378e-06,-1.881916e-05,6.099185e-07,4.033275e-05,-3.796778e-06,-1.303530e-06,-1.731286e-08
1.650000e-11,3.182490e-05,-1.909581e-05,-1.623891e-05,-1.681117e-05,-1.242258e-05,-8.637547e-06,-4.300100e-06,-4.403239e-06,-2.009626e-05,7.220670e-07,3.901542e-05,-3.012762e-06,-3.184555e-06,7.164498e-09
1.675000e-11,2.994473e-05,-1.882592e-05,-1.511807e-05,-1.862031e-05,-1.447533e-05,-7.183524e-06,-3.066814e-06,-4.519031e-06,-2.090054e-05,6.038046e-07,3.772583e-05,-1.836779e-06,-3.657217e-06,1.866096e-08
1.700000e-11,2.833293e-05,-1.878977e-05,-1.357449e-05,-2.005939e-05,-1.662555e-05,-5.695264e-06,-3.326704e-06,-5.073383e-06,-2.118152e-05,3.835230e-07,3.691059e-05,-6.937760e-07,-3.156690e-06,2.031282e-08
1.725000e-11,2.708484e-05,-1.895235e-05,-1.119902e-05,-2.096485e-05,-1.859432e-05,-4.294333e-06,-3.654653e-06,-6.097153e-06,-2.099738e-05,1.621851e-07,3.674831e-05,1.525491e-07,-2.162628e-06,1.626105e-08
1.750000e-11,2.621910e-05,-1.803848e-05,-7.995449e-06,-2.128678e-05,-2.013047e-05,-3.041235e-06,-4.440771e-06,-7.564125e-06,-2.049279e-05,-3.085060e-09,3.718872e-05,6.105410e-07,-1.089761e-06,1.000911e-08
1.775000e-11,2.572129e-05,-1.742597e-05,-4.097261e-06,-2.109631e-05,-2.107133e-05,-1.972518e-06,-5.696543e-06,-9.492150e-06,-1.985470e-05,-9.573467e-08,3.804832e-05,7.227702e-07,-2.163841e-07,3.879144e-09
1.800000e-11,2.556556e-05,-1.668003e-05,2.696006e-07,-2.055786e-05,-2.138059e-05,-1.117208e-06,-7.369826e-06,-1.181512e-05,-1.926303e-05,-1.259423e-07,3.911627e-05,6.044989e-07,3.343834e-07,-8.804696e-10
1.825000e-11,2.571821e-05,-1.570459e-05,4.773729e-06,-1.987830e-05,-2.115003e-05,-5.173362e-07,-9.454914e-06,-1.433725e-05,-1.885272e-05,-1.151064e-07,4.023289e-05,3.841304e-07,5.677006e-07,-3.778980e-09
1.850000e-11,2.613446e-05,-1.446214e-05,9.046153e-06,-1.925237e-05,-2.056505e-05,-1.459375e-06,-1.187283e-05,-1.678379e-05,-1.869633e-05,-8.437558e-08,4.132397e-05,1.626558e-07,5.654728e-07,-4.814822e-09
1.875000e-11,2.675801e-05,-1.205973e-05,1.277090e-05,-1.882227e-05,-1.984827e-05,-2.462134e-06,-1.442926e-05,-1.887604e-05,-1.878518e-05,-4.904717e-08,4.239509e-05,-2.762329e-09,4.332750e-07,-4.312980e-09
1.900000e-11,2.752737e-05,-9.529594e-06,1.573876e-05,-1.866078e-05,-1.920232e-05,-3.845867e-06,-1.686347e-05,-2.039693e-05,-1.784942e-05,-1.777270e-08,4.350293e-05,-9.552919e-08,2.619457e-07,-2.815477e-09
1.925000e-11,2.032352e-05,-6.436151e-06,1.786022e-05,-1.875480e-05,-1.876973e-05,-5.559276e-06,-1.891762e-05,-2.123816e-05,-1.725698e-05,5.723603e-09,4.040596e-05,-1.257863e-07,1.096893e-07,-9.615706e-10
1.950000e-11,1.533151e-05,-2.751656e-06,1.915423e-05,-1.782860e-05,-1.861852e-05,-7.515513e-06,-2.039545e-05,-2.142049e-05,-1.655597e-05,2.049764e-08,3.555020e-05,-1.149083e-07,1.713856e-09,6.586967e-10
1.975000e-11,8.517412e-06,1.145248e-06,1.972443e-05,-1.724514e-05,-1.872885e-05,-9.712185e-06,-2.120412e-05,-2.108075e-05,-1.563192e-05,2.694762e-08,2.859201e-05,-8.403749e-08,-6.013259e-08,1.643934e-09
2.000000e-11,1.477056e-06,4.903702e-06,1.972851e-05,-1.654977e-05,-1.781889e-05,-1.210736e-05,-2.137186e-05,-2.042938e-05,-1.438041e-05,2.624871e-08,2.062800e-05,-4.848585e-08,-8.545491e-08,1.862538e-09
2.025000e-11,-4.210446e-06,8.276894e-06,1.934544e-05,-1.562755e-05,-1.724771e-05,-1.456278e-05,-2.103534e-05,-1.969383e-05,-1.262553e-05,2.025551e-08,1.286385e-05,-1.693788e-08,-8.624147e-08,1.443942e-09
2.050000e-11,-8.001129e-06,1.109168e-05,1.874636e-05,-1.437515e-05,-1.655917e-05,-1.687479e-05,-2.039967e-05,-1.906691e-05,-1.028690e-05,1.138820e-08,6.179475e-06,6.835574e-09,-7.235905e-08,6.874721e-10
2.075000e-11,-9.962265e-06,1.326498e-05,1.807359e-05,-1.261839e-05,-1.563879e-05,-1.882902e-05,-1.968502e-05,-1.867457e-05,-7.510660e-06,2.258327e-09,1.104256e-06,2.183781e-08,-5.076641e-08,-6.985378e-11
2.100000e-11,-1.042983e-05,1.481785e-05,1.743137e-05,-1.027720e-05,-1.438464e-05,-2.025192e-05,-1.907757e-05,-1.856853e-05,-3.798348e-06,-4.903154e-09,-2.150769e-06,2.841741e-08,-2.650478e-08,-5.732600e-10
2.125000e-11,-9.847340e-06,1.584807e-05,1.694056e-05,-7.444763e-06,-1.262421e-05,-2.105293e-05,-1.869895e-05,-1.871739e-05,-5.614049e-07,-8.770697e-09,-3.671892e-06,2.771184e-08,-3.736540e-09,-7.170754e-10
2.150000e-11,-8.653575e-06,1.648128e-05,1.589122e-05,-4.408672e-06,-1.027881e-05,-2.124838e-05,-1.859924e-05,-1.783383e-05,2.418523e-06,-9.163023e-09,-3.795558e-06,2.155745e-08,1.400408e-08,-5.450275e-10
2.175000e-11,-7.197316e-06,1.683246e-05,1.538239e-05,-7.395402e-07,-7.441413e-06,-2.095691e-05,-1.874757e-05,-1.727638e-05,5.148063e-06,-6.901069e-09,-3.011663e-06,1.238040e-08,2.428066e-08,-1.982147e-10
2.200000e-11,-5.704420e-06,1.698917e-05,1.476427e-05,2.151705e-06,-4.346107e-06,-2.036681e-05,-1.785840e-05,-1.659136e-05,7.402423e-06,-3.366614e-09,-1.836040e-06,2.823536e-09,2.638186e-08,1.584736e-10
2.225000e-11,-4.296924e-06,1.701189e-05,1.393530e-05,4.544036e-06,-1.352013e-06,-1.968700e-05,-1.729251e-05,-1.566768e-05,9.108612e-06,4.161251e-11,-6.935838e-07,-4.829007e-09,2.154149e-08,3.997314e-10
2.250000e-11,-3.036157e-06,1.694197e-05,1.291018e-05,6.547336e-06,1.971873e-06,-1.909925e-05,-1.659835e-05,-1.440652e-05,1.034877e-05,2.345766e-09,1.521044e-07,-9.184250e-09,1.251025e-08,4.726908e-10
2.275000e-11,-1.959780e-06,1.681008e-05,1.165711e-05,8.055910e-06,4.276445e-06,-1.872627e-05,-1.566653e-05,-1.263758e-05,1.125167e-05,3.188919e-09,6.094866e-07,-9.990291e-09,2.624876e-09,3.953633e-10
2.300000e-11,-1.098057e-06,1.664199e-05,1.015499e-05,9.103327e-06,5.944103e-06,-1.862238e-05,-1.439940e-05,-1.028365e-05,1.194866e-05,2.780120e-09,7.212474e-07,-8.006878e-09,-5.237892e-09,2.305160e-10
2.325000e-11,-4.714853e-07,1.646204e-05,8.427683e-06,9.844852e-06,7.203487e-06,-1.876171e-05,-1.262734e-05,-7.438632e-06,1.255955e-05,1.664392e-09,6.027363e-07,-4.575834e-09,-9.420876e-09,5.125263e-11
2.350000e-11,-8.072342e-08,1.634839e-05,6.525292e-06,1.044026e-05,8.054975e-06,-1.786292e-05,-1.027323e-05,-4.335996e-06,1.317043e-05,4.422602e-10,3.824007e-07,-1.085595e-09,-9.726653e-09,-8.690114e-11
2.375000e-11,1.001627e-07,1.557776e-05,4.496694e-06,1.101282e-05,8.604838e-06,-1.728941e-05,-7.430528e-06,-1.279728e-06,1.381397e-05,-4.495816e-10,1.612246e-07,1.463644e-09,-7.143025e-09,-1.592510e-10
2.400000e-11,1.214324e-07,1.524807e-05,2.385777e-06,1.164641e-05,9.039108e-06,-1.659071e-05,-4.331773e-06,1.426502e-06,1.447027e-05,-8.361534e-10,-3.684282e-09,2.663432e-09,-3.249058e-09,-1.701980e-10
2.425000e-11,4.686315e-08,1.484346e-05,2.453462e-07,1.237763e-05,9.509524e-06,-1.565733e-05,-1.279732e-06,3.539932e-06,1.508757e-05,-7.806630e-10,-9.582315e-08,2.651612e-09,4.270845e-10,-1.418465e-10
2.450000e-11,-6.095694e-08,1.412519e-05,-1.854228e-06,1.318947e-05,1.010360e-05,-1.439087e-05,1.423173e-06,4.868143e-06,1.560972e-05,-4.835997e-10,-1.254460e-07,1.895992e-09,2.870439e-09,-1.002264e-10
2.475000e-11,-1.535881e-07,1.318813e-05,-3.832598e-06,1.402153e-05,1.085601e-05,-1.262063e-05,3.536369e-06,6.132212e-06,1.599756e-05,-1.639996e-10,-1.140405e-07,9.288285e-10,3.751076e-09,-6.497261e-11
2.500000e-11,-2.038937e-07,1.196394e-05,-5.616908e-06,1.479518e-05,1.175399e-05,-1.026848e-05,4.922599e-06,6.313819e-06,1.623864e-05,2.850226e-11,-8.284374e-08,1.405362e-10,3.324226e-09,-4.508253e-11
2.525000e-11,-2.061729e-07,1.060970e-05,-7.157090e-06,1.544092e-05,1.274026e-05,-7.427061e-06,5.509331e-06,6.091039e-06,1.634570e-05,4.800049e-11,-4.722737e-08,-3.098454e-10,2.167233e-09,-4.016651e-11
2.550000e-11,-1.706996e-07,9.098354e-06,-8.431889e-06,1.591684e-05,1.372774e-05,-4.328529e-06,6.123663e-06,5.898538e-06,1.634965e-05,-6.311762e-11,-1.589041e-08,-4.690890e-10,8.891352e-10,-4.468053e-11
2.575000e-11,-1.156068e-07,7.419078e-06,-9.445651e-06,1.621423e-05,1.462453e-05,-1.275698e-06,5.817977e-06,5.828950e-06,1.634477e-05,-2.182198e-10,7.430393e-09,-4.933207e-10,-7.996362e-11,-5.233943e-11
2.600000e-11,-5.916832e-08,5.616598e-06,-1.021997e-05,1.635241e-05,1.535836e-05,1.428565e-06,5.298296e-06,5.973586e-06,1.562638e-05,-3.337372e-10,2.181597e-08,-5.389562e-10,-5.714278e-10,-5.885162e-11
2.625000e-11,-1.457822e-08,3.744866e-06,-1.078479e-05,1.636926e-05,1.589102e-05,3.543003e-06,4.988910e-06,6.424937e-06,1.530976e-05,-3.609515e-10,2.772301e-08,-6.873852e-10,-6.435453e-10,-6.250495e-11
2.650000e-11,1.206102e-08,1.859107e-06,-1.117244e-05,1.636516e-05,1.622023e-05,4.930869e-06,4.945448e-06,7.200923e-06,1.489386e-05,-2.950901e-10,2.640845e-08,-9.235638e-10,-4.790068e-10,-6.324524e-11
2.675000e-11,2.103898e-08,1.853659e-08,-1.142077e-05,1.564042e-05,1.637211e-05,5.575068e-06,5.209846e-06,8.251336e-06,1.415163e-05,-1.652892e-10,1.981738e-08,-1.162205e-09,-2.727031e-10,-6.134210e-11
2.700000e-11,1.679012e-08,-1.721596e-06,-1.144865e-05,1.531432e-05,1.639047e-05,5.564584e-06,5.825763e-06,9.495768e-06,1.318005e-05,-1.506441e-11,1.045332e-08,-1.298643e-09,-1.535294e-10,-5.654296e-11
2.725000e-11,5.325036e-09,-3.318727e-06,-1.144951e-05,1.488885e-05,1.638057e-05,5.059052e-06,6.771801e-06,1.084229e-05,1.203494e-05,1.165274e-10,9.900736e-10,-1.258141e-09,-1.578384e-10,-4.806427e-11
2.750000e-11,-7.794384e-09,-4.746007e-06,-1.132941e-05,1.413918e-05,1.564661e-05,4.192880e-06,7.972043e-06,1.219161e-05,1.072165e-05,2.063127e-10,-6.309505e-09,-1.024927e-09,-2.476438e-10,-3.521499e-11
2.775000e-11,-1.857987e-08,-5.991964e-06,-1.116829e-05,1.316350e-05,1.531091e-05,3.885777e-06,9.333720e-06,1.344460e-05,9.277186e-06,2.492075e-10,-1.012126e-08,-6.445505e-10,-3.521839e-10,-1.814717e-11
