time,"V(2)","V(22)","V(222)","V(2222)","V(R169)","V(R170)","V(R171)","V(R172)","V(R173)","V(R174)","V(R175)","V(R176)"
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
2.500000e-13,1.188295e-06,1.188296e-06,1.188296e-06,1.188296e-06,1.503984e-07,1.503984e-07,1.503984e-07,1.503984e-07,1.503984e-07,1.503984e-07,1.503984e-07,1.503984e-07
5.000000e-13,2.490050e-06,2.490057e-06,2.490057e-06,2.490057e-06,4.874692e-07,4.874692e-07,4.874692e-07,4.874692e-07,4.874692e-07,4.874692e-07,4.874692e-07,4.874692e-07
7.500000e-13,4.052945e-06,4.052970e-06,4.052970e-06,4.052970e-06,1.026867e-06,1.026867e-06,1.026867e-06,1.026867e-06,1.026867e-06,1.026867e-06,1.026867e-06,1.026867e-06
1.000000e-12,5.997185e-06,5.997248e-06,5.997248e-06,5.997248e-06,1.790000e-06,1.790000e-06,1.790000e-06,1.790000e-06,1.790000e-06,1.790000e-06,1.790000e-06,1.790000e-06
1.250000e-12,8.395552e-06,8.395689e-06,8.395689e-06,8.395689e-06,2.805054e-06,2.805054e-06,2.805054e-06,2.805054e-06,2.805054e-06,2.805054e-06,2.805054e-06,2.805054e-06
1.500000e-12,1.126850e-05,1.126876e-05,1.126876e-05,1.126876e-05,4.099967e-06,4.099967e-06,4.099967e-06,4.099967e-06,4.099967e-06,4.099967e-06,4.099967e-06,4.099967e-06
1.750000e-12,1.458711e-05,1.458757e-05,1.458757e-05,1.458757e-05,5.694464e-06,5.694464e-06,5.694464e-06,5.694464e-06,5.694464e-06,5.694464e-06,5.694464e-06,5.694464e-06
2.000000e-12,1.828049e-05,1.828125e-05,1.828125e-05,1.828125e-05,7.593924e-06,7.593924e-06,7.593924e-06,7.593924e-06,7.593924e-06,7.593924e-06,7.593924e-06,7.593924e-06
2.250000e-12,2.224561e-05,2.224678e-05,2.224678e-05,2.224678e-05,9.785979e-06,9.785979e-06,9.785979e-06,9.785979e-06,9.785979e-06,9.785979e-06,9.785979e-06,9.785979e-06
2.500000e-12,2.635843e-05,2.636017e-05,2.636017e-05,2.636017e-05,1.223988e-05,1.223988e-05,1.223988e-05,1.223988e-05,1.223988e-05,1.223988e-05,1.223988e-05,1.223988e-05
2.750000e-12,3.048522e-05,3.048769e-05,3.048769e-05,3.048769e-05,1.490825e-05,1.490825e-05,1.490825e-05,1.490825e-05,1.490825e-05,1.490825e-05,1.490825e-05,1.490825e-05
3.000000e-12,3.449334e-05,3.449673e-05,3.449673e-05,3.449673e-05,1.773064e-05,1.773064e-05,1.773064e-05,1.773064e-05,1.773064e-05,1.773064e-05,1.773064e-05,1.773064e-05
3.250000e-12,3.826084e-05,3.826535e-05,3.826535e-05,3.826535e-05,2.063833e-05,2.063833e-05,2.063833e-05,2.063833e-05,2.063833e-05,2.063833e-05,2.063833e-05,2.063833e-05
3.500000e-12,4.168438e-05,4.169019e-05,4.169019e-05,4.169019e-05,2.355954e-05,2.355954e-05,2.355954e-05,2.355954e-05,2.355954e-05,2.355954e-05,2.355954e-05,2.355954e-05
3.750000e-12,4.468503e-05,4.469232e-05,4.469232e-05,4.469232e-05,2.642471e-05,2.642471e-05,2.642471e-05,2.642471e-05,2.642471e-05,2.642471e-05,2.642471e-05,2.642471e-05
4.000000e-12,4.721193e-05,4.722084e-05,4.722084e-05,4.722084e-05,2.917114e-05,2.917114e-05,2.917114e-05,2.917114e-05,2.917114e-05,2.917114e-05,2.917114e-05,2.917114e-05
4.250000e-12,4.924363e-05,4.925425e-05,4.925425e-05,4.925425e-05,3.174681e-05,3.174681e-05,3.174681e-05,3.174681e-05,3.174681e-05,3.174681e-05,3.174681e-05,3.174681e-05
4.500000e-12,5.078728e-05,5.079964e-05,5.079964e-05,5.079964e-05,3.411293e-05,3.411293e-05,3.411293e-05,3.411293e-05,3.411293e-05,3.411293e-05,3.411293e-05,3.411293e-05
4.750000e-12,5.187599e-05,5.189002e-05,5.189002e-05,5.189002e-05,3.624533e-05,3.624533e-05,3.624533e-05,3.624533e-05,3.624533e-05,3.624533e-05,3.624533e-05,3.624533e-05
5.000000e-12,5.256456e-05,5.258013e-05,5.258013e-05,5.258013e-05,3.813456e-05,3.813456e-05,3.813456e-05,3.813456e-05,3.813456e-05,3.813456e-05,3.813456e-05,3.813456e-05
5.250000e-12,5.173597e-05,5.175284e-05,5.175284e-05,5.175284e-05,3.963454e-05,3.963454e-05,3.963454e-05,3.963454e-05,3.963454e-05,3.963454e-05,3.963454e-05,3.963454e-05
5.500000e-12,5.054648e-05,5.056435e-05,5.056435e-05,5.056435e-05,4.072513e-05,4.072513e-05,4.072513e-05,4.072513e-05,4.072513e-05,4.072513e-05,4.072513e-05,4.072513e-05
5.750000e-12,4.893346e-05,4.895190e-05,4.895190e-05,4.895190e-05,4.141607e-05,4.141607e-05,4.141607e-05,4.141607e-05,4.141607e-05,4.141607e-05,4.141607e-05,4.141607e-05
6.000000e-12,4.685894e-05,4.687746e-05,4.687746e-05,4.687746e-05,4.171750e-05,4.171750e-05,4.171750e-05,4.171750e-05,4.171750e-05,4.171750e-05,4.171750e-05,4.171750e-05
6.250000e-12,4.432375e-05,4.434182e-05,4.434182e-05,4.434182e-05,4.163582e-05,4.163582e-05,4.163582e-05,4.163582e-05,4.163582e-05,4.163582e-05,4.163582e-05,4.163582e-05
6.500000e-12,4.136769e-05,4.138470e-05,4.138470e-05,4.138470e-05,4.117762e-05,4.117762e-05,4.117762e-05,4.117762e-05,4.117762e-05,4.117762e-05,4.117762e-05,4.117762e-05
6.750000e-12,3.806316e-05,3.807850e-05,3.807850e-05,3.807850e-05,4.035488e-05,4.035488e-05,4.035488e-05,4.035488e-05,4.035488e-05,4.035488e-05,4.035488e-05,4.035488e-05
7.000000e-12,3.450616e-05,3.451921e-05,3.451921e-05,3.451921e-05,3.918892e-05,3.918892e-05,3.918892e-05,3.918892e-05,3.918892e-05,3.918892e-05,3.918892e-05,3.918892e-05
7.250000e-12,3.080640e-05,3.081656e-05,3.081656e-05,3.081656e-05,3.771230e-05,3.771230e-05,3.771230e-05,3.771230e-05,3.771230e-05,3.771230e-05,3.771230e-05,3.771230e-05
7.500000e-12,2.707794e-05,2.708466e-05,2.708466e-05,2.708466e-05,3.596863e-05,3.596863e-05,3.596863e-05,3.596863e-05,3.596863e-05,3.596863e-05,3.596863e-05,3.596863e-05
8.000000e-12,1.996444e-05,1.996290e-05,1.996290e-05,1.996290e-05,3.189824e-05,3.189824e-05,3.189824e-05,3.189824e-05,3.189824e-05,3.189824e-05,3.189824e-05,3.189824e-05
8.250000e-12,1.676234e-05,1.675618e-05,1.675618e-05,1.675618e-05,2.969302e-05,2.969302e-05,2.969302e-05,2.969302e-05,2.969302e-05,2.969302e-05,2.969302e-05,2.969302e-05
8.500000e-12,1.388911e-05,1.387816e-05,1.387816e-05,1.387816e-05,2.745662e-05,2.745662e-05,2.745662e-05,2.745662e-05,2.745662e-05,2.745662e-05,2.745662e-05,2.745662e-05
8.750000e-12,1.138871e-05,1.137294e-05,1.137294e-05,1.137294e-05,2.524630e-05,2.524630e-05,2.524630e-05,2.524630e-05,2.524630e-05,2.524630e-05,2.524630e-05,2.524630e-05
9.000000e-12,9.284269e-06,9.263784e-06,9.263784e-06,9.263784e-06,2.311236e-05,2.311236e-05,2.311236e-05,2.311236e-05,2.311236e-05,2.311236e-05,2.311236e-05,2.311236e-05
9.250000e-12,7.579206e-06,7.554268e-06,7.554268e-06,7.554268e-06,2.109597e-05,2.109597e-05,2.109597e-05,2.109597e-05,2.109597e-05,2.109597e-05,2.109597e-05,2.109597e-05
9.500000e-12,6.259267e-06,6.230282e-06,6.230282e-06,6.230282e-06,1.922798e-05,1.922798e-05,1.922798e-05,1.922798e-05,1.922798e-05,1.922798e-05,1.922798e-05,1.922798e-05
9.750000e-12,5.295297e-06,5.262810e-06,5.262810e-06,5.262810e-06,1.752842e-05,1.752842e-05,1.752842e-05,1.752842e-05,1.752842e-05,1.752842e-05,1.752842e-05,1.752842e-05
1.000000e-11,4.646474e-06,4.611158e-06,4.611158e-06,4.611158e-06,1.600685e-05,1.600685e-05,1.600685e-05,1.600685e-05,1.600685e-05,1.600685e-05,1.600685e-05,1.600685e-05
1.025000e-11,4.263785e-06,4.226420e-06,4.226420e-06,4.226420e-06,1.466332e-05,1.466332e-05,1.466332e-05,1.466332e-05,1.466332e-05,1.466332e-05,1.466332e-05,1.466332e-05
1.050000e-11,4.093497e-06,4.054948e-06,4.054948e-06,4.054948e-06,1.348982e-05,1.348982e-05,1.348982e-05,1.348982e-05,1.348982e-05,1.348982e-05,1.348982e-05,1.348982e-05
1.075000e-11,4.080466e-06,4.041656e-06,4.041656e-06,4.041656e-06,1.247207e-05,1.247207e-05,1.247207e-05,1.247207e-05,1.247207e-05,1.247207e-05,1.247207e-05,1.247207e-05
1.100000e-11,4.171117e-06,4.132993e-06,4.132993e-06,4.132993e-06,1.159138e-05,1.159138e-05,1.159138e-05,1.159138e-05,1.159138e-05,1.159138e-05,1.159138e-05,1.159138e-05
1.125000e-11,4.315964e-06,4.279466e-06,4.279466e-06,4.279466e-06,1.082661e-05,1.082661e-05,1.082661e-05,1.082661e-05,1.082661e-05,1.082661e-05,1.082661e-05,1.082661e-05
1.150000e-11,4.471606e-06,4.437635e-06,4.437635e-06,4.437635e-06,1.015589e-05,1.015589e-05,1.015589e-05,1.015589e-05,1.015589e-05,1.015589e-05,1.015589e-05,1.015589e-05
1.175000e-11,4.602146e-06,4.571530e-06,4.571530e-06,4.571530e-06,9.558116e-06,9.558116e-06,9.558116e-06,9.558116e-06,9.558116e-06,9.558116e-06,9.558116e-06,9.558116e-06
1.200000e-11,4.680025e-06,4.653485e-06,4.653485e-06,4.653485e-06,9.014169e-06,9.014169e-06,9.014169e-06,9.014169e-06,9.014169e-06,9.014169e-06,9.014169e-06,9.014169e-06
1.225000e-11,4.686295e-06,4.664426e-06,4.664426e-06,4.664426e-06,8.507745e-06,8.507745e-06,8.507745e-06,8.507745e-06,8.507745e-06,8.507745e-06,8.507745e-06,8.507745e-06
1.250000e-11,4.610403e-06,4.593646e-06,4.593646e-06,4.593646e-06,8.025850e-06,8.025850e-06,8.025850e-06,8.025850e-06,8.025850e-06,8.025850e-06,8.025850e-06,8.025850e-06
1.275000e-11,4.449535e-06,4.438162e-06,4.438162e-06,4.438162e-06,7.558964e-06,7.558964e-06,7.558964e-06,7.558964e-06,7.558964e-06,7.558964e-06,7.558964e-06,7.558964e-06
1.300000e-11,4.207634e-06,4.201738e-06,4.201738e-06,4.201738e-06,7.100932e-06,7.100932e-06,7.100932e-06,7.100932e-06,7.100932e-06,7.100932e-06,7.100932e-06,7.100932e-06
1.325000e-11,3.894176e-06,3.893669e-06,3.893669e-06,3.893669e-06,6.648623e-06,6.648623e-06,6.648623e-06,6.648623e-06,6.648623e-06,6.648623e-06,6.648623e-06,6.648623e-06
1.350000e-11,3.522810e-06,3.527428e-06,3.527428e-06,3.527428e-06,6.201443e-06,6.201443e-06,6.201443e-06,6.201443e-06,6.201443e-06,6.201443e-06,6.201443e-06,6.201443e-06
1.375000e-11,3.109954e-06,3.119265e-06,3.119265e-06,3.119265e-06,5.760750e-06,5.760750e-06,5.760750e-06,5.760750e-06,5.760750e-06,5.760750e-06,5.760750e-06,5.760750e-06
1.400000e-11,2.673421e-06,2.686846e-06,2.686846e-06,2.686846e-06,5.329237e-06,5.329237e-06,5.329237e-06,5.329237e-06,5.329237e-06,5.329237e-06,5.329237e-06,5.329237e-06
1.425000e-11,2.231156e-06,2.247993e-06,2.247993e-06,2.247993e-06,4.910353e-06,4.910353e-06,4.910353e-06,4.910353e-06,4.910353e-06,4.910353e-06,4.910353e-06,4.910353e-06
1.450000e-11,1.800135e-06,1.819588e-06,1.819588e-06,1.819588e-06,4.507766e-06,4.507766e-06,4.507766e-06,4.507766e-06,4.507766e-06,4.507766e-06,4.507766e-06,4.507766e-06
1.475000e-11,1.395458e-06,1.416670e-06,1.416670e-06,1.416670e-06,4.124940e-06,4.124940e-06,4.124940e-06,4.124940e-06,4.124940e-06,4.124940e-06,4.124940e-06,4.124940e-06
1.500000e-11,1.029669e-06,1.051758e-06,1.051758e-06,1.051758e-06,3.764803e-06,3.764803e-06,3.764803e-06,3.764803e-06,3.764803e-06,3.764803e-06,3.764803e-06,3.764803e-06
1.525000e-11,7.122981e-07,7.343949e-07,7.343949e-07,7.343949e-07,3.429541e-06,3.429541e-06,3.429541e-06,3.429541e-06,3.429541e-06,3.429541e-06,3.429541e-06,3.429541e-06
1.550000e-11,4.496375e-07,4.709220e-07,4.709220e-07,4.709220e-07,3.120491e-06,3.120491e-06,3.120491e-06,3.120491e-06,3.120491e-06,3.120491e-06,3.120491e-06,3.120491e-06
1.575000e-11,2.447201e-07,2.644545e-07,2.644545e-07,2.644545e-07,2.838129e-06,2.838129e-06,2.838129e-06,2.838129e-06,2.838129e-06,2.838129e-06,2.838129e-06,2.838129e-06
1.600000e-11,9.748549e-08,1.150444e-07,1.150444e-07,1.150444e-07,2.582138e-06,2.582138e-06,2.582138e-06,2.582138e-06,2.582138e-06,2.582138e-06,2.582138e-06,2.582138e-06
1.625000e-11,5.100081e-09,1.999444e-08,1.999444e-08,1.999444e-08,2.351520e-06,2.351520e-06,2.351520e-06,2.351520e-06,2.351520e-06,2.351520e-06,2.351520e-06,2.351520e-06
1.650000e-11,-3.760529e-08,-2.571091e-08,-2.571091e-08,-2.571091e-08,2.144752e-06,2.144752e-06,2.144752e-06,2.144752e-06,2.144752e-06,2.144752e-06,2.144752e-06,2.144752e-06
1.675000e-11,-3.761582e-08,-2.889402e-08,-2.889402e-08,-2.889402e-08,1.959949e-06,1.959949e-06,1.959949e-06,1.959949e-06,1.959949e-06,1.959949e-06,1.959949e-06,1.959949e-06
1.700000e-11,-3.169655e-09,2.370926e-09,2.370926e-09,2.370926e-09,1.795020e-06,1.795020e-06,1.795020e-06,1.795020e-06,1.795020e-06,1.795020e-06,1.795020e-06,1.795020e-06
1.725000e-11,5.681356e-08,5.932096e-08,5.932096e-08,5.932096e-08,1.647815e-06,1.647815e-06,1.647815e-06,1.647815e-06,1.647815e-06,1.647815e-06,1.647815e-06,1.647815e-06
1.750000e-11,1.332800e-07,1.330439e-07,1.330439e-07,1.330439e-07,1.516235e-06,1.516235e-06,1.516235e-06,1.516235e-06,1.516235e-06,1.516235e-06,1.516235e-06,1.516235e-06
1.775000e-11,2.175378e-07,2.149676e-07,2.149676e-07,2.149676e-07,1.398322e-06,1.398322e-06,1.398322e-06,1.398322e-06,1.398322e-06,1.398322e-06,1.398322e-06,1.398322e-06
1.800000e-11,3.016795e-07,2.972768e-07,2.972768e-07,2.972768e-07,1.292306e-06,1.292306e-06,1.292306e-06,1.292306e-06,1.292306e-06,1.292306e-06,1.292306e-06,1.292306e-06
1.825000e-11,3.789160e-07,3.732435e-07,3.732435e-07,3.732435e-07,1.196636e-06,1.196636e-06,1.196636e-06,1.196636e-06,1.196636e-06,1.196636e-06,1.196636e-06,1.196636e-06
1.850000e-11,4.438129e-07,4.374606e-07,4.374606e-07,4.374606e-07,1.109974e-06,1.109974e-06,1.109974e-06,1.109974e-06,1.109974e-06,1.109974e-06,1.109974e-06,1.109974e-06
1.875000e-11,4.924264e-07,4.859784e-07,4.859784e-07,4.859784e-07,1.031182e-06,1.031182e-06,1.031182e-06,1.031182e-06,1.031182e-06,1.031182e-06,1.031182e-06,1.031182e-06
1.900000e-11,5.223412e-07,5.163441e-07,5.163441e-07,5.163441e-07,9.592869e-07,9.592869e-07,9.592869e-07,9.592869e-07,9.592869e-07,9.592869e-07,9.592869e-07,9.592869e-07
1.925000e-11,5.326209e-07,5.275555e-07,5.275555e-07,5.275555e-07,8.934515e-07,8.934515e-07,8.934515e-07,8.934515e-07,8.934515e-07,8.934515e-07,8.934515e-07,8.934515e-07
1.950000e-11,5.236805e-07,5.199392e-07,5.199392e-07,5.199392e-07,8.329389e-07,8.329389e-07,8.329389e-07,8.329389e-07,8.329389e-07,8.329389e-07,8.329389e-07,8.329389e-07
1.975000e-11,4.970987e-07,4.949683e-07,4.949683e-07,4.949683e-07,7.770852e-07,7.770852e-07,7.770852e-07,7.770852e-07,7.770852e-07,7.770852e-07,7.770852e-07,7.770852e-07
2.000000e-11,4.553861e-07,4.550381e-07,4.550381e-07,4.550381e-07,7.252796e-07,7.252796e-07,7.252796e-07,7.252796e-07,7.252796e-07,7.252796e-07,7.252796e-07,7.252796e-07
2.025000e-11,4.017267e-07,4.032144e-07,4.032144e-07,4.032144e-07,6.769536e-07,6.769536e-07,6.769536e-07,6.769536e-07,6.769536e-07,6.769536e-07,6.769536e-07,6.769536e-07
2.050000e-11,3.397115e-07,3.429744e-07,3.429744e-07,3.429744e-07,6.315789e-07,6.315789e-07,6.315789e-07,6.315789e-07,6.315789e-07,6.315789e-07,6.315789e-07,6.315789e-07
2.075000e-11,2.730790e-07,2.779532e-07,2.779532e-07,2.779532e-07,5.886732e-07,5.886732e-07,5.886732e-07,5.886732e-07,5.886732e-07,5.886732e-07,5.886732e-07,5.886732e-07
2.100000e-11,2.054770e-07,2.117111e-07,2.117111e-07,2.117111e-07,5.478105e-07,5.478105e-07,5.478105e-07,5.478105e-07,5.478105e-07,5.478105e-07,5.478105e-07,5.478105e-07
2.125000e-11,1.402566e-07,1.475323e-07,1.475323e-07,1.475323e-07,5.086340e-07,5.086340e-07,5.086340e-07,5.086340e-07,5.086340e-07,5.086340e-07,5.086340e-07,5.086340e-07
2.150000e-11,8.030722e-08,8.826189e-08,8.826189e-08,8.826189e-08,4.708690e-07,4.708690e-07,4.708690e-07,4.708690e-07,4.708690e-07,4.708690e-07,4.708690e-07,4.708690e-07
2.175000e-11,2.793668e-08,3.618764e-08,3.618764e-08,3.618764e-08,4.343320e-07,4.343320e-07,4.343320e-07,4.343320e-07,4.343320e-07,4.343320e-07,4.343320e-07,4.343320e-07
2.200000e-11,-1.520110e-08,-7.032699e-09,-7.032699e-09,-7.032699e-09,3.989353e-07,3.989353e-07,3.989353e-07,3.989353e-07,3.989353e-07,3.989353e-07,3.989353e-07,3.989353e-07
2.225000e-11,-4.813213e-08,-4.039919e-08,-4.039919e-08,-4.039919e-08,3.646856e-07,3.646856e-07,3.646856e-07,3.646856e-07,3.646856e-07,3.646856e-07,3.646856e-07,3.646856e-07
2.250000e-11,-7.054560e-08,-6.355592e-08,-6.355592e-08,-6.355592e-08,3.316753e-07,3.316753e-07,3.316753e-07,3.316753e-07,3.316753e-07,3.316753e-07,3.316753e-07,3.316753e-07
2.275000e-11,-8.274017e-08,-7.674125e-08,-7.674125e-08,-7.674125e-08,3.000679e-07,3.000679e-07,3.000679e-07,3.000679e-07,3.000679e-07,3.000679e-07,3.000679e-07,3.000679e-07
2.300000e-11,-8.554039e-08,-8.070885e-08,-8.070885e-08,-8.070885e-08,2.700779e-07,2.700779e-07,2.700779e-07,2.700779e-07,2.700779e-07,2.700779e-07,2.700779e-07,2.700779e-07
2.325000e-11,-8.019147e-08,-7.662748e-08,-7.662748e-08,-7.662748e-08,2.419473e-07,2.419473e-07,2.419473e-07,2.419473e-07,2.419473e-07,2.419473e-07,2.419473e-07,2.419473e-07
2.350000e-11,-6.824096e-08,-6.596768e-08,-6.596768e-08,-6.596768e-08,2.159194e-07,2.159194e-07,2.159194e-07,2.159194e-07,2.159194e-07,2.159194e-07,2.159194e-07,2.159194e-07
2.375000e-11,-5.141583e-08,-5.038351e-08,-5.038351e-08,-5.038351e-08,1.922144e-07,1.922144e-07,1.922144e-07,1.922144e-07,1.922144e-07,1.922144e-07,1.922144e-07,1.922144e-07
2.400000e-11,-3.150255e-08,-3.159682e-08,-3.159682e-08,-3.159682e-08,1.710060e-07,1.710060e-07,1.710060e-07,1.710060e-07,1.710060e-07,1.710060e-07,1.710060e-07,1.710060e-07
2.425000e-11,-1.023719e-08,-1.129064e-08,-1.129064e-08,-1.129064e-08,1.524032e-07,1.524032e-07,1.524032e-07,1.524032e-07,1.524032e-07,1.524032e-07,1.524032e-07,1.524032e-07
2.450000e-11,1.078925e-08,8.983098e-09,8.983098e-09,8.983098e-09,1.364370e-07,1.364370e-07,1.364370e-07,1.364370e-07,1.364370e-07,1.364370e-07,1.364370e-07,1.364370e-07
2.475000e-11,3.020622e-08,2.787759e-08,2.787759e-08,2.787759e-08,1.230536e-07,1.230536e-07,1.230536e-07,1.230536e-07,1.230536e-07,1.230536e-07,1.230536e-07,1.230536e-07
2.500000e-11,4.691733e-08,4.430462e-08,4.430462e-08,4.430462e-08,1.121146e-07,1.121146e-07,1.121146e-07,1.121146e-07,1.121146e-07,1.121146e-07,1.121146e-07,1.121146e-07
2.525000e-11,6.013174e-08,5.746663e-08,5.746663e-08,5.746663e-08,1.034035e-07,1.034035e-07,1.034035e-07,1.034035e-07,1.034035e-07,1.034035e-07,1.034035e-07,1.034035e-07
2.550000e-11,6.937371e-08,6.686791e-08,6.686791e-08,6.686791e-08,9.663768e-08,9.663768e-08,9.663768e-08,9.663768e-08,9.663768e-08,9.663768e-08,9.663768e-08,9.663768e-08
2.575000e-11,7.447233e-08,7.230657e-08,7.230657e-08,7.230657e-08,9.148486e-08,9.148486e-08,9.148486e-08,9.148486e-08,9.148486e-08,9.148486e-08,9.148486e-08,9.148486e-08
2.600000e-11,7.553427e-08,7.385012e-08,7.385012e-08,7.385012e-08,8.758309e-08,8.758309e-08,8.758309e-08,8.758309e-08,8.758309e-08,8.758309e-08,8.758309e-08,8.758309e-08
2.625000e-11,7.290310e-08,7.179789e-08,7.179789e-08,7.179789e-08,8.456161e-08,8.456161e-08,8.456161e-08,8.456161e-08,8.456161e-08,8.456161e-08,8.456161e-08,8.456161e-08
2.650000e-11,6.710928e-08,6.663420e-08,6.663420e-08,6.663420e-08,8.206175e-08,8.206175e-08,8.206175e-08,8.206175e-08,8.206175e-08,8.206175e-08,8.206175e-08,8.206175e-08
2.675000e-11,5.881492e-08,5.897608e-08,5.897608e-08,5.897608e-08,7.975609e-08,7.975609e-08,7.975609e-08,7.975609e-08,7.975609e-08,7.975609e-08,7.975609e-08,7.975609e-08
2.700000e-11,4.875714e-08,4.951941e-08,4.951941e-08,4.951941e-08,7.736451e-08,7.736451e-08,7.736451e-08,7.736451e-08,7.736451e-08,7.736451e-08,7.736451e-08,7.736451e-08
2.725000e-11,3.769388e-08,3.898690e-08,3.898690e-08,3.898690e-08,7.466636e-08,7.466636e-08,7.466636e-08,7.466636e-08,7.466636e-08,7.466636e-08,7.466636e-08,7.466636e-08
2.750000e-11,2.635500e-08,2.808087e-08,2.808087e-08,2.808087e-08,7.150793e-08,7.150793e-08,7.150793e-08,7.150793e-08,7.150793e-08,7.150793e-08,7.150793e-08,7.150793e-08
2.775000e-11,1.540106e-08,1.744303e-08,1.744303e-08,1.744303e-08,6.780513e-08,6.780513e-08,6.780513e-08,6.780513e-08,6.780513e-08,6.780513e-08,6.780513e-08,6.780513e-08
2.800000e-11,5.391412e-09,7.622995e-09,7.622995e-09,7.622995e-09,6.354142e-08,6.354143e-08,6.354142e-08,6.354143e-08,6.354142e-08,6.354143e-08,6.354142e-08,6.354143e-08
2.825000e-11,-3.237533e-09,-9.437378e-10,-9.437378e-10,-9.437378e-10,5.876157e-08,5.876157e-08,5.876157e-08,5.876157e-08,5.876157e-08,5.876157e-08,5.876157e-08,5.876157e-08
2.850000e-11,-1.018385e-08,-7.948068e-09,-7.948068e-09,-7.948068e-09,5.356188e-08,5.356188e-08,5.356188e-08,5.356188e-08,5.356188e-08,5.356188e-08,5.356188e-08,5.356188e-08
2.875000e-11,-1.528192e-08,-1.321035e-08,-1.321035e-08,-1.321035e-08,4.807790e-08,4.807790e-08,4.807790e-08,4.807790e-08,4.807790e-08,4.807790e-08,4.807790e-08,4.807790e-08
2.900000e-11,-1.849562e-08,-1.667511e-08,-1.667511e-08,-1.667511e-08,4.247060e-08,4.247060e-08,4.247060e-08,4.247060e-08,4.247060e-08,4.247060e-08,4.247060e-08,4.247060e-08
2.925000e-11,-1.990441e-08,-1.839891e-08,-1.839891e-08,-1.839891e-08,3.691215e-08,3.691215e-08,3.691215e-08,3.691215e-08,3.691215e-08,3.691215e-08,3.691215e-08,3.691215e-08
2.950000e-11,-1.968398e-08,-1.853275e-08,-1.853275e-08,-1.853275e-08,3.157224e-08,3.157225e-08,3.157224e-08,3.157225e-08,3.157224e-08,3.157225e-08,3.157224e-08,3.157225e-08
2.975000e-11,-1.808349e-08,-1.730109e-08,-1.730109e-08,-1.730109e-08,2.660588e-08,2.660588e-08,2.660588e-08,2.660588e-08,2.660588e-08,2.660588e-08,2.660588e-08,2.660588e-08
3.000000e-11,-1.540105e-08,-1.497886e-08,-1.497886e-08,-1.497886e-08,2.214329e-08,2.214329e-08,2.214329e-08,2.214329e-08,2.214329e-08,2.214329e-08,2.214329e-08,2.214329e-08
3.025000e-11,-1.195938e-08,-1.186849e-08,-1.186849e-08,-1.186849e-08,1.828255e-08,1.828255e-08,1.828255e-08,1.828255e-08,1.828255e-08,1.828255e-08,1.828255e-08,1.828255e-08
3.050000e-11,-8.083041e-09,-8.278122e-09,-8.278122e-09,-8.278122e-09,1.508506e-08,1.508507e-08,1.508506e-08,1.508507e-08,1.508506e-08,1.508507e-08,1.508506e-08,1.508507e-08
3.075000e-11,-4.078492e-09,-4.502289e-09,-4.502289e-09,-4.502289e-09,1.257400e-08,1.257400e-08,1.257400e-08,1.257400e-08,1.257400e-08,1.257400e-08,1.257400e-08,1.257400e-08
3.100000e-11,-2.178436e-10,-8.060075e-10,-8.060075e-10,-8.060075e-10,1.073550e-08,1.073550e-08,1.073550e-08,1.073550e-08,1.073550e-08,1.073550e-08,1.073550e-08,1.073550e-08
3.125000e-11,3.273121e-09,2.587271e-09,2.587271e-09,2.587271e-09,9.522346e-09,9.522346e-09,9.522346e-09,9.522346e-09,9.522346e-09,9.522346e-09,9.522346e-09,9.522346e-09
3.150000e-11,6.222490e-09,5.503555e-09,5.503555e-09,5.503555e-09,8.859494e-09,8.859494e-09,8.859494e-09,8.859494e-09,8.859494e-09,8.859494e-09,8.859494e-09,8.859494e-09
3.175000e-11,8.515427e-09,7.822123e-09,7.822123e-09,7.822123e-09,8.651047e-09,8.651047e-09,8.651047e-09,8.651047e-09,8.651047e-09,8.651047e-09,8.651047e-09,8.651047e-09
3.200000e-11,1.009342e-08,9.475554e-09,9.475554e-09,9.475554e-09,8.787960e-09,8.787960e-09,8.787960e-09,8.787960e-09,8.787960e-09,8.787960e-09,8.787960e-09,8.787960e-09
3.225000e-11,1.095012e-08,1.044648e-08,1.044648e-08,1.044648e-08,9.155923e-09,9.155923e-09,9.155923e-09,9.155923e-09,9.155923e-09,9.155923e-09,9.155923e-09,9.155923e-09
3.250000e-11,1.112455e-08,1.076170e-08,1.076170e-08,1.076170e-08,9.642850e-09,9.642850e-09,9.642850e-09,9.642850e-09,9.642850e-09,9.642850e-09,9.642850e-09,9.642850e-09
3.275000e-11,1.069240e-08,1.048443e-08,1.048443e-08,1.048443e-08,1.014552e-08,1.014552e-08,1.014552e-08,1.014552e-08,1.014552e-08,1.014552e-08,1.014552e-08,1.014552e-08
3.300000e-11,9.756205e-09,9.705323e-09,9.705323e-09,9.705323e-09,1.057501e-08,1.057501e-08,1.057501e-08,1.057501e-08,1.057501e-08,1.057501e-08,1.057501e-08,1.057501e-08
