time,"V(2)","V(22)","V(222)","V(2222)","V(R169)","V(R170)","V(R171)","V(R172)","V(R173)","V(R174)","V(R175)","V(R176)"
5.305000e-10,-1.392075e-08,-1.315372e-17,-7.892230e-18,-6.138401e-18,1.295168e-07,8.426952e-08,1.763129e-07,1.295194e-07,2.234296e-07,-1.567674e-12,1.763129e-07,1.295194e-07
5.307500e-10,-4.416540e-09,1.227680e-17,7.892230e-18,3.507658e-18,5.119372e-08,1.131928e-08,9.448965e-08,5.119605e-08,1.402000e-07,3.136340e-12,9.448965e-08,5.119605e-08
5.310000e-10,4.348738e-09,4.384572e-18,3.507658e-18,1.052297e-17,-1.650810e-08,-4.835766e-08,2.014958e-08,-1.650618e-08,6.089601e-08,7.088815e-12,2.014958e-08,-1.650618e-08
5.312500e-10,1.186735e-08,7.015316e-18,7.015316e-18,-1.052297e-17,-6.925703e-08,-9.139611e-08,-4.148189e-08,-6.925563e-08,-8.468450e-09,1.004310e-11,-4.148189e-08,-6.925563e-08
5.315000e-10,1.776157e-08,7.015316e-18,1.929212e-17,2.455361e-17,-1.044607e-07,-1.162191e-07,-8.681234e-08,-1.044599e-07,-6.334831e-08,1.185947e-11,-8.681235e-08,-1.044599e-07
5.317500e-10,2.179795e-08,4.384572e-18,-1.315372e-17,8.769145e-19,-1.213151e-07,-1.229917e-07,-1.140313e-07,-1.213149e-07,-1.009184e-07,1.250569e-11,-1.140313e-07,-1.213149e-07
5.320000e-10,2.389044e-08,1.929212e-17,1.139989e-17,4.384572e-18,-1.206895e-07,-1.134251e-07,-1.230855e-07,-1.206898e-07,-1.201451e-07,1.204872e-11,-1.230855e-07,-1.206898e-07
5.322500e-10,2.409289e-08,1.227680e-17,1.753829e-17,3.507658e-18,-1.048757e-07,-9.046464e-08,-1.155004e-07,-1.048764e-07,-1.216917e-07,1.063926e-11,-1.155004e-07,-1.048764e-07
5.325000e-10,2.258253e-08,-1.227680e-17,8.769145e-19,1.227680e-17,-7.723778e-08,-5.790162e-08,-9.408164e-08,-7.723880e-08,-1.076830e-07,8.490831e-12,-9.408164e-08,-7.723880e-08
5.327500e-10,1.963636e-08,2.893818e-17,3.507658e-18,-1.753829e-18,-4.180358e-08,-1.995092e-08,-6.253408e-08,-4.180478e-08,-8.136577e-08,5.856044e-12,-6.253408e-08,-4.180478e-08
5.330000e-10,1.560267e-08,-1.929212e-17,8.769145e-18,1.139989e-17,-2.840952e-09,1.916405e-08,-2.504149e-08,-2.842195e-09,-4.670552e-08,3.001876e-12,-2.504149e-08,-2.842196e-09
5.332500e-10,1.087017e-08,3.507658e-18,-3.507658e-18,8.769145e-18,3.554276e-08,5.558352e-08,1.415151e-08,3.554160e-08,-7.962443e-09,1.863401e-13,1.415151e-08,3.554160e-08
5.335000e-10,5.837247e-09,2.104595e-17,-3.507658e-18,-5.261487e-18,6.974490e-08,8.611234e-08,5.111909e-08,6.974391e-08,3.071429e-08,-2.361796e-12,5.111909e-08,6.974391e-08
5.337500e-10,8.832546e-10,-2.104595e-17,-1.403063e-17,-3.507658e-18,9.693084e-08,1.084306e-07,8.256566e-08,9.693011e-08,6.563950e-08,-4.458870e-12,8.256566e-08,9.693011e-08
5.340000e-10,-3.656026e-09,0.000000e+00,2.279978e-17,-2.630743e-18,1.152020e-07,1.212049e-07,1.060490e-07,1.152016e-07,9.386701e-08,-5.976889e-12,1.060490e-07,1.152016e-07
5.342500e-10,-7.507595e-09,-3.507658e-18,-1.052297e-17,-2.630743e-18,1.236639e-07,1.241014e-07,1.201046e-07,1.236638e-07,1.133705e-07,-6.848483e-12,1.201046e-07,1.236638e-07
5.345000e-10,-1.047415e-08,-7.015316e-18,-1.753829e-18,1.139989e-17,1.223980e-07,1.177090e-07,1.242712e-07,1.223982e-07,1.231243e-07,-7.066372e-12,1.242712e-07,1.223982e-07
5.347500e-10,-1.244042e-08,-8.769145e-18,-5.261487e-18,-3.244584e-17,1.123516e-07,1.033899e-07,1.190247e-07,1.123521e-07,1.230876e-07,-6.677964e-12,1.190247e-07,1.123521e-07
5.350000e-10,-1.337303e-08,-5.261487e-18,-3.507658e-18,1.929212e-17,9.516255e-08,8.307766e-08,1.056373e-07,9.516319e-08,1.141039e-07,-5.775983e-12,1.056373e-07,9.516319e-08
5.352500e-10,-1.331462e-08,-9.646059e-18,-1.139989e-17,-5.261487e-18,7.294164e-08,5.904621e-08,8.598092e-08,7.294240e-08,9.773264e-08,-4.486307e-12,8.598092e-08,7.294240e-08
5.355000e-10,-1.237309e-08,1.139989e-17,3.507658e-18,-1.490755e-17,4.803664e-08,3.367342e-08,6.229866e-08,4.803744e-08,7.603633e-08,-2.954290e-12,6.229866e-08,4.803744e-08
5.357500e-10,-1.070728e-08,-1.578446e-17,-1.753829e-18,-8.769145e-18,2.280003e-08,9.220087e-09,3.696790e-08,2.280081e-08,5.134536e-08,-1.330828e-12,3.696790e-08,2.280081e-08
5.360000e-10,-8.510476e-09,5.261487e-18,-9.646059e-18,7.015316e-18,-6.193046e-10,-1.235751e-08,1.227616e-08,-6.186128e-10,2.602406e-08,2.406368e-13,1.227616e-08,-6.186127e-10
5.362500e-10,-5.993052e-09,0.000000e+00,7.015316e-18,-1.052297e-17,-2.044464e-08,-2.954877e-08,-9.771617e-09,-2.044409e-08,2.258333e-09,1.635223e-12,-9.771617e-09,-2.044409e-08
5.365000e-10,-3.365718e-09,-1.227680e-17,3.507658e-18,1.929212e-17,-3.538977e-08,-4.137602e-08,-2.760070e-08,-3.538938e-08,-1.811883e-08,2.755075e-12,-2.760070e-08,-3.538938e-08
5.367500e-10,-8.244167e-10,2.279978e-17,7.892230e-18,-1.578446e-17,-4.472185e-08,-4.742592e-08,-4.016115e-08,-4.472164e-08,-3.375263e-08,3.534770e-12,-4.016115e-08,-4.472164e-08
5.370000e-10,1.462146e-09,-8.769145e-19,1.753829e-18,1.929212e-17,-4.826922e-08,-4.782806e-08,-4.696635e-08,-4.826920e-08,-4.383662e-08,3.943512e-12,-4.696635e-08,-4.826920e-08
5.372500e-10,3.361712e-09,1.753829e-18,6.138401e-18,-1.227680e-17,-4.637910e-08,-4.318815e-08,-4.807817e-08,-4.637924e-08,-4.812751e-08,3.984243e-12,-4.807817e-08,-4.637924e-08
5.375000e-10,4.784093e-09,8.769145e-18,-8.769145e-18,1.052297e-17,-3.983418e-08,-3.448638e-08,-4.404551e-08,-3.983445e-08,-4.690896e-08,3.690073e-12,-4.404551e-08,-3.983445e-08
5.377500e-10,5.683145e-09,4.384572e-18,8.769145e-18,4.384572e-18,-2.973973e-08,-2.295352e-08,-3.580652e-08,-2.974010e-08,-4.091287e-08,3.118556e-12,-3.580652e-08,-2.974010e-08
5.380000e-10,6.055350e-09,-3.507658e-18,1.490755e-17,1.578446e-17,-1.739405e-08,-9.937859e-09,-2.456683e-08,-1.739446e-08,-3.120963e-08,2.344510e-12,-2.456683e-08,-1.739446e-08
5.382500e-10,5.935431e-09,1.578446e-17,-8.769145e-19,-1.403063e-17,-4.155477e-09,3.224377e-09,-1.166697e-08,-4.155896e-09,-1.908001e-08,1.452136e-12,-1.166697e-08,-4.155896e-09
5.385000e-10,5.389666e-09,8.769145e-19,2.630743e-18,2.104595e-17,8.682112e-09,1.532414e-08,1.548351e-09,8.681725e-09,-5.881872e-09,5.271089e-13,1.548352e-09,8.681725e-09
5.387500e-10,4.507597e-09,1.227680e-17,0.000000e+00,1.052297e-17,1.999535e-08,2.537173e-08,1.384777e-08,1.999502e-08,7.076037e-09,-3.506535e-13,1.384777e-08,1.999502e-08
5.390000e-10,3.392949e-09,-1.753829e-18,9.646059e-18,-5.261487e-18,2.891154e-08,3.266024e-08,2.420880e-08,2.891130e-08,1.864301e-08,-1.113037e-12,2.420880e-08,2.891130e-08
5.392500e-10,2.154478e-09,-1.139989e-17,-8.769145e-19,1.052297e-17,3.485874e-08,3.679786e-08,3.188525e-08,3.485860e-08,2.791025e-08,-1.708216e-12,3.188525e-08,3.485860e-08
5.395000e-10,8.974565e-10,1.227680e-17,8.769145e-18,-7.015316e-18,3.758436e-08,3.770934e-08,3.644361e-08,3.758433e-08,3.426493e-08,-2.103341e-12,3.644361e-08,3.758433e-08
5.397500e-10,-2.836496e-10,7.015316e-18,-1.753829e-17,-1.227680e-17,3.714416e-08,3.560981e-08,3.776838e-08,3.714422e-08,3.741295e-08,-2.285382e-12,3.776838e-08,3.714422e-08
5.400000e-10,-1.310904e-09,-1.666138e-17,-7.892230e-18,2.630743e-17,3.386542e-08,3.095598e-08,3.603925e-08,3.386556e-08,3.737150e-08,-2.260272e-12,3.603925e-08,3.386556e-08
5.402500e-10,-2.126764e-09,1.403063e-17,8.769145e-19,-2.104595e-17,2.829046e-08,2.438149e-08,3.168491e-08,2.829067e-08,3.443539e-08,-2.050532e-12,3.168491e-08,2.829067e-08
5.405000e-10,-2.696002e-09,-8.769145e-18,8.769145e-18,3.507658e-18,2.110722e-08,1.662355e-08,2.532001e-08,2.110747e-08,2.912268e-08,-1.691784e-12,2.532001e-08,2.110747e-08
5.407500e-10,-3.005753e-09,8.769145e-19,-3.507658e-18,-1.403063e-17,1.307450e-08,8.448267e-09,1.767257e-08,1.307476e-08,2.210655e-08,-1.228496e-12,1.767257e-08,1.307476e-08
5.410000e-10,-3.063897e-09,-1.578446e-17,0.000000e+00,1.490755e-17,4.948731e-09,5.811365e-10,9.509017e-09,4.948981e-09,1.414081e-08,-7.094247e-13,9.509017e-09,4.948981e-09
5.412500e-10,-2.896068e-09,4.384572e-18,8.769145e-19,-2.630743e-18,-2.581323e-09,-6.351588e-09,1.563743e-09,-2.581100e-09,5.986138e-09,-1.831452e-13,1.563743e-09,-2.581100e-09
5.415000e-10,-2.541686e-09,1.753829e-18,-1.227680e-17,-1.227680e-17,-8.947276e-09,-1.186688e-08,-5.521261e-09,-8.947097e-09,-1.656614e-09,3.059618e-13,-5.521261e-09,-8.947097e-09
5.417500e-10,-2.049392e-09,-1.666138e-17,3.507658e-18,-8.769145e-18,-1.373786e-08,-1.565193e-08,-1.124244e-08,-1.373774e-08,-8.200952e-09,7.209854e-13,-1.124244e-08,-1.373774e-08
5.420000e-10,-1.472334e-09,2.016903e-17,-7.892230e-18,2.630743e-18,-1.671824e-08,-1.757351e-08,-1.526393e-08,-1.671818e-08,-1.321369e-08,1.034814e-12,-1.526393e-08,-1.671818e-08
5.422500e-10,-8.636365e-10,-1.578446e-17,1.753829e-17,1.753829e-18,-1.783200e-08,-1.767090e-08,-1.742921e-08,-1.783200e-08,-1.643657e-08,1.231426e-12,-1.742921e-08,-1.783200e-08
5.425000e-10,-2.724060e-10,7.892230e-18,-3.507658e-18,-9.646059e-18,-1.718754e-08,-1.613461e-08,-1.775607e-08,-1.718759e-08,-1.779040e-08,1.306124e-12,-1.775607e-08,-1.718759e-08
5.427500e-10,2.594975e-10,3.507658e-18,4.384572e-18,2.016903e-17,-1.503159e-08,-1.327419e-08,-1.641695e-08,-1.503168e-08,-1.736341e-08,1.264812e-12,-1.641695e-08,-1.503168e-08
5.430000e-10,6.997658e-10,1.666138e-17,2.630743e-18,-8.769145e-19,-1.171359e-08,-9.479265e-09,-1.370803e-08,-1.171371e-08,-1.538617e-08,1.122461e-12,-1.370803e-08,-1.171371e-08
5.432500e-10,1.026951e-09,-2.455361e-17,-8.769145e-18,8.769145e-19,-7.644948e-09,-5.177671e-09,-1.001086e-08,-7.645084e-09,-1.219701e-08,9.009635e-13,-1.001086e-08,-7.645084e-09
5.435000e-10,1.230792e-09,2.981509e-17,3.244584e-17,5.261487e-18,-3.257226e-09,-7.947662e-10,-5.750670e-09,-3.257365e-09,-8.201650e-09,6.266345e-13,-5.750670e-09,-3.257365e-09
5.437500e-10,1.311651e-09,-1.578446e-17,-5.261487e-18,-1.052297e-17,1.036958e-09,3.282743e-09,-1.355315e-09,1.036827e-09,-3.831330e-09,3.275800e-13,-1.355315e-09,1.036827e-09
5.440000e-10,1.279199e-09,2.279978e-17,4.384572e-18,2.104595e-17,4.877251e-09,6.735795e-09,2.781658e-09,4.877140e-09,4.968253e-10,3.117278e-14,2.781658e-09,4.877140e-09
5.442500e-10,1.150547e-09,-1.403063e-17,0.000000e+00,-3.507658e-18,7.980839e-09,9.333035e-09,6.331047e-09,7.980755e-09,4.414045e-09,-2.381456e-13,6.331047e-09,7.980755e-09
5.445000e-10,9.480259e-10,2.893818e-17,1.403063e-17,5.261487e-18,1.015833e-08,1.094118e-08,9.049295e-09,1.015828e-08,7.626319e-09,-4.606225e-13,9.049295e-09,1.015828e-08
5.447500e-10,6.968299e-10,-2.104595e-17,0.000000e+00,-1.753829e-18,1.131989e-08,1.152583e-08,1.079012e-08,1.131987e-08,9.931542e-09,-6.223740e-13,1.079012e-08,1.131987e-08
5.450000e-10,4.227208e-10,3.507658e-18,-9.646059e-18,1.052297e-17,1.147213e-08,1.114364e-08,1.150652e-08,1.147214e-08,1.122691e-08,-7.159717e-13,1.150652e-08,1.147214e-08
5.452500e-10,1.499661e-10,1.315372e-17,1.753829e-18,-1.753829e-18,1.070707e-08,9.927568e-09,1.124403e-08,1.070711e-08,1.150696e-08,-7.404156e-13,1.124403e-08,1.070711e-08
5.455000e-10,-1.003586e-10,5.261487e-18,1.753829e-18,0.000000e+00,9.184883e-09,8.067106e-09,1.012670e-08,9.184941e-09,1.085346e-08,-7.005859e-13,1.012670e-08,9.184941e-09
5.457500e-10,-3.116107e-10,-1.753829e-17,1.139989e-17,-3.507658e-18,7.112727e-09,5.785826e-09,8.337909e-09,7.112799e-09,9.418856e-09,-6.062516e-13,8.337909e-09,7.112799e-09
5.460000e-10,-4.723262e-10,1.490755e-17,-1.666138e-17,1.753829e-18,4.721799e-09,3.318469e-09,6.098104e-09,4.721877e-09,7.405466e-09,-4.707704e-13,6.098104e-09,4.721877e-09
5.462500e-10,-5.764671e-10,-4.384572e-18,2.630743e-18,-1.753829e-18,2.244877e-09,8.895968e-10,3.641833e-09,2.244955e-09,5.042666e-09,-3.096175e-13,3.641833e-09,2.244955e-09
5.465000e-10,-6.232129e-10,-1.753829e-18,-3.507658e-18,-1.753829e-18,-1.037922e-10,-1.304510e-09,1.196089e-09,-1.037220e-10,2.564233e-09,-1.388704e-13,1.196089e-09,-1.037220e-10
5.467500e-10,-6.163666e-10,-2.718435e-17,-1.315372e-17,8.769145e-19,-2.144778e-09,-3.109484e-09,-1.038292e-09,-2.144720e-09,1.878394e-10,2.618708e-14,-1.038292e-09,-2.144720e-09
5.470000e-10,-5.634698e-10,3.507658e-17,-9.646059e-18,0.000000e+00,-3.744911e-09,-4.421370e-09,-2.900898e-09,-3.744868e-09,-1.901795e-09,1.722782e-13,-2.900898e-09,-3.744868e-09
5.472500e-10,-4.747298e-10,-2.016903e-17,1.666138e-17,-3.507658e-18,-4.823458e-09,-5.189796e-09,-4.280921e-09,-4.823432e-09,-3.565016e-09,2.890402e-13,-4.280921e-09,-4.823432e-09
5.475000e-10,-3.618704e-10,1.753829e-18,-6.138401e-18,1.753829e-18,-5.353063e-09,-5.416166e-09,-5.121023e-09,-5.353055e-09,-4.714107e-09,3.696128e-13,-5.121023e-09,-5.353055e-09
5.477500e-10,-2.370034e-10,2.630743e-18,8.769145e-19,-1.227680e-17,-5.355970e-09,-5.147574e-09,-5.416135e-09,-5.355978e-09,-5.314886e-09,4.108602e-13,-5.416135e-09,-5.355978e-09
5.480000e-10,-1.116120e-10,-1.052297e-17,-1.753829e-18,5.261487e-18,-4.896377e-09,-4.467453e-09,-5.207877e-09,-4.896398e-09,-5.383501e-09,4.132740e-13,-5.207877e-09,-4.896398e-09
5.482500e-10,4.289287e-12,3.507658e-18,-1.052297e-17,2.630743e-18,-4.070041e-09,-3.484160e-09,-4.575569e-09,-4.070071e-09,-4.979233e-09,3.805636e-13,-4.575569e-09,-4.070071e-09
5.485000e-10,1.027697e-10,3.507658e-18,1.841520e-17,-8.769145e-19,-2.992339e-09,-2.318717e-09,-3.625015e-09,-2.992375e-09,-4.194388e-09,3.190327e-13,-3.625015e-09,-2.992375e-09
5.487500e-10,1.783517e-10,1.753829e-18,-1.753829e-18,-1.227680e-17,-1.786020e-09,-1.092879e-09,-2.476281e-09,-1.786059e-09,-3.142487e-09,2.367812e-13,-2.476281e-09,-1.786059e-09
5.490000e-10,2.281360e-10,4.384572e-18,1.315372e-17,7.015316e-18,-5.697422e-10,8.145978e-11,-1.251662e-09,-5.697797e-10,-1.945997e-09,1.428548e-13,-1.251662e-09,-5.697797e-10
5.492500e-10,2.516996e-10,-1.753829e-18,-1.403063e-17,8.769145e-19,5.516777e-10,1.110741e-09,-6.486961e-11,5.516447e-10,-7.247026e-10,4.637957e-14,-6.486958e-11,5.516447e-10
5.495000e-10,2.508074e-10,3.507658e-18,7.892230e-18,1.227680e-17,1.494655e-09,1.925614e-09,9.877639e-10,1.494629e-09,4.143035e-10,-4.421677e-14,9.877639e-10,1.494629e-09
5.497500e-10,2.289794e-10,1.753829e-18,1.841520e-17,-1.753829e-18,2.201486e-09,2.483978e-09,1.833506e-09,2.201468e-09,1.384351e-09,-1.218447e-13,1.833506e-09,2.201468e-09
5.500000e-10,1.909716e-10,8.769145e-19,-1.753829e-18,1.753829e-18,2.642163e-09,2.771265e-09,2.426637e-09,2.642154e-09,2.124204e-09,-1.812211e-13,2.426637e-09,2.642154e-09
5.502500e-10,1.422200e-10,1.753829e-18,8.769145e-19,1.403063e-17,2.813544e-09,2.798261e-09,2.749083e-09,2.813543e-09,2.600245e-09,-2.191368e-13,2.749083e-09,2.813543e-09
5.505000e-10,8.830135e-11,-8.769145e-18,5.261487e-18,-1.753829e-18,2.736243e-09,2.596956e-09,2.808530e-09,2.736249e-09,2.805968e-09,-2.345279e-13,2.808530e-09,2.736249e-09
5.507500e-10,3.445157e-11,2.630743e-17,-1.227680e-17,-8.769145e-19,2.449809e-09,2.215025e-09,2.634500e-09,2.449821e-09,2.759139e-09,-2.283482e-13,2.634500e-09,2.449821e-09
5.510000e-10,-1.482520e-11,-5.261487e-18,1.753829e-17,3.507658e-18,2.006814e-09,1.709600e-09,2.272972e-09,2.006830e-09,2.497161e-09,-2.032925e-13,2.272972e-09,2.006830e-09
5.512500e-10,-5.603569e-11,1.753829e-18,-3.507658e-18,1.753829e-18,1.466518e-09,1.140968e-09,1.780207e-09,1.466536e-09,2.071265e-09,-1.633964e-13,1.780207e-09,1.466536e-09
5.515000e-10,-8.685421e-11,1.753829e-18,-2.630743e-18,1.139989e-17,8.887270e-10,5.667880e-10,1.216426e-09,8.887452e-10,1.540199e-09,-1.135519e-13,1.216426e-09,8.887452e-10
5.517500e-10,-1.061621e-10,0.000000e+00,-8.769145e-19,1.753829e-18,3.283839e-10,3.727097e-11,6.399265e-10,3.284008e-10,9.640259e-10,-5.902248e-14,6.399265e-10,3.284008e-10
5.520000e-10,-1.139782e-10,-1.753829e-18,-1.052297e-17,-1.578446e-17,-1.687252e-10,-4.083494e-10,1.021186e-10,-1.687108e-10,3.985904e-10,-4.942180e-15,1.021186e-10,-1.687108e-10
5.522500e-10,-1.113024e-10,1.753829e-18,1.490755e-17,1.929212e-17,-5.688775e-10,-7.438953e-10,-3.561872e-10,-5.688666e-10,-1.089341e-10,4.409970e-14,-3.561873e-10,-5.688666e-10
5.525000e-10,-9.989598e-11,1.139989e-17,-1.929212e-17,-3.507658e-18,-8.518491e-10,-9.568596e-10,-7.070494e-10,-8.518421e-10,-5.231423e-10,8.440050e-14,-7.070494e-10,-8.518421e-10
5.527500e-10,-8.202474e-11,-1.666138e-17,3.507658e-18,8.769145e-19,-1.010925e-09,-1.047682e-09,-9.361968e-10,-1.010921e-09,-8.220237e-10,1.133739e-13,-9.361968e-10,-1.010921e-09
5.530000e-10,-6.019278e-11,4.384572e-18,0.000000e+00,-1.139989e-17,-1.051659e-09,-1.027920e-09,-1.042468e-09,-1.051659e-09,-9.971510e-10,1.296538e-13,-1.042468e-09,-1.051659e-09
5.532500e-10,-3.689133e-11,-3.507658e-18,-8.769145e-19,4.384572e-18,-9.896610e-10,-9.176225e-10,-1.036108e-09,-9.896644e-10,-1.052590e-09,1.331009e-13,-1.036108e-09,-9.896644e-10
5.535000e-10,-1.438070e-11,1.753829e-18,3.507658e-18,-1.753829e-18,-8.477252e-10,-7.422491e-10,-9.362310e-10,-8.477306e-10,-1.002793e-09,1.246914e-13,-9.362310e-10,-8.477306e-10
5.537500e-10,5.477317e-12,0.000000e+00,-4.384572e-18,1.753829e-18,-6.526658e-10,-5.294863e-10,-7.677728e-10,-6.526725e-10,-8.697962e-10,1.063272e-13,-7.677728e-10,-6.526725e-10
5.540000e-10,2.133033e-11,1.753829e-18,1.753829e-18,-1.315372e-17,-4.321869e-10,-3.062718e-10,-5.583063e-10,-4.321940e-10,-6.800711e-10,8.057320e-14,-5.583063e-10,-4.321940e-10
5.542500e-10,3.238612e-11,1.753829e-18,0.000000e+00,4.384572e-18,-2.120826e-10,-9.628605e-11,-3.350206e-10,-2.120893e-10,-4.613745e-10,5.038356e-14,-3.350205e-10,-2.120893e-10
5.545000e-10,3.840621e-11,1.227680e-17,1.052297e-17,-3.507658e-18,-1.399412e-11,8.190542e-11,-1.221401e-10,-1.399985e-11,-2.398895e-10,1.880379e-14,-1.221401e-10,-1.399984e-11
5.547500e-10,3.965063e-11,-1.227680e-17,0.000000e+00,1.753829e-18,1.461293e-10,2.159605e-10,6.102497e-11,1.461250e-10,-3.790087e-11,-1.129554e-14,6.102498e-11,1.461250e-10
5.550000e-10,3.678462e-11,5.261487e-18,-1.052297e-17,0.000000e+00,2.588035e-10,3.001043e-10,2.012875e-10,2.588008e-10,1.278411e-10,-3.745367e-14,2.012875e-10,2.588008e-10
5.552500e-10,3.076041e-11,-1.052297e-17,1.841520e-17,0.000000e+00,3.210355e-10,3.347693e-10,2.920247e-10,3.210343e-10,2.469942e-10,-5.778647e-14,2.920247e-10,3.210343e-10
5.555000e-10,2.268848e-11,3.507658e-18,8.769145e-19,0.000000e+00,3.356923e-10,3.256530e-10,3.329039e-10,3.356925e-10,3.157436e-10,-7.110001e-14,3.329039e-10,3.356925e-10
5.557500e-10,1.371012e-11,-1.227680e-17,-1.227680e-17,0.000000e+00,3.103550e-10,2.823581e-10,3.290075e-10,3.103563e-10,3.362492e-10,-7.691340e-14,3.290075e-10,3.103563e-10
5.560000e-10,4.884830e-12,1.929212e-17,7.015316e-18,0.000000e+00,2.558360e-10,2.168036e-10,2.895173e-10,2.558380e-10,3.155575e-10,-7.545137e-14,2.895173e-10,2.558380e-10
5.562500e-10,-2.901324e-12,-8.769145e-19,1.753829e-18,0.000000e+00,1.845486e-10,1.415938e-10,2.261440e-10,1.845510e-10,2.641512e-10,-6.754138e-14,2.261440e-10,1.845510e-10
5.565000e-10,-8.998090e-12,1.753829e-18,1.139989e-17,1.227680e-17,1.089142e-10,6.851843e-11,1.514922e-10,1.089165e-10,1.943280e-10,-5.448686e-14,1.514922e-10,1.089165e-10
5.567500e-10,-1.302370e-11,8.769145e-19,0.000000e+00,-1.403063e-17,3.996407e-11,7.322420e-12,7.753394e-11,3.996604e-11,1.185930e-10,-3.792019e-14,7.753393e-11,3.996604e-11
5.570000e-10,-1.486712e-11,-8.769145e-18,0.000000e+00,1.578446e-17,-1.373897e-11,-3.515584e-11,1.433746e-11,-1.373758e-11,4.822711e-11,-1.961680e-14,1.433745e-11,-1.373758e-11
5.572500e-10,-1.466359e-11,2.104595e-17,-1.139989e-17,-1.227680e-17,-4.678477e-11,-5.542918e-11,-3.084644e-11,-4.678408e-11,-7.837932e-12,-1.337075e-15,-3.084644e-11,-4.678408e-11
5.575000e-10,-1.274969e-11,7.015316e-18,6.138401e-18,1.929212e-17,-5.717526e-11,-5.338657e-11,-5.408453e-11,-5.717528e-11,-4.375798e-11,1.532474e-14,-5.408453e-11,-5.717528e-11
5.577500e-10,-9.602966e-12,-1.753829e-18,1.753829e-18,-5.261487e-18,-4.617741e-11,-3.193933e-11,-5.483916e-11,-4.617806e-11,-5.709100e-11,2.907125e-14,-5.483916e-11,-4.617806e-11
5.580000e-10,-5.775273e-12,1.753829e-18,1.753829e-18,3.507658e-18,-1.782668e-11,3.635577e-12,-3.566011e-11,-1.782779e-11,-4.870050e-11,3.897852e-14,-3.566011e-11,-1.782779e-11
5.582500e-10,-1.825982e-12,1.753829e-18,1.052297e-17,1.753829e-18,2.183140e-11,4.655569e-11,-1.562009e-12,2.183003e-11,-2.229999e-11,4.453980e-14,-1.562007e-12,2.183004e-11
5.585000e-10,1.737895e-12,1.227680e-17,-1.753829e-17,-1.139989e-17,6.565537e-11,8.948554e-11,4.081547e-11,6.565399e-11,1.627703e-11,4.567979e-14,4.081547e-11,6.565399e-11
5.587500e-10,4.510140e-12,-1.403063e-17,1.578446e-17,1.578446e-17,1.063656e-10,1.254709e-10,8.415447e-11,1.063644e-10,5.997734e-11,4.270475e-14,8.415447e-11,1.063644e-10
5.590000e-10,6.218176e-12,1.753829e-18,-1.753829e-17,-1.403063e-17,1.374387e-10,1.487561e-10,1.214016e-10,1.374379e-10,1.014863e-10,3.625800e-14,1.214016e-10,1.374379e-10
5.592500e-10,6.738840e-12,1.227680e-17,3.507658e-18,1.578446e-17,1.538482e-10,1.554064e-10,1.466052e-10,1.538480e-10,1.341361e-10,2.722260e-14,1.466052e-10,1.538479e-10
5.595000e-10,6.097583e-12,-1.666138e-17,1.753829e-18,-1.227680e-17,1.525843e-10,1.436834e-10,1.555669e-10,1.525846e-10,1.526710e-10,1.662564e-14,1.555669e-10,1.525846e-10
5.597500e-10,4.452882e-12,4.384572e-18,-1.315372e-17,1.403063e-17,1.329129e-10,1.141518e-10,1.462506e-10,1.329138e-10,1.537981e-10,5.536728e-15,1.462506e-10,1.329138e-10
5.600000e-10,2.066863e-12,-1.753829e-18,1.490755e-17,-1.578446e-17,9.636711e-11,6.952549e-11,1.189250e-10,9.636849e-11,1.364822e-10,-5.032393e-15,1.189250e-10,9.636849e-11
5.602500e-10,-7.296490e-13,0.000000e+00,-3.507658e-18,3.507658e-18,4.648794e-11,1.428570e-11,7.604149e-11,4.648967e-11,1.019709e-10,-1.420656e-14,7.604149e-11,4.648967e-11
5.605000e-10,-3.579031e-12,2.630743e-18,0.000000e+00,8.769145e-19,-1.163973e-11,-4.587319e-11,2.187975e-11,-1.163783e-11,5.356636e-11,-2.130990e-14,2.187975e-11,-1.163782e-11
5.607500e-10,-6.135925e-12,1.753829e-18,0.000000e+00,0.000000e+00,-7.199592e-11,-1.047023e-10,-3.798787e-11,-7.199405e-11,-3.815315e-12,-2.590997e-14,-3.798787e-11,-7.199404e-11
5.610000e-10,-8.103330e-12,1.753829e-18,0.000000e+00,-3.507658e-18,-1.283063e-10,-1.560867e-10,-9.734558e-11,-1.283047e-10,-6.423812e-11,-2.783063e-14,-9.734558e-11,-1.283047e-10
5.612500e-10,-9.260918e-12,1.753829e-18,3.507658e-18,1.753829e-18,-1.747207e-10,-1.946910e-10,-1.500229e-10,-1.747194e-10,-1.214217e-10,-2.714379e-14,-1.500229e-10,-1.747194e-10
5.615000e-10,-9.483772e-12,-1.052297e-17,1.753829e-18,0.000000e+00,-2.064190e-10,-2.164980e-10,-1.905496e-10,-2.064183e-10,-1.694240e-10,-2.414343e-14,-1.905496e-10,-2.064183e-10
5.617500e-10,-8.750034e-12,1.578446e-17,1.490755e-17,0.000000e+00,-2.200878e-10,-2.191925e-10,-2.147118e-10,-2.200877e-10,-2.032609e-10,-1.929541e-14,-2.147118e-10,-2.200877e-10
5.620000e-10,-7.138228e-12,-1.753829e-18,-1.227680e-17,0.000000e+00,-2.142250e-10,-2.023575e-10,-2.199575e-10,-2.142255e-10,-2.194016e-10,-1.318726e-14,-2.199575e-10,-2.142255e-10
