time,"I(RX1)","I(RX2)","I(RIN)","I(LQ2|XI0)","I(LQ2|XI1)","I(LQ2|XI2)","I(LQ2|XI3)","I(LQ2|XI4)","I(LQ2|XI8)","I(LOUT)"
7.414000e-10,7.813297e-04,2.171824e-04,-5.000250e-06,-3.018202e-06,-1.559528e-05,-6.363420e-05,-6.923394e-06,6.930658e-07,6.130298e-07,-4.484152e-06
7.416000e-10,7.826799e-04,2.122673e-04,-4.999237e-06,-3.024411e-06,-1.560041e-05,-6.358804e-05,-6.934876e-06,7.121040e-07,6.140320e-07,-4.522032e-06
7.418000e-10,7.839992e-04,2.073440e-04,-4.998385e-06,-3.054707e-06,-1.579590e-05,-6.360031e-05,-6.952769e-06,7.511622e-07,6.163899e-07,-4.610673e-06
7.420000e-10,7.852875e-04,2.024126e-04,-4.997743e-06,-3.104226e-06,-1.614013e-05,-6.367121e-05,-6.979124e-06,8.048578e-07,6.201478e-07,-4.736324e-06
7.422000e-10,7.865449e-04,1.974735e-04,-4.997353e-06,-3.166938e-06,-1.658330e-05,-6.379579e-05,-7.015218e-06,8.668432e-07,6.252047e-07,-4.883295e-06
7.424000e-10,7.877713e-04,1.925269e-04,-4.997237e-06,-3.236022e-06,-1.707052e-05,-6.396390e-05,-7.061384e-06,9.302602e-07,6.313475e-07,-5.034927e-06
7.426000e-10,7.889665e-04,1.875732e-04,-4.997399e-06,-3.304328e-06,-1.754531e-05,-6.416066e-05,-7.116927e-06,9.882565e-07,6.382910e-07,-5.174629e-06
7.428000e-10,7.901307e-04,1.826127e-04,-4.997825e-06,-3.364864e-06,-1.795318e-05,-6.436760e-05,-7.180172e-06,1.034508e-06,6.457145e-07,-5.286914e-06
7.430000e-10,7.912636e-04,1.776455e-04,-4.998481e-06,-3.411273e-06,-1.824516e-05,-6.456423e-05,-7.248609e-06,1.063692e-06,6.532890e-07,-5.358373e-06
7.432000e-10,7.923653e-04,1.726718e-04,-4.999318e-06,-3.438274e-06,-1.838096e-05,-6.473006e-05,-7.319138e-06,1.071867e-06,6.606909e-07,-5.378527e-06
7.434000e-10,7.934358e-04,1.676916e-04,-5.000275e-06,-3.442019e-06,-1.833169e-05,-6.484660e-05,-7.388383e-06,1.056733e-06,6.676071e-07,-5.340560e-06
7.436000e-10,7.944749e-04,1.627047e-04,-5.001283e-06,-3.420357e-06,-1.808194e-05,-6.489945e-05,-7.453047e-06,1.017750e-06,6.737372e-07,-5.241866e-06
7.438000e-10,7.954827e-04,1.577113e-04,-5.002268e-06,-3.372986e-06,-1.763124e-05,-6.487982e-05,-7.510262e-06,9.561355e-07,6.788002e-07,-5.084385e-06
7.440000e-10,7.964590e-04,1.527111e-04,-5.003157e-06,-3.301491e-06,-1.699452e-05,-6.478558e-05,-7.557909e-06,8.747478e-07,6.825521e-07,-4.874682e-06
7.442000e-10,7.974039e-04,1.477043e-04,-5.003885e-06,-3.209266e-06,-1.620178e-05,-6.462157e-05,-7.594864e-06,7.778762e-07,6.848151e-07,-4.623679e-06
7.444000e-10,7.983173e-04,1.426910e-04,-5.004391e-06,-3.101327e-06,-1.529637e-05,-6.439918e-05,-7.621145e-06,6.709623e-07,6.855160e-07,-4.346024e-06
7.446000e-10,7.991991e-04,1.376715e-04,-5.004633e-06,-2.984018e-06,-1.433223e-05,-6.413523e-05,-7.637939e-06,5.602595e-07,6.847247e-07,-4.059056e-06
7.448000e-10,8.000495e-04,1.326460e-04,-5.004581e-06,-2.864605e-06,-1.336982e-05,-6.385037e-05,-7.647504e-06,4.524380e-07,6.826830e-07,-3.781414e-06
7.450000e-10,8.008682e-04,1.276151e-04,-5.004228e-06,-2.750785e-06,-1.247110e-05,-6.356718e-05,-7.652961e-06,3.541372e-07,6.798127e-07,-3.531393e-06
7.452000e-10,8.016553e-04,1.225791e-04,-5.003591e-06,-2.650105e-06,-1.169396e-05,-6.330812e-05,-7.657988e-06,2.714749e-07,6.766959e-07,-3.325201e-06
7.454000e-10,8.024107e-04,1.175383e-04,-5.002709e-06,-2.569328e-06,-1.108664e-05,-6.309361e-05,-7.666456e-06,2.095321e-07,6.740242e-07,-3.175335e-06
7.456000e-10,8.031345e-04,1.124931e-04,-5.001647e-06,-2.513801e-06,-1.068281e-05,-6.294029e-05,-7.682050e-06,1.718513e-07,6.725226e-07,-3.089256e-06
7.458000e-10,8.038265e-04,1.074437e-04,-5.000493e-06,-2.486870e-06,-1.049792e-05,-6.285966e-05,-7.707911e-06,1.600024e-07,6.728581e-07,-3.068561e-06
7.460000e-10,8.044869e-04,1.023902e-04,-4.999349e-06,-2.489429e-06,-1.052729e-05,-6.285709e-05,-7.746343e-06,1.732804e-07,6.755462e-07,-3.108758e-06
7.462000e-10,8.051154e-04,9.733278e-05,-4.998322e-06,-2.519667e-06,-1.074631e-05,-6.293126e-05,-7.798604e-06,2.086021e-07,6.808737e-07,-3.199682e-06
7.464000e-10,8.057122e-04,9.227152e-05,-4.997515e-06,-2.573083e-06,-1.111271e-05,-6.307418e-05,-7.864812e-06,2.606511e-07,6.888491e-07,-3.326537e-06
7.466000e-10,8.062772e-04,8.720669e-05,-4.997016e-06,-2.642792e-06,-1.157079e-05,-6.327163e-05,-7.943955e-06,3.222952e-07,6.991919e-07,-3.471417e-06
7.468000e-10,8.068104e-04,8.213859e-05,-4.996880e-06,-2.720139e-06,-1.205711e-05,-6.350429e-05,-8.034000e-06,3.852569e-07,7.113614e-07,-3.615163e-06
7.470000e-10,8.073118e-04,7.706759e-05,-4.997130e-06,-2.795558e-06,-1.250697e-05,-6.374923e-05,-8.132088e-06,4.409776e-07,7.246215e-07,-3.739309e-06
7.472000e-10,8.077812e-04,7.199401e-05,-4.997741e-06,-2.859591e-06,-1.286099e-05,-6.398201e-05,-8.234789e-06,4.815737e-07,7.381302e-07,-3.827932e-06
7.474000e-10,8.082188e-04,6.691807e-05,-4.998650e-06,-2.903951e-06,-1.307116e-05,-6.417894e-05,-8.338383e-06,5.007638e-07,7.510395e-07,-3.869195e-06
7.476000e-10,8.086244e-04,6.183983e-05,-4.999756e-06,-2.922489e-06,-1.310554e-05,-6.431950e-05,-8.439169e-06,4.946393e-07,7.625913e-07,-3.856472e-06
7.478000e-10,8.089982e-04,5.675926e-05,-5.000935e-06,-2.911944e-06,-1.295144e-05,-6.438855e-05,-8.533749e-06,4.621687e-07,7.721953e-07,-3.788963e-06
7.480000e-10,8.093400e-04,5.167622e-05,-5.002052e-06,-2.872357e-06,-1.261671e-05,-6.437797e-05,-8.619303e-06,4.053622e-07,7.794818e-07,-3.671746e-06
7.482000e-10,8.096498e-04,4.659066e-05,-5.002977e-06,-2.807102e-06,-1.212884e-05,-6.428774e-05,-8.693813e-06,3.290648e-07,7.843239e-07,-3.515259e-06
7.484000e-10,8.099277e-04,4.150263e-05,-5.003603e-06,-2.722523e-06,-1.153216e-05,-6.412603e-05,-8.756248e-06,2.404005e-07,7.868334e-07,-3.334206e-06
7.486000e-10,8.101736e-04,3.641239e-05,-5.003857e-06,-2.627197e-06,-1.088295e-05,-6.390847e-05,-8.806677e-06,1.479303e-07,7.873345e-07,-3.145951e-06
7.488000e-10,8.103875e-04,3.132032e-05,-5.003711e-06,-2.530924e-06,-1.024316e-05,-6.365658e-05,-8.846320e-06,6.063006e-08,7.863228e-07,-2.968554e-06
7.490000e-10,8.105694e-04,2.622689e-05,-5.003185e-06,-2.443572e-06,-9.673141e-06,-6.339561e-05,-8.877511e-06,-1.318971e-08,7.844187e-07,-2.818640e-06
7.492000e-10,8.107193e-04,2.113254e-05,-5.002342e-06,-2.373889e-06,-9.224456e-06,-6.315194e-05,-8.903588e-06,-6.688757e-08,7.823180e-07,-2.709402e-06
7.494000e-10,8.108372e-04,1.603761e-05,-5.001286e-06,-2.328457e-06,-8.933617e-06,-6.295044e-05,-8.928683e-06,-9.629689e-08,7.807463e-07,-2.648991e-06
7.496000e-10,8.109231e-04,1.094229e-05,-5.000145e-06,-2.310906e-06,-8.817666e-06,-6.281189e-05,-8.957448e-06,-1.002342e-07,7.804144e-07,-2.639553e-06
7.498000e-10,8.109770e-04,5.846680e-06,-4.999057e-06,-2.321475e-06,-8.872235e-06,-6.275084e-05,-8.994701e-06,-8.064594e-08,7.819756e-07,-2.677030e-06
7.500000e-10,8.109989e-04,7.508763e-07,-4.998155e-06,-2.357004e-06,-9.072393e-06,-6.277400e-05,-9.045037e-06,-4.237187e-08,7.859821e-07,-2.751794e-06
7.502000e-10,8.109888e-04,-4.344982e-06,-3.029114e-06,-2.186786e-06,-9.368370e-06,-6.287906e-05,-9.112394e-06,7.453628e-09,7.928415e-07,-2.849992e-06
7.504000e-10,8.109466e-04,-9.440644e-06,-1.025673e-06,-1.909646e-06,-9.706406e-06,-6.305504e-05,-9.199663e-06,6.029276e-08,8.027735e-07,-2.955446e-06
7.506000e-10,8.108724e-04,-1.453578e-05,9.671673e-07,-1.473386e-06,-1.002300e-05,-6.328273e-05,-9.308321e-06,1.072840e-07,8.157727e-07,-3.051794e-06
7.508000e-10,8.107663e-04,-1.963004e-05,2.959455e-06,-8.550005e-07,-1.025774e-05,-6.353660e-05,-9.438171e-06,1.403754e-07,8.315829e-07,-3.124614e-06
7.510000e-10,8.106281e-04,-2.472315e-05,4.953232e-06,-7.139472e-08,-1.036135e-05,-6.378739e-05,-9.587211e-06,1.533663e-07,8.496908e-07,-3.163205e-06
7.512000e-10,8.104579e-04,-2.981499e-05,4.981247e-06,6.025643e-07,-1.031001e-05,-6.400563e-05,-9.751667e-06,1.427205e-07,8.693445e-07,-3.161841e-06
7.514000e-10,8.102557e-04,-3.490556e-05,4.977683e-06,1.203963e-06,-1.009464e-05,-6.416480e-05,-9.926205e-06,1.080387e-07,8.896014e-07,-3.120331e-06
7.516000e-10,8.100215e-04,-3.999493e-05,4.987279e-06,1.617362e-06,-9.735226e-06,-6.424510e-05,-1.010434e-05,5.212001e-08,9.094049e-07,-3.043858e-06
7.518000e-10,8.097553e-04,-4.508316e-05,4.999142e-06,1.770125e-06,-9.273860e-06,-6.423608e-05,-1.027899e-05,-1.940359e-08,9.276845e-07,-2.942116e-06
7.520000e-10,8.094572e-04,-5.017014e-05,5.010046e-06,1.653775e-06,-8.768688e-06,-6.413832e-05,-1.044320e-05,-9.882164e-08,9.434694e-07,-2.827856e-06
7.522000e-10,8.091272e-04,-5.525560e-05,5.017600e-06,1.321514e-06,-8.285190e-06,-6.396365e-05,-1.059084e-05,-1.773932e-07,9.560039e-07,-2.715034e-06
7.524000e-10,8.087651e-04,-6.033913e-05,5.020341e-06,8.715254e-07,-7.885835e-06,-6.373389e-05,-1.071739e-05,-2.465510e-07,9.648479e-07,-2.616821e-06
7.526000e-10,8.083712e-04,-6.542028e-05,5.018032e-06,4.208926e-07,-7.619822e-06,-6.347826e-05,-1.082056e-05,-2.990955e-07,9.699499e-07,-2.543750e-06
7.528000e-10,8.079453e-04,-7.049863e-05,5.011627e-06,7.697975e-08,-7.514815e-06,-6.322968e-05,-1.090071e-05,-3.302113e-07,9.716808e-07,-2.502300e-06
7.530000e-10,8.074876e-04,-7.557393e-05,5.002964e-06,-8.680443e-08,-7.572266e-06,-6.302069e-05,-1.096108e-05,-3.381552e-07,9.708210e-07,-2.494119e-06
7.532000e-10,8.069980e-04,-8.064602e-05,4.994267e-06,-4.552362e-08,-7.767318e-06,-6.287919e-05,-1.100770e-05,-3.245111e-07,9.685010e-07,-2.516002e-06
7.534000e-10,8.064764e-04,-8.571481e-05,4.987599e-06,1.751760e-07,-8.053368e-06,-6.282488e-05,-1.104892e-05,-2.939671e-07,9.660991e-07,-2.560607e-06
7.536000e-10,8.059231e-04,-9.078018e-05,4.984390e-06,5.089677e-07,-8.370484e-06,-6.286651e-05,-1.109474e-05,-2.536375e-07,9.651076e-07,-2.617785e-06
7.538000e-10,8.053379e-04,-9.584191e-05,4.985147e-06,8.675875e-07,-8.656103e-06,-6.300055e-05,-1.115586e-05,-2.120255e-07,9.669809e-07,-2.676276e-06
7.540000e-10,8.047210e-04,-1.008997e-04,4.989399e-06,1.163398e-06,-8.855980e-06,-6.321138e-05,-1.124255e-05,-1.777757e-07,9.729830e-07,-2.725497e-06
7.542000e-10,8.040722e-04,-1.059533e-04,4.995877e-06,1.330197e-06,-8.933349e-06,-6.347306e-05,-1.136353e-05,-1.584048e-07,9.840503e-07,-2.757128e-06
7.544000e-10,8.033917e-04,-1.110025e-04,5.002869e-06,1.337501e-06,-8.874661e-06,-6.375270e-05,-1.152497e-05,-1.592030e-07,1.000686e-06,-2.766257e-06
7.546000e-10,8.026796e-04,-1.160472e-04,5.008659e-06,1.195379e-06,-8.690939e-06,-6.401485e-05,-1.172964e-05,-1.824768e-07,1.022900e-06,-2.751920e-06
7.548000e-10,8.019357e-04,-1.210873e-04,5.011928e-06,9.493288e-07,-8.414663e-06,-6.422659e-05,-1.197654e-05,-2.272504e-07,1.050195e-06,-2.717005e-06
7.550000e-10,8.011602e-04,-1.261229e-04,5.012048e-06,6.670635e-07,-8.092902e-06,-6.436228e-05,-1.226080e-05,-2.894737e-07,1.081609e-06,-2.667541e-06
7.552000e-10,8.003531e-04,-1.311538e-04,5.009183e-06,4.208561e-07,-7.778054e-06,-6.440744e-05,-1.257415e-05,-3.627006e-07,1.115809e-06,-2.611535e-06
7.554000e-10,7.995144e-04,-1.361800e-04,5.004204e-06,2.699066e-07,-7.518006e-06,-6.436087e-05,-1.290573e-05,-4.391298e-07,1.151221e-06,-2.557542e-06
7.556000e-10,7.986441e-04,-1.412009e-04,4.998434e-06,2.469199e-07,-7.347574e-06,-6.423479e-05,-1.324324e-05,-5.108375e-07,1.186189e-06,-2.513214e-06
7.558000e-10,7.977423e-04,-1.462164e-04,4.993309e-06,3.518178e-07,-7.282809e-06,-6.405284e-05,-1.357428e-05,-5.710031e-07,1.219147e-06,-2.484079e-06
7.560000e-10,7.968090e-04,-1.512260e-04,4.990028e-06,5.536444e-07,-7.319174e-06,-6.384640e-05,-1.388775e-05,-6.149286e-07,1.248777e-06,-2.472732e-06
7.562000e-10,7.958442e-04,-1.562295e-04,4.989282e-06,7.997247e-07,-7.433758e-06,-6.364978e-05,-1.417506e-05,-6.406902e-07,1.274150e-06,-2.478574e-06
7.564000e-10,7.948480e-04,-1.612267e-04,4.991117e-06,1.029473e-06,-7.590903e-06,-6.349512e-05,-1.443116e-05,-6.493234e-07,1.294826e-06,-2.498130e-06
7.566000e-10,7.938204e-04,-1.662176e-04,4.994961e-06,1.189307e-06,-7.749960e-06,-6.340779e-05,-1.465508e-05,-6.445214e-07,1.310897e-06,-2.525846e-06
7.568000e-10,7.927614e-04,-1.712019e-04,4.999795e-06,1.245060e-06,-7.873527e-06,-6.340285e-05,-1.485015e-05,-6.319122e-07,1.322988e-06,-2.555221e-06
7.570000e-10,7.916711e-04,-1.761794e-04,5.004418e-06,1.189107e-06,-7.934490e-06,-6.348308e-05,-1.502367e-05,-6.180491e-07,1.332189e-06,-2.580037e-06
7.572000e-10,7.905496e-04,-1.811498e-04,5.007740e-06,1.040798e-06,-7.920541e-06,-6.363889e-05,-1.518614e-05,-6.092968e-07,1.339953e-06,-2.595476e-06
7.574000e-10,7.893968e-04,-1.861129e-04,5.009038e-06,8.404789e-07,-7.835436e-06,-6.384996e-05,-1.535025e-05,-6.108077e-07,1.347950e-06,-2.598900e-06
7.576000e-10,7.882129e-04,-1.910686e-04,5.008105e-06,6.388498e-07,-7.696944e-06,-6.408847e-05,-1.552959e-05,-6.257639e-07,1.357907e-06,-2.590203e-06
7.578000e-10,7.869979e-04,-1.960165e-04,5.005273e-06,4.844361e-07,-7.532141e-06,-6.432346e-05,-1.573728e-05,-6.550076e-07,1.371443e-06,-2.571657e-06
7.580000e-10,7.857519e-04,-2.009567e-04,5.001303e-06,4.122237e-07,-7.371172e-06,-6.452560e-05,-1.598480e-05,-6.971060e-07,1.389923e-06,-2.547344e-06
7.582000e-10,7.844749e-04,-2.058890e-04,4.997189e-06,4.360814e-07,-7.240853e-06,-6.467167e-05,-1.628098e-05,-7.488226e-07,1.414343e-06,-2.522277e-06
7.584000e-10,7.831669e-04,-2.108132e-04,4.993907e-06,5.465529e-07,-7.159442e-06,-6.474803e-05,-1.663134e-05,-8.058859e-07,1.445256e-06,-2.501395e-06
7.586000e-10,7.818281e-04,-2.157290e-04,4.992188e-06,7.142552e-07,-7.133555e-06,-6.475251e-05,-1.703793e-05,-8.639018e-07,1.482754e-06,-2.488643e-06
7.588000e-10,7.804583e-04,-2.206364e-04,4.992358e-06,8.977876e-07,-7.157729e-06,-6.469439e-05,-1.749948e-05,-9.192298e-07,1.526497e-06,-2.486286e-06
7.590000e-10,7.790578e-04,-2.255350e-04,4.994285e-06,1.054058e-06,-7.216543e-06,-6.459263e-05,-1.801198e-05,-9.696582e-07,1.575790e-06,-2.494585e-06
7.592000e-10,7.776265e-04,-2.304246e-04,4.997431e-06,1.148473e-06,-7.288663e-06,-6.447265e-05,-1.856957e-05,-1.014757e-06,1.629693e-06,-2.511896e-06
7.594000e-10,7.761644e-04,-2.353051e-04,5.000999e-06,1.162613e-06,-7.351844e-06,-6.436232e-05,-1.916547e-05,-1.055857e-06,1.687155e-06,-2.535128e-06
7.596000e-10,7.746716e-04,-2.401763e-04,5.004134e-06,1.097726e-06,-7.387775e-06,-6.428769e-05,-1.979303e-05,-1.095668e-06,1.747149e-06,-2.560467e-06
7.598000e-10,7.731483e-04,-2.450381e-04,5.006128e-06,9.734398e-07,-7.385738e-06,-6.426937e-05,-2.044661e-05,-1.137640e-06,1.808797e-06,-2.584210e-06
7.600000e-10,7.715943e-04,-2.498903e-04,5.006573e-06,8.222428e-07,-7.344403e-06,-6.431970e-05,-2.112228e-05,-1.185195e-06,1.871465e-06,-2.603525e-06
7.602000e-10,7.700100e-04,-2.547327e-04,5.005444e-06,6.812427e-07,-7.271494e-06,-6.444143e-05,-2.181827e-05,-1.240997e-06,1.934826e-06,-2.616996e-06
7.604000e-10,7.683952e-04,-2.595650e-04,5.003086e-06,5.832661e-07,-7.181524e-06,-6.462767e-05,-2.253503e-05,-1.306415e-06,1.998876e-06,-2.624838e-06
7.606000e-10,7.667500e-04,-2.643871e-04,5.000112e-06,5.494147e-07,-7.092213e-06,-6.486332e-05,-2.327519e-05,-1.381281e-06,2.063920e-06,-2.628766e-06
7.608000e-10,7.650747e-04,-2.691987e-04,4.997248e-06,5.847364e-07,-7.020435e-06,-6.512755e-05,-2.404319e-05,-1.463990e-06,2.130513e-06,-2.631548e-06
7.610000e-10,7.633691e-04,-2.739995e-04,4.995158e-06,6.778625e-07,-6.978585e-06,-6.539701e-05,-2.484481e-05,-1.551912e-06,2.199387e-06,-2.636354e-06
7.612000e-10,7.616335e-04,-2.787894e-04,4.994290e-06,8.044884e-07,-6.972125e-06,-6.564936e-05,-2.568664e-05,-1.642036e-06,2.271369e-06,-2.646052e-06
7.614000e-10,7.598679e-04,-2.835682e-04,4.994787e-06,9.336905e-07,-6.998752e-06,-6.586650e-05,-2.657555e-05,-1.731694e-06,2.347299e-06,-2.662592e-06
7.616000e-10,7.580723e-04,-2.883357e-04,4.996466e-06,1.035462e-06,-7.049285e-06,-6.603700e-05,-2.751829e-05,-1.819214e-06,2.427963e-06,-2.686622e-06
7.618000e-10,7.562467e-04,-2.930917e-04,4.998877e-06,1.087652e-06,-7.109960e-06,-6.615758e-05,-2.852115e-05,-1.904364e-06,2.514049e-06,-2.717401e-06
7.620000e-10,7.543914e-04,-2.978360e-04,5.001425e-06,1.080730e-06,-7.165578e-06,-6.623325e-05,-2.958977e-05,-1.988499e-06,2.606127e-06,-2.753023e-06
7.622000e-10,7.525062e-04,-3.025684e-04,5.003509e-06,1.019372e-06,-7.202785e-06,-6.627623e-05,-3.072905e-05,-2.074361e-06,2.704646e-06,-2.790899e-06
7.624000e-10,7.505912e-04,-3.072887e-04,5.004670e-06,9.206775e-07,-7.212801e-06,-6.630396e-05,-3.194318e-05,-2.165586e-06,2.809958e-06,-2.828376e-06
7.626000e-10,7.486466e-04,-3.119968e-04,5.004682e-06,8.095869e-07,-7.193043e-06,-6.633644e-05,-3.323563e-05,-2.266021e-06,2.922333e-06,-2.863368e-06
7.628000e-10,7.466724e-04,-3.166926e-04,5.003598e-06,7.127111e-07,-7.147394e-06,-6.639338e-05,-3.460910e-05,-2.378971e-06,3.041989e-06,-2.894844e-06
7.630000e-10,7.446687e-04,-3.213758e-04,5.001723e-06,6.520804e-07,-7.085135e-06,-6.649155e-05,-3.606541e-05,-2.506559e-06,3.169092e-06,-2.923081e-06
7.632000e-10,7.426356e-04,-3.260463e-04,4.999529e-06,6.402610e-07,-7.018829e-06,-6.664266e-05,-3.760509e-05,-2.649299e-06,3.303751e-06,-2.949615e-06
7.634000e-10,7.405731e-04,-3.307041e-04,4.997540e-06,6.779004e-07,-6.961657e-06,-6.685206e-05,-3.922685e-05,-2.805975e-06,3.445972e-06,-2.976913e-06
7.636000e-10,7.384813e-04,-3.353489e-04,4.996208e-06,7.541448e-07,-6.924774e-06,-6.711819e-05,-4.092672e-05,-2.973843e-06,3.595592e-06,-3.007824e-06
7.638000e-10,7.363604e-04,-3.399807e-04,4.995810e-06,8.496880e-07,-6.915204e-06,-6.743300e-05,-4.269704e-05,-3.149090e-06,3.752186e-06,-3.044927e-06
7.640000e-10,7.342105e-04,-3.445993e-04,4.996397e-06,9.416185e-07,-6.934662e-06,-6.778309e-05,-4.452529e-05,-3.327444e-06,3.914946e-06,-3.089919e-06
7.642000e-10,7.320316e-04,-3.492047e-04,4.997790e-06,1.008858e-06,-6.979477e-06,-6.815139e-05,-4.639289e-05,-3.504790e-06,4.082555e-06,-3.143160e-06
7.644000e-10,7.298239e-04,-3.537969e-04,4.999635e-06,1.036917e-06,-7.041534e-06,-6.851924e-05,-4.827429e-05,-3.677649e-06,4.253067e-06,-3.203468e-06
7.646000e-10,7.275874e-04,-3.583757e-04,5.001488e-06,1.020908e-06,-7.110006e-06,-6.886839e-05,-5.013649e-05,-3.843418e-06,4.423812e-06,-3.268215e-06
7.648000e-10,7.253223e-04,-3.629411e-04,5.002927e-06,9.662162e-07,-7.173455e-06,-6.918293e-05,-5.193942e-05,-4.000324e-06,4.591360e-06,-3.333678e-06
7.650000e-10,7.230285e-04,-3.674929e-04,5.003643e-06,8.868022e-07,-7.221895e-06,-6.945059e-05,-5.363750e-05,-4.147126e-06,4.751571e-06,-3.395604e-06
7.652000e-10,7.207063e-04,-3.720311e-04,5.003507e-06,8.016272e-07,-7.248421e-06,-6.966358e-05,-5.518233e-05,-4.282664e-06,4.899752e-06,-3.449853e-06
7.654000e-10,7.183555e-04,-3.765552e-04,5.002586e-06,7.301256e-07,-7.250138e-06,-6.981872e-05,-5.652682e-05,-4.405396e-06,5.030951e-06,-3.493009e-06
7.656000e-10,7.159764e-04,-3.810650e-04,5.001123e-06,6.877956e-07,-7.228292e-06,-6.991696e-05,-5.763008e-05,-4.513095e-06,5.140379e-06,-3.522860e-06
7.658000e-10,7.135691e-04,-3.855599e-04,4.999471e-06,6.829037e-07,-7.187641e-06,-6.996259e-05,-5.846255e-05,-4.602822e-06,5.223930e-06,-3.538656e-06
7.660000e-10,7.111335e-04,-3.900395e-04,4.998008e-06,7.149898e-07,-7.135266e-06,-6.996207e-05,-5.901052e-05,-4.671229e-06,5.278754e-06,-3.541122e-06
7.662000e-10,7.086699e-04,-3.945034e-04,4.997047e-06,7.754177e-07,-7.079095e-06,-6.992307e-05,-5.927912e-05,-4.715185e-06,5.303783e-06,-3.532248e-06
7.664000e-10,7.061782e-04,-3.989511e-04,4.996775e-06,8.497344e-07,-7.026428e-06,-6.985348e-05,-5.929323e-05,-4.732597e-06,5.300135e-06,-3.514906e-06
7.666000e-10,7.036587e-04,-4.033823e-04,4.997214e-06,9.212096e-07,-6.982751e-06,-6.976086e-05,-5.909601e-05,-4.723243e-06,5.271289e-06,-3.492378e-06
7.668000e-10,7.011113e-04,-4.077966e-04,4.998226e-06,9.746932e-07,-6.951003e-06,-6.965216e-05,-5.874531e-05,-4.689431e-06,5.222978e-06,-3.467889e-06
7.670000e-10,6.985363e-04,-4.121939e-04,4.999553e-06,9.999055e-07,-6.931398e-06,-6.953380e-05,-5.830867e-05,-4.636286e-06,5.162775e-06,-3.444233e-06
7.672000e-10,6.959337e-04,-4.165739e-04,5.000880e-06,9.934528e-07,-6.921770e-06,-6.941186e-05,-5.785750e-05,-4.571566e-06,5.099410e-06,-3.423532e-06
7.674000e-10,6.933036e-04,-4.209366e-04,5.001913e-06,9.591889e-07,-6.918322e-06,-6.929243e-05,-5.746132e-05,-4.504975e-06,5.041899e-06,-3.407171e-06
7.676000e-10,6.906462e-04,-4.252818e-04,5.002437e-06,9.069338e-07,-6.916601e-06,-6.918189e-05,-5.718264e-05,-4.447072e-06,4.998609e-06,-3.395875e-06
7.678000e-10,6.879614e-04,-4.296096e-04,5.002368e-06,8.499331e-07,-6.912508e-06,-6.908696e-05,-5.707262e-05,-4.407939e-06,4.976401e-06,-3.389899e-06
7.680000e-10,6.852495e-04,-4.339200e-04,5.001754e-06,8.016978e-07,-6.903134e-06,-6.901458e-05,-5.716786e-05,-4.395838e-06,4.979957e-06,-3.389245e-06
7.682000e-10,6.825104e-04,-4.382132e-04,5.000767e-06,7.729678e-07,-6.887300e-06,-6.897146e-05,-5.748805e-05,-4.416083e-06,5.011392e-06,-3.393865e-06
7.684000e-10,6.797445e-04,-4.424893e-04,4.999650e-06,7.694714e-07,-6.865718e-06,-6.896343e-05,-5.803443e-05,-4.470312e-06,5.070164e-06,-3.403770e-06
7.686000e-10,6.769516e-04,-4.467484e-04,4.998660e-06,7.909334e-07,-6.840767e-06,-6.899462e-05,-5.878927e-05,-4.556273e-06,5.153267e-06,-3.419027e-06
7.688000e-10,6.741320e-04,-4.509906e-04,4.998014e-06,8.314805e-07,-6.815944e-06,-6.906656e-05,-5.971633e-05,-4.668129e-06,5.255643e-06,-3.439637e-06
7.690000e-10,6.712858e-04,-4.552159e-04,4.997837e-06,8.812705e-07,-6.795117e-06,-6.917735e-05,-6.076268e-05,-4.797220e-06,5.370713e-06,-3.465337e-06
7.692000e-10,6.684131e-04,-4.594243e-04,4.998145e-06,9.289116e-07,-6.781695e-06,-6.932117e-05,-6.186220e-05,-4.933146e-06,5.490969e-06,-3.495375e-06
7.694000e-10,6.655140e-04,-4.636154e-04,4.998842e-06,9.640852e-07,-6.777902e-06,-6.948810e-05,-6.294094e-05,-5.064990e-06,5.608557e-06,-3.528338e-06
7.696000e-10,6.625887e-04,-4.677892e-04,4.999754e-06,9.797808e-07,-6.784239e-06,-6.966443e-05,-6.392412e-05,-5.182539e-06,5.715841e-06,-3.562099e-06
7.698000e-10,6.596374e-04,-4.719451e-04,5.000668e-06,9.736697e-07,-6.799270e-06,-6.983362e-05,-6.474420e-05,-5.277345e-06,5.805940e-06,-3.593930e-06
7.700000e-10,6.566600e-04,-4.760827e-04,5.001381e-06,9.483673e-07,-6.819745e-06,-6.997772e-05,-6.534887e-05,-5.343532e-06,5.873256e-06,-3.620784e-06
7.702000e-10,6.536568e-04,-4.802016e-04,5.001747e-06,9.105917e-07,-6.841054e-06,-7.007930e-05,-6.570775e-05,-5.378302e-06,5.913975e-06,-3.639723e-06
7.704000e-10,6.506279e-04,-4.843012e-04,5.001702e-06,8.694726e-07,-6.857943e-06,-7.012352e-05,-6.581634e-05,-5.382092e-06,5.926520e-06,-3.648410e-06
7.706000e-10,6.475734e-04,-4.883812e-04,5.001277e-06,8.344313e-07,-6.865375e-06,-7.010013e-05,-6.569672e-05,-5.358422e-06,5.911880e-06,-3.645573e-06
