time,"I(RX1)","I(RX2)","I(RIN)","I(LQ1|XI0)","I(LQ1|XI1)","I(LQ1|XI2)","I(LQ1|XI3)","I(LQ1|XI4)","I(LQ1|XI12)"
0.000000e+00,1.016829e-21,2.620957e-22,1.958705e-12,8.812052e-05,-7.151472e-05,7.351784e-05,-7.302931e-05,6.983173e-05,4.313349e-05
2.000000e-13,-5.092643e-08,-3.953923e-22,-9.854533e-07,8.802579e-05,-7.152923e-05,7.352731e-05,-7.306957e-05,7.084767e-05,4.750279e-05
4.000000e-13,-7.663907e-08,1.569131e-10,-1.987207e-06,8.787994e-05,-7.154977e-05,7.354026e-05,-7.312892e-05,7.222803e-05,5.459511e-05
6.000000e-13,-8.380095e-08,5.543312e-10,-2.983998e-06,8.765967e-05,-7.157809e-05,7.355364e-05,-7.320308e-05,7.377118e-05,6.421571e-05
8.000000e-13,-8.514101e-08,8.939357e-10,-3.980274e-06,8.735013e-05,-7.161395e-05,7.356275e-05,-7.328143e-05,7.520823e-05,7.543309e-05
1.000000e-12,-8.349224e-08,6.793161e-10,-4.976770e-06,8.695006e-05,-7.165429e-05,7.356225e-05,-7.334887e-05,7.629459e-05,8.669214e-05
1.200000e-12,-7.976466e-08,-1.459150e-10,-4.988543e-06,8.656650e-05,-7.168181e-05,7.354913e-05,-7.339006e-05,7.686074e-05,9.615195e-05
1.400000e-12,-7.577623e-08,-1.068957e-09,-4.985164e-06,8.617990e-05,-7.169905e-05,7.351967e-05,-7.339538e-05,7.683203e-05,1.021884e-04
1.600000e-12,-7.341020e-08,-1.532325e-09,-4.988091e-06,8.584493e-05,-7.170016e-05,7.347467e-05,-7.336323e-05,7.623133e-05,1.038412e-04
1.800000e-12,-7.360796e-08,-1.349525e-09,-4.992806e-06,8.560897e-05,-7.168199e-05,7.341791e-05,-7.329930e-05,7.517160e-05,1.010484e-04
2.000000e-12,-7.597644e-08,-6.880855e-10,-4.998268e-06,8.550087e-05,-7.164412e-05,7.335475e-05,-7.321333e-05,7.383693e-05,9.461992e-05
2.200000e-12,-7.901442e-08,1.903289e-10,-5.003507e-06,8.552627e-05,-7.158778e-05,7.329023e-05,-7.311570e-05,7.245029e-05,8.597324e-05
2.400000e-12,-8.079076e-08,1.127690e-09,-5.007611e-06,8.566724e-05,-7.151459e-05,7.322736e-05,-7.301489e-05,7.123513e-05,7.672917e-05
2.600000e-12,-7.984948e-08,2.057120e-09,-5.009911e-06,8.588644e-05,-7.142610e-05,7.316653e-05,-7.291627e-05,7.038008e-05,6.833622e-05
2.800000e-12,-7.596469e-08,2.883330e-09,-5.010102e-06,8.613479e-05,-7.132420e-05,7.310628e-05,-7.282239e-05,7.001061e-05,6.185526e-05
3.000000e-12,-7.031055e-08,3.432421e-09,-5.008273e-06,8.636090e-05,-7.121217e-05,7.304483e-05,-7.273433e-05,7.016988e-05,5.791998e-05
3.200000e-12,-6.492661e-08,3.510573e-09,-5.004850e-06,8.652001e-05,-7.109531e-05,7.298137e-05,-7.265309e-05,7.081144e-05,5.680191e-05
3.400000e-12,-6.185287e-08,2.972997e-09,-5.000480e-06,8.658086e-05,-7.098049e-05,7.291633e-05,-7.257997e-05,7.180571e-05,5.849097e-05
3.600000e-12,-6.250567e-08,1.725292e-09,-4.995894e-06,8.652937e-05,-7.087444e-05,7.285052e-05,-7.251567e-05,7.296164e-05,6.273101e-05
3.800000e-12,-6.745975e-08,-2.529563e-10,-4.991782e-06,8.636912e-05,-7.078140e-05,7.278374e-05,-7.245877e-05,7.406175e-05,6.899732e-05
4.000000e-12,-7.614102e-08,-2.695721e-09,-4.988700e-06,8.611925e-05,-7.070133e-05,7.271377e-05,-7.240437e-05,7.490468e-05,7.646044e-05
4.200000e-12,-8.618243e-08,-4.824770e-09,-4.987013e-06,8.581038e-05,-7.062956e-05,7.263634e-05,-7.234453e-05,7.534269e-05,8.401950e-05
4.400000e-12,-9.364155e-08,-5.644659e-09,-4.986875e-06,8.547963e-05,-7.055811e-05,7.254635e-05,-7.227080e-05,7.530324e-05,9.046263e-05
4.600000e-12,-9.516893e-08,-4.722179e-09,-4.988218e-06,8.516505e-05,-7.047833e-05,7.243977e-05,-7.217770e-05,7.479232e-05,9.472266e-05
4.800000e-12,-9.050549e-08,-2.619301e-09,-4.990765e-06,8.490019e-05,-7.038348e-05,7.231546e-05,-7.206487e-05,7.388581e-05,9.612828e-05
5.000000e-12,-8.278382e-08,-4.852148e-10,-4.994056e-06,8.470911e-05,-7.027032e-05,7.217587e-05,-7.193662e-05,7.271482e-05,9.455663e-05
5.200000e-12,-7.636247e-08,7.892127e-10,-4.997518e-06,8.460270e-05,-7.013899e-05,7.202627e-05,-7.179948e-05,7.144600e-05,9.044077e-05
5.400000e-12,-7.398482e-08,1.108041e-09,-5.000551e-06,8.457710e-05,-6.999160e-05,7.187279e-05,-7.165937e-05,7.025620e-05,8.463421e-05
5.600000e-12,-7.528528e-08,1.046491e-09,-5.002640e-06,8.461458e-05,-6.983039e-05,7.172011e-05,-7.151940e-05,6.930511e-05,7.818297e-05
5.800000e-12,-7.744802e-08,1.313302e-09,-5.003454e-06,8.468706e-05,-6.965650e-05,7.157009e-05,-7.137903e-05,6.871161e-05,7.209025e-05
6.000000e-12,-7.723792e-08,2.267601e-09,-5.002901e-06,8.476145e-05,-6.946981e-05,7.142173e-05,-7.123459e-05,6.853781e-05,6.715001e-05
6.200000e-12,-7.294688e-08,3.754502e-09,-5.001133e-06,8.480566e-05,-6.927002e-05,7.127238e-05,-7.108086e-05,6.878192e-05,6.387727e-05
6.400000e-12,-6.529215e-08,5.229995e-09,-4.998491e-06,8.479387e-05,-6.905800e-05,7.111940e-05,-7.091309e-05,6.937990e-05,6.251523e-05
6.600000e-12,-5.713662e-08,6.007815e-09,-4.995419e-06,8.471005e-05,-6.883663e-05,7.096133e-05,-7.072851e-05,7.021531e-05,6.307857e-05
6.800000e-12,-5.236977e-08,5.492312e-09,-4.992371e-06,8.454933e-05,-6.861049e-05,7.079801e-05,-7.052696e-05,7.113640e-05,6.539609e-05
7.000000e-12,-5.434426e-08,3.376918e-09,-4.989738e-06,8.431734e-05,-6.838447e-05,7.062968e-05,-7.031040e-05,7.197854e-05,6.913398e-05
7.200000e-12,-6.422013e-08,-1.378802e-10,-4.987806e-06,8.402814e-05,-6.816190e-05,7.045579e-05,-7.008184e-05,7.258950e-05,7.380356e-05
7.400000e-12,-7.977106e-08,-4.172159e-09,-4.986735e-06,8.370138e-05,-6.794319e-05,7.027417e-05,-6.984426e-05,7.285325e-05,7.877841e-05
7.600000e-12,-9.561855e-08,-7.335081e-09,-4.986571e-06,8.335935e-05,-6.772553e-05,7.008115e-05,-6.960019e-05,7.270718e-05,8.335090e-05
7.800000e-12,-1.055800e-07,-8.406447e-09,-4.987249e-06,8.302409e-05,-6.750391e-05,6.987262e-05,-6.935224e-05,7.214862e-05,8.683788e-05
8.000000e-12,-1.061411e-07,-7.120173e-09,-4.988608e-06,8.271474e-05,-6.727279e-05,6.964543e-05,-6.910376e-05,7.123096e-05,8.871131e-05
8.200000e-12,-9.854734e-08,-4.359055e-09,-4.990405e-06,8.244527e-05,-6.702777e-05,6.939868e-05,-6.885898e-05,7.005208e-05,8.870903e-05
8.400000e-12,-8.784350e-08,-1.561300e-09,-4.992338e-06,8.222263e-05,-6.676634e-05,6.913397e-05,-6.862217e-05,6.873874e-05,8.688650e-05
8.600000e-12,-7.961264e-08,1.829124e-10,-4.994086e-06,8.204592e-05,-6.648762e-05,6.885475e-05,-6.839600e-05,6.742877e-05,8.359230e-05
8.800000e-12,-7.674653e-08,6.875484e-10,-4.995359e-06,8.190656e-05,-6.619142e-05,6.856489e-05,-6.817999e-05,6.625297e-05,7.937671e-05
9.000000e-12,-7.824404e-08,5.831207e-10,-4.995949e-06,8.178981e-05,-6.587707e-05,6.826725e-05,-6.796951e-05,6.531913e-05,7.486497e-05
9.200000e-12,-8.043664e-08,7.771239e-10,-4.995766e-06,8.167731e-05,-6.554294e-05,6.796294e-05,-6.775589e-05,6.470063e-05,7.063625e-05
9.400000e-12,-7.950126e-08,1.877700e-09,-4.994841e-06,8.155011e-05,-6.518671e-05,6.765140e-05,-6.752748e-05,6.443053e-05,6.714020e-05
9.600000e-12,-7.365648e-08,3.888228e-09,-4.993315e-06,8.139146e-05,-6.480632e-05,6.733136e-05,-6.727150e-05,6.450076e-05,6.466270e-05
9.800000e-12,-6.402201e-08,6.244061e-09,-4.991392e-06,8.118891e-05,-6.440099e-05,6.700179e-05,-6.697619e-05,6.486535e-05,6.333268e-05
1.000000e-11,-5.400344e-08,8.093224e-09,-4.989298e-06,8.093536e-05,-6.397178e-05,6.666257e-05,-6.663261e-05,6.544645e-05,6.315212e-05
1.020000e-11,-4.768632e-08,8.663267e-09,-4.987237e-06,8.062905e-05,-6.352137e-05,6.631440e-05,-6.623568e-05,6.614263e-05,6.403010e-05
1.040000e-11,-4.801505e-08,7.564489e-09,-4.985377e-06,8.027288e-05,-6.305298e-05,6.595803e-05,-6.578451e-05,6.683879e-05,6.580744e-05
1.060000e-11,-5.553667e-08,4.927710e-09,-4.983834e-06,7.987336e-05,-6.256923e-05,6.559329e-05,-6.528203e-05,6.741773e-05,6.826703e-05
1.080000e-11,-6.820419e-08,1.348838e-09,-4.982682e-06,7.943941e-05,-6.207109e-05,6.521851e-05,-6.473430e-05,6.777272e-05,7.113518e-05
1.100000e-11,-8.226698e-08,-2.320374e-09,-4.981951e-06,7.898136e-05,-6.155761e-05,6.483045e-05,-6.414977e-05,6.781972e-05,7.408633e-05
1.120000e-11,-9.384118e-08,-5.260807e-09,-4.981632e-06,7.850978e-05,-6.102640e-05,6.442497e-05,-6.353865e-05,6.750736e-05,7.676414e-05
1.140000e-11,-1.004807e-07,-6.960802e-09,-4.981675e-06,7.803447e-05,-6.047446e-05,6.399796e-05,-6.291243e-05,6.682234e-05,7.882328e-05
1.160000e-11,-1.020292e-07,-7.370934e-09,-4.981984e-06,7.756330e-05,-5.989899e-05,6.354617e-05,-6.228319e-05,6.578906e-05,7.998391e-05
1.180000e-11,-1.003376e-07,-6.859513e-09,-4.982430e-06,7.710127e-05,-5.929773e-05,6.306748e-05,-6.166262e-05,6.446384e-05,8.008176e-05
1.200000e-11,-9.803346e-08,-5.981879e-09,-4.982862e-06,7.664977e-05,-5.866881e-05,6.256067e-05,-6.106066e-05,6.292522e-05,7.909661e-05
1.220000e-11,-9.705074e-08,-5.182386e-09,-4.983133e-06,7.620646e-05,-5.801010e-05,6.202472e-05,-6.048401e-05,6.126272e-05,7.714926e-05
1.240000e-11,-9.771806e-08,-4.586690e-09,-4.983125e-06,7.576570e-05,-5.731863e-05,6.145809e-05,-5.993497e-05,5.956601e-05,7.446811e-05
1.260000e-11,-9.881720e-08,-3.984252e-09,-4.982760e-06,7.531941e-05,-5.659039e-05,6.085834e-05,-5.941086e-05,5.791640e-05,7.133665e-05
1.280000e-11,-9.845915e-08,-2.988702e-09,-4.982010e-06,7.485822e-05,-5.582056e-05,6.022229e-05,-5.890418e-05,5.638111e-05,6.803802e-05
1.300000e-11,-9.522021e-08,-1.273714e-09,-4.980885e-06,7.437249e-05,-5.500425e-05,5.954654e-05,-5.840356e-05,5.501052e-05,6.481166e-05
1.320000e-11,-8.893814e-08,1.234814e-09,-4.979418e-06,7.385309e-05,-5.413729e-05,5.882818e-05,-5.789487e-05,5.383762e-05,6.183081e-05
1.340000e-11,-8.083180e-08,4.284907e-09,-4.977647e-06,7.329167e-05,-5.321686e-05,5.806528e-05,-5.736246e-05,5.287871e-05,5.920077e-05
1.360000e-11,-7.296800e-08,7.358865e-09,-4.975604e-06,7.268075e-05,-5.224168e-05,5.725700e-05,-5.679005e-05,5.213467e-05,5.697185e-05
1.380000e-11,-6.737511e-08,9.839637e-09,-4.973309e-06,7.201347e-05,-5.121171e-05,5.640323e-05,-5.616139e-05,5.159253e-05,5.515758e-05
1.400000e-11,-6.522001e-08,1.122405e-08,-4.970777e-06,7.128341e-05,-5.012781e-05,5.550398e-05,-5.546070e-05,5.122714e-05,5.375032e-05
1.420000e-11,-6.640848e-08,1.130302e-08,-4.968013e-06,7.048442e-05,-4.899141e-05,5.455886e-05,-5.467312e-05,5.100328e-05,5.272981e-05
1.440000e-11,-6.976225e-08,1.023270e-08,-4.965019e-06,6.961044e-05,-4.780454e-05,5.356683e-05,-5.378541e-05,5.087789e-05,5.206445e-05
1.460000e-11,-7.365626e-08,8.461042e-09,-4.961785e-06,6.865529e-05,-4.657034e-05,5.252624e-05,-5.278679e-05,5.080270e-05,5.170841e-05
1.480000e-11,-7.679462e-08,6.538422e-09,-4.958281e-06,6.761224e-05,-4.529376e-05,5.143525e-05,-5.166993e-05,5.072681e-05,5.159857e-05
1.500000e-11,-7.876209e-08,4.894676e-09,-4.954449e-06,6.647331e-05,-4.398232e-05,5.029222e-05,-5.043169e-05,5.059929e-05,5.165501e-05
1.520000e-11,-8.011682e-08,3.680089e-09,-4.950192e-06,6.522847e-05,-4.264664e-05,4.909594e-05,-4.907363e-05,5.037153e-05,5.178630e-05
1.540000e-11,-8.201822e-08,2.738029e-09,-4.945381e-06,6.386474e-05,-4.130060e-05,4.784565e-05,-4.760208e-05,4.999940e-05,5.189842e-05
1.560000e-11,-8.559955e-08,1.715994e-09,-4.939858e-06,6.236541e-05,-3.996113e-05,4.654070e-05,-4.602794e-05,4.944507e-05,5.190417e-05
1.580000e-11,-9.139906e-08,2.589330e-10,-4.933449e-06,6.070950e-05,-3.864761e-05,4.518029e-05,-4.436644e-05,4.867846e-05,5.172986e-05
1.600000e-11,-9.911026e-08,-1.805971e-09,-4.925974e-06,5.887149e-05,-3.738115e-05,4.376333e-05,-4.263680e-05,4.767833e-05,5.131706e-05
1.620000e-11,-1.077367e-07,-4.374482e-09,-4.917266e-06,5.682148e-05,-3.618363e-05,4.228868e-05,-4.086202e-05,4.643302e-05,5.061995e-05
1.640000e-11,-1.160363e-07,-7.095820e-09,-4.907187e-06,5.452564e-05,-3.507650e-05,4.075585e-05,-3.906842e-05,4.494091e-05,4.960047e-05
1.660000e-11,-1.230134e-07,-9.505953e-09,-4.895646e-06,5.194735e-05,-3.407923e-05,3.916602e-05,-3.728477e-05,4.321065e-05,4.822448e-05
1.680000e-11,-1.282190e-07,-1.119835e-08,-4.882648e-06,4.904908e-05,-3.320730e-05,3.752328e-05,-3.554070e-05,4.126147e-05,4.646121e-05
1.700000e-11,-1.317321e-07,-1.195664e-08,-4.868354e-06,4.579587e-05,-3.246968e-05,3.583584e-05,-3.386440e-05,3.912335e-05,4.428636e-05
1.720000e-11,-1.338600e-07,-1.179758e-08,-4.853172e-06,4.216070e-05,-3.186582e-05,3.411709e-05,-3.227975e-05,3.683710e-05,4.168771e-05
1.740000e-11,-1.347308e-07,-1.091745e-08,-4.837860e-06,3.813240e-05,-3.138252e-05,3.238629e-05,-3.080350e-05,3.445389e-05,3.867093e-05
1.760000e-11,-1.340052e-07,-9.577929e-09,-4.823603e-06,3.372572e-05,-3.099086e-05,3.066881e-05,-2.944301e-05,3.203386e-05,3.526365e-05
1.780000e-11,-1.308864e-07,-7.989356e-09,-4.812000e-06,2.899184e-05,-3.064384e-05,2.899574e-05,-2.819520e-05,2.964319e-05,3.151697e-05
1.800000e-11,-1.244853e-07,-6.243000e-09,-4.804889e-06,2.402602e-05,-3.027560e-05,2.740251e-05,-2.704711e-05,2.734963e-05,2.750457e-05
1.820000e-11,-1.144207e-07,-4.315584e-09,-4.803989e-06,1.896802e-05,-2.980309e-05,2.592647e-05,-2.597808e-05,2.521671e-05,2.332002e-05
1.840000e-11,-1.013753e-07,-2.135125e-09,-4.810428e-06,1.399192e-05,-2.913097e-05,2.460316e-05,-2.496336e-05,2.329745e-05,1.907239e-05
1.860000e-11,-8.725685e-08,3.275370e-10,-4.824357e-06,9.285749e-06,-2.816019e-05,2.346164e-05,-2.397836e-05,2.162873e-05,1.488004e-05
1.880000e-11,-7.475046e-08,2.982363e-09,-4.844843e-06,5.025873e-06,-2.679945e-05,2.251914e-05,-2.300311e-05,2.022723e-05,1.086245e-05
1.900000e-11,-6.636552e-08,5.586972e-09,-4.870077e-06,1.353260e-06,-2.497828e-05,2.177584e-05,-2.202585e-05,1.908782e-05,7.130686e-06
1.920000e-11,-6.340858e-08,7.765839e-09,-4.897787e-06,-1.642378e-06,-2.265992e-05,2.121070e-05,-2.104536e-05,1.818464e-05,3.778113e-06
1.940000e-11,-6.541419e-08,9.080075e-09,-4.925651e-06,-3.928715e-06,-1.985208e-05,2.077898e-05,-2.007141e-05,1.747474e-05,8.729930e-07
1.960000e-11,-7.034679e-08,9.145715e-09,-4.951580e-06,-5.528787e-06,-1.661341e-05,2.041227e-05,-1.912334e-05,1.690362e-05,-1.545618e-06
1.980000e-11,-7.548477e-08,7.790876e-09,-4.973859e-06,-6.513805e-06,-1.305345e-05,2.002176e-05,-1.822650e-05,1.641191e-05,-3.468331e-06
2.000000e-11,-7.855368e-08,5.207420e-09,-4.991218e-06,-6.993020e-06,-9.324505e-06,1.950498e-05,-1.740724e-05,1.594242e-05,-4.912748e-06
2.020000e-11,-2.764957e-08,2.006114e-09,-5.002900e-06,-7.101472e-06,-5.605295e-06,1.875611e-05,-1.668669e-05,1.544662e-05,-5.918734e-06
2.040000e-11,1.177552e-09,-8.910138e-10,-5.008518e-06,-6.989469e-06,-2.079173e-06,1.768619e-05,-1.607963e-05,1.489527e-05,-6.545638e-06
2.060000e-11,1.365327e-08,-2.579254e-09,-5.008333e-06,-6.807785e-06,1.092813e-06,1.623932e-05,-1.559105e-05,1.428368e-05,-6.867845e-06
2.080000e-11,2.026350e-08,-2.577734e-09,-5.003273e-06,-6.691206e-06,3.794024e-06,1.440044e-05,-1.521139e-05,1.363017e-05,-6.968235e-06
2.100000e-11,2.073646e-08,-1.062532e-09,-4.994732e-06,-6.744898e-06,5.962590e-06,1.219525e-05,-1.491257e-05,1.296943e-05,-6.930658e-06
2.120000e-11,1.410043e-08,1.204927e-09,-4.984317e-06,-7.036290e-06,7.589987e-06,9.685166e-06,-1.464626e-05,1.234366e-05,-6.832874e-06
2.140000e-11,3.229515e-09,3.209309e-09,-4.973616e-06,-7.592627e-06,8.712783e-06,6.960584e-06,-1.434599e-05,1.179403e-05,-6.741052e-06
2.160000e-11,-6.823177e-09,4.108454e-09,-4.964044e-06,-8.403266e-06,9.402847e-06,4.133576e-06,-1.393379e-05,1.135355e-05,-6.706273e-06
2.180000e-11,-1.191511e-08,3.563867e-09,-4.956695e-06,-9.425968e-06,9.758301e-06,1.328351e-06,-1.333116e-05,1.104151e-05,-6.763024e-06
2.200000e-11,-1.076403e-08,1.834380e-09,-4.952227e-06,-1.059658e-05,9.894334e-06,-1.331759e-06,-1.247212e-05,1.085911e-05,-6.929462e-06
2.220000e-11,-5.090138e-09,-3.965972e-10,-4.950817e-06,-1.184063e-05,9.932340e-06,-3.739395e-06,-1.131491e-05,1.078637e-05,-7.209071e-06
2.240000e-11,1.693766e-09,-2.362407e-09,-4.952223e-06,-1.308447e-05,9.987481e-06,-5.816332e-06,-9.849004e-06,1.078075e-05,-7.593181e-06
2.260000e-11,6.343720e-09,-3.548222e-09,-4.955944e-06,-1.426343e-05,1.015668e-05,-7.520837e-06,-8.096230e-06,1.077803e-05,-8.063652e-06
2.280000e-11,7.222818e-09,-3.864903e-09,-4.961395e-06,-1.532597e-05,1.050939e-05,-8.848065e-06,-6.106972e-06,1.069555e-05,-8.595090e-06
2.300000e-11,4.721876e-09,-3.604106e-09,-4.968018e-06,-1.623462e-05,1.108255e-05,-9.825293e-06,-3.953230e-06,1.043777e-05,-9.156473e-06
2.320000e-11,6.621386e-10,-3.227801e-09,-4.975300e-06,-1.696551e-05,1.187968e-05,-1.050487e-05,-1.720063e-06,9.904466e-06,-9.712646e-06
2.340000e-11,-2.839248e-09,-3.114310e-09,-4.982726e-06,-1.750823e-05,1.287394e-05,-1.095693e-05,5.041911e-07,9.000971e-06,-1.022644e-05
2.360000e-11,-4.401345e-09,-3.387382e-09,-4.989759e-06,-1.786621e-05,1.401419e-05,-1.126227e-05,2.638756e-06,7.649690e-06,-1.066180e-05
2.380000e-11,-3.842971e-09,-3.898585e-09,-4.995867e-06,-1.805668e-05,1.523345e-05,-1.150498e-05,4.621288e-06,5.800678e-06,-1.098758e-05
2.400000e-11,-1.971087e-09,-4.346101e-09,-5.000619e-06,-1.810899e-05,1.645815e-05,-1.176457e-05,6.416631e-06,3.439344e-06,-1.118099e-05
2.420000e-11,6.962838e-11,-4.444693e-09,-5.003765e-06,-1.806082e-05,1.761659e-05,-1.210833e-05,8.021124e-06,5.902218e-07,-1.122957e-05
2.440000e-11,1.479837e-09,-4.051079e-09,-5.005293e-06,-1.795278e-05,1.864557e-05,-1.258507e-05,9.461257e-06,-2.682988e-06,-1.113144e-05
2.460000e-11,2.167697e-09,-3.194252e-09,-5.005413e-06,-1.782286e-05,1.949463e-05,-1.322144e-05,1.078709e-05,-6.280267e-06,-1.089373e-05
2.480000e-11,2.650929e-09,-2.023518e-09,-5.004491e-06,-1.770174e-05,2.012852e-05,-1.402123e-05,1.206211e-05,-1.007069e-05,-1.053055e-05
2.500000e-11,3.611151e-09,-7.263961e-10,-5.002965e-06,-1.761009e-05,2.052849e-05,-1.496753e-05,1.335151e-05,-1.390079e-05,-1.006097e-05
2.520000e-11,5.377751e-09,5.333825e-10,-5.001258e-06,-1.755788e-05,2.069302e-05,-1.602712e-05,1.471065e-05,-1.760639e-05,-9.507708e-06
2.540000e-11,7.628106e-09,1.638542e-09,-4.999720e-06,-1.754550e-05,2.063770e-05,-1.715610e-05,1.617530e-05,-2.102701e-05,-8.896299e-06
2.560000e-11,9.456775e-09,2.513675e-09,-4.998602e-06,-1.756574e-05,2.039401e-05,-1.830548e-05,1.775483e-05,-2.402046e-05,-8.254198e-06
2.580000e-11,9.769085e-09,3.115023e-09,-4.998059e-06,-1.760621e-05,2.000638e-05,-1.942582e-05,1.942923e-05,-2.647449e-05,-7.609461e-06
2.600000e-11,7.798008e-09,3.424594e-09,-4.998168e-06,-1.765146e-05,1.952790e-05,-2.047045e-05,2.115056e-05,-2.831326e-05,-6.988907e-06
2.620000e-11,3.497154e-09,3.443931e-09,-4.998942e-06,-1.768478e-05,1.901499e-05,-2.139736e-05,2.284803e-05,-2.949860e-05,-6.416117e-06
2.640000e-11,-2.366068e-09,3.181408e-09,-5.000333e-06,-1.768992e-05,1.852197e-05,-2.217057e-05,2.443616e-05,-3.002780e-05,-5.909804e-06
2.660000e-11,-8.451452e-09,2.638127e-09,-5.002225e-06,-1.765278e-05,1.809605e-05,-2.276155e-05,2.582420e-05,-2.993054e-05,-5.483010e-06
2.680000e-11,-1.331232e-08,1.806988e-09,-5.004424e-06,-1.756335e-05,1.777336e-05,-2.315095e-05,2.692568e-05,-2.926621e-05,-5.143328e-06
2.700000e-11,-1.589187e-08,6.948615e-10,-5.006667e-06,-1.741756e-05,1.757630e-05,-2.333039e-05,2.766683e-05,-2.812159e-05,-4.893990e-06
2.720000e-11,-1.585261e-08,-6.395332e-10,-5.008648e-06,-1.721863e-05,1.751245e-05,-2.330355e-05,2.799303e-05,-2.660731e-05,-4.735389e-06
2.740000e-11,-1.361899e-08,-2.055376e-09,-5.010066e-06,-1.697744e-05,1.757487e-05,-2.308591e-05,2.787288e-05,-2.485127e-05,-4.666558e-06
2.760000e-11,-1.013563e-08,-3.331716e-09,-5.010681e-06,-1.671159e-05,1.774395e-05,-2.270286e-05,2.730012e-05,-2.298840e-05,-4.686228e-06
2.780000e-11,-6.460197e-09,-4.211300e-09,-5.010345e-06,-1.644346e-05,1.799028e-05,-2.218620e-05,2.629357e-05,-2.114779e-05,-4.793332e-06
2.800000e-11,-3.371701e-09,-4.474418e-09,-5.009033e-06,-1.619746e-05,1.827837e-05,-2.156995e-05,2.489589e-05,-1.943955e-05,-4.987025e-06
2.820000e-11,-1.154355e-09,-4.015065e-09,-5.006834e-06,-1.599710e-05,1.857052e-05,-2.088603e-05,2.317146e-05,-1.794405e-05,-5.266401e-06
2.840000e-11,3.744193e-10,-2.888509e-09,-5.003936e-06,-1.586232e-05,1.883062e-05,-2.016080e-05,2.120344e-05,-1.670568e-05,-5.630084e-06
2.860000e-11,1.639107e-09,-1.308877e-09,-5.000599e-06,-1.580738e-05,1.902736e-05,-1.941311e-05,1.908959e-05,-1.573197e-05,-6.075730e-06
2.880000e-11,3.015495e-09,4.063542e-10,-4.997123e-06,-1.583940e-05,1.913668e-05,-1.865377e-05,1.693668e-05,-1.499788e-05,-6.599426e-06
2.900000e-11,4.619196e-09,1.927107e-09,-4.993817e-06,-1.595775e-05,1.914328e-05,-1.788683e-05,1.485322e-05,-1.445408e-05,-7.194929e-06
2.920000e-11,6.261386e-09,3.003482e-09,-4.990975e-06,-1.615417e-05,1.904100e-05,-1.711186e-05,1.294130e-05,-1.403757e-05,-7.852779e-06
2.940000e-11,7.567888e-09,3.525592e-09,-4.988846e-06,-1.641348e-05,1.883229e-05,-1.632703e-05,1.128855e-05,-1.368283e-05,-8.559461e-06
2.980000e-11,7.929573e-09,3.157033e-09,-4.987421e-06,-1.703372e-05,1.813962e-05,-1.473260e-05,9.001029e-06,-1.294172e-05,-1.004204e-05
3.000000e-11,6.906789e-09,2.582882e-09,-4.988289e-06,-1.734316e-05,1.768896e-05,-1.393925e-05,8.420534e-06,-1.248961e-05,-1.076811e-05
3.020000e-11,5.406537e-09,1.960101e-09,-4.990193e-06,-1.761631e-05,1.719448e-05,-1.317158e-05,8.206700e-06,-1.197431e-05,-1.144509e-05
3.040000e-11,3.790835e-09,1.386720e-09,-4.993025e-06,-1.782811e-05,1.667565e-05,-1.245606e-05,8.322633e-06,-1.141508e-05,-1.204173e-05
3.060000e-11,2.341375e-09,9.080088e-10,-4.996616e-06,-1.795703e-05,1.615082e-05,-1.182452e-05,8.712978e-06,-1.084809e-05,-1.252731e-05
3.080000e-11,1.167464e-09,5.368562e-10,-5.000750e-06,-1.798651e-05,1.563675e-05,-1.131112e-05,9.310445e-06,-1.032092e-05,-1.287349e-05
3.100000e-11,2.024843e-10,2.737556e-10,-5.005176e-06,-1.790600e-05,1.514864e-05,-1.094850e-05,1.004305e-05,-9.886040e-06,-1.305599e-05
3.120000e-11,-7.200961e-10,1.141266e-10,-5.009635e-06,-1.771141e-05,1.470039e-05,-1.076392e-05,1.084129e-05,-9.594067e-06,-1.305605e-05
3.140000e-11,-1.753096e-09,4.323020e-11,-5.013870e-06,-1.740530e-05,1.430497e-05,-1.077585e-05,1.164439e-05,-9.487597e-06,-1.286176e-05
3.160000e-11,-2.938196e-09,2.835822e-11,-5.017642e-06,-1.699660e-05,1.397465e-05,-1.099143e-05,1.240512e-05,-9.596361e-06,-1.246922e-05
3.180000e-11,-4.167157e-09,1.898188e-11,-5.020733e-06,-1.650012e-05,1.372093e-05,-1.140523e-05,1.309265e-05,-9.934097e-06,-1.188360e-05
3.200000e-11,-5.215930e-09,-4.105887e-11,-5.022950e-06,-1.593600e-05,1.355421e-05,-1.199929e-05,1.369340e-05,-1.049735e-05,-1.111987e-05
3.220000e-11,-5.833592e-09,-1.941833e-10,-5.024133e-06,-1.532891e-05,1.348298e-05,-1.274444e-05,1.421000e-05,-1.126618e-05,-1.020303e-05
3.240000e-11,-5.845038e-09,-4.527732e-10,-5.024156e-06,-1.470724e-05,1.351296e-05,-1.360272e-05,1.465854e-05,-1.220658e-05,-9.167640e-06
3.260000e-11,-5.222377e-09,-7.950225e-10,-5.022942e-06,-1.410191e-05,1.364609e-05,-1.453054e-05,1.506467e-05,-1.327414e-05,-8.056450e-06
