time,"I(RX1)","I(RX2)","I(RIN)","I(LQ1|XI0)","I(LQ1|XI1)","I(LQ1|XI2)","I(LQ1|XI3)","I(LQ1|XI4)","I(LQ1|XI12)"
7.260000e-11,1.452360e-10,3.648449e-11,-4.998109e-06,-1.666666e-05,1.746590e-05,-1.770964e-05,1.776131e-05,-1.775459e-05,-8.458869e-06
7.280000e-11,1.120426e-10,3.258186e-11,-4.998365e-06,-1.671199e-05,1.749069e-05,-1.772423e-05,1.777286e-05,-1.775242e-05,-8.491778e-06
7.300000e-11,7.437275e-11,2.621115e-11,-4.998674e-06,-1.675009e-05,1.752008e-05,-1.774236e-05,1.778890e-05,-1.775435e-05,-8.518252e-06
7.320000e-11,3.434829e-11,1.798092e-11,-4.999013e-06,-1.677990e-05,1.755331e-05,-1.776371e-05,1.780868e-05,-1.776013e-05,-8.537342e-06
7.340000e-11,-5.828303e-12,8.601081e-12,-4.999358e-06,-1.680093e-05,1.758924e-05,-1.778800e-05,1.783141e-05,-1.776942e-05,-8.548564e-06
7.360000e-11,-4.401564e-11,-1.180351e-12,-4.999689e-06,-1.681330e-05,1.762647e-05,-1.781488e-05,1.785622e-05,-1.778182e-05,-8.551912e-06
7.380000e-11,-7.826603e-11,-1.064358e-11,-4.999988e-06,-1.681761e-05,1.766340e-05,-1.784396e-05,1.788230e-05,-1.779689e-05,-8.547840e-06
7.400000e-11,-1.069339e-10,-1.915859e-11,-5.000239e-06,-1.681487e-05,1.769834e-05,-1.787474e-05,1.790884e-05,-1.781419e-05,-8.537206e-06
7.420000e-11,-1.287510e-10,-2.623357e-11,-5.000435e-06,-1.680638e-05,1.772969e-05,-1.790660e-05,1.793515e-05,-1.783324e-05,-8.521190e-06
7.440000e-11,-1.428658e-10,-3.154338e-11,-5.000572e-06,-1.679361e-05,1.775602e-05,-1.793879e-05,1.796060e-05,-1.785359e-05,-8.501193e-06
7.460000e-11,-1.488524e-10,-3.493529e-11,-5.000649e-06,-1.677808e-05,1.777616e-05,-1.797042e-05,1.798471e-05,-1.787479e-05,-8.478719e-06
7.480000e-11,-1.466975e-10,-3.641345e-11,-5.000674e-06,-1.676120e-05,1.778936e-05,-1.800048e-05,1.800709e-05,-1.789639e-05,-8.455262e-06
7.500000e-11,-1.367738e-10,-3.610841e-11,-5.000652e-06,-1.674426e-05,1.779522e-05,-1.802791e-05,1.802747e-05,-1.791798e-05,-8.432198e-06
7.520000e-11,-1.198071e-10,-3.423947e-11,-5.000596e-06,-1.672827e-05,1.779384e-05,-1.805160e-05,1.804567e-05,-1.793914e-05,-8.410696e-06
7.540000e-11,-9.684130e-11,-3.107823e-11,-5.000517e-06,-1.671396e-05,1.778567e-05,-1.807051e-05,1.806156e-05,-1.795947e-05,-8.391650e-06
7.560000e-11,-6.919676e-11,-2.691886e-11,-5.000427e-06,-1.670179e-05,1.777157e-05,-1.808373e-05,1.807508e-05,-1.797857e-05,-8.375644e-06
7.580000e-11,-3.842139e-11,-2.205759e-11,-5.000336e-06,-1.669190e-05,1.775264e-05,-1.809054e-05,1.808615e-05,-1.799609e-05,-8.362945e-06
7.600000e-11,-6.227182e-12,-1.678003e-11,-5.000254e-06,-1.668420e-05,1.773019e-05,-1.809048e-05,1.809469e-05,-1.801168e-05,-8.353521e-06
7.620000e-11,2.558928e-11,-1.135323e-11,-5.000187e-06,-1.667840e-05,1.770559e-05,-1.808344e-05,1.810061e-05,-1.802504e-05,-8.347093e-06
7.640000e-11,5.524160e-11,-6.018860e-12,-5.000138e-06,-1.667407e-05,1.768021e-05,-1.806963e-05,1.810377e-05,-1.803589e-05,-8.343190e-06
7.660000e-11,8.105826e-11,-9.853158e-13,-5.000110e-06,-1.667072e-05,1.765528e-05,-1.804963e-05,1.810400e-05,-1.804401e-05,-8.341232e-06
7.680000e-11,1.015883e-10,3.581224e-12,-5.000100e-06,-1.666787e-05,1.763186e-05,-1.802434e-05,1.810116e-05,-1.804921e-05,-8.340604e-06
7.700000e-11,1.156969e-10,7.564677e-12,-5.000107e-06,-1.666505e-05,1.761076e-05,-1.799495e-05,1.809508e-05,-1.805136e-05,-8.340730e-06
7.720000e-11,1.226414e-10,1.090287e-11,-5.000126e-06,-1.666191e-05,1.759250e-05,-1.796287e-05,1.808567e-05,-1.805039e-05,-8.341133e-06
7.740000e-11,1.221191e-10,1.358486e-11,-5.000152e-06,-1.665823e-05,1.757736e-05,-1.792964e-05,1.807292e-05,-1.804626e-05,-8.341479e-06
7.760000e-11,1.142829e-10,1.564104e-11,-5.000179e-06,-1.665390e-05,1.756537e-05,-1.789681e-05,1.805693e-05,-1.803899e-05,-8.341599e-06
7.780000e-11,9.972497e-11,1.712803e-11,-5.000202e-06,-1.664894e-05,1.755634e-05,-1.786589e-05,1.803795e-05,-1.802865e-05,-8.341494e-06
7.800000e-11,7.943223e-11,1.811175e-11,-5.000219e-06,-1.664349e-05,1.754994e-05,-1.783818e-05,1.801639e-05,-1.801537e-05,-8.341310e-06
7.820000e-11,5.471813e-11,1.865319e-11,-5.000225e-06,-1.663776e-05,1.754577e-05,-1.781479e-05,1.799282e-05,-1.799932e-05,-8.341307e-06
7.840000e-11,2.713825e-11,1.880040e-11,-5.000220e-06,-1.663203e-05,1.754337e-05,-1.779647e-05,1.796796e-05,-1.798074e-05,-8.341812e-06
7.860000e-11,-1.604811e-12,1.858793e-11,-5.000203e-06,-1.662661e-05,1.754233e-05,-1.778367e-05,1.794265e-05,-1.795994e-05,-8.343161e-06
7.880000e-11,-2.976184e-11,1.804272e-11,-5.000174e-06,-1.662177e-05,1.754230e-05,-1.777646e-05,1.791782e-05,-1.793730e-05,-8.345649e-06
7.900000e-11,-5.563842e-11,1.719305e-11,-5.000137e-06,-1.661779e-05,1.754304e-05,-1.777462e-05,1.789442e-05,-1.791327e-05,-8.349481e-06
7.920000e-11,-7.769338e-11,1.607631e-11,-5.000092e-06,-1.661487e-05,1.754439e-05,-1.777760e-05,1.787338e-05,-1.788841e-05,-8.354738e-06
7.940000e-11,-9.463006e-11,1.474208e-11,-5.000043e-06,-1.661315e-05,1.754630e-05,-1.778466e-05,1.785552e-05,-1.786336e-05,-8.361354e-06
7.960000e-11,-1.054755e-10,1.324870e-11,-4.999992e-06,-1.661272e-05,1.754882e-05,-1.779487e-05,1.784153e-05,-1.783882e-05,-8.369113e-06
7.980000e-11,-1.096419e-10,1.165398e-11,-4.999942e-06,-1.661358e-05,1.755202e-05,-1.780726e-05,1.783189e-05,-1.781558e-05,-8.377661e-06
8.000000e-11,-1.069650e-10,1.000301e-11,-4.999895e-06,-1.661569e-05,1.755603e-05,-1.782087e-05,1.782687e-05,-1.779444e-05,-8.386534e-06
8.020000e-11,-9.771494e-11,8.316856e-12,-4.999852e-06,-1.661897e-05,1.756094e-05,-1.783477e-05,1.782650e-05,-1.777623e-05,-8.395200e-06
8.040000e-11,-8.257614e-11,6.585986e-12,-4.999815e-06,-1.662328e-05,1.756682e-05,-1.784823e-05,1.783056e-05,-1.776173e-05,-8.403104e-06
8.060000e-11,-6.259831e-11,4.770763e-12,-4.999783e-06,-1.662848e-05,1.757367e-05,-1.786063e-05,1.783862e-05,-1.775166e-05,-8.409718e-06
8.080000e-11,-3.912076e-11,2.809303e-12,-4.999758e-06,-1.663441e-05,1.758140e-05,-1.787159e-05,1.785006e-05,-1.774660e-05,-8.414593e-06
8.100000e-11,-1.367758e-11,6.311010e-13,-4.999739e-06,-1.664092e-05,1.758986e-05,-1.788089e-05,1.786416e-05,-1.774694e-05,-8.417397e-06
8.120000e-11,1.210825e-11,-1.826506e-12,-4.999726e-06,-1.664784e-05,1.759880e-05,-1.788853e-05,1.788011e-05,-1.775288e-05,-8.417943e-06
8.140000e-11,3.663262e-11,-4.602256e-12,-4.999720e-06,-1.665502e-05,1.760793e-05,-1.789461e-05,1.789709e-05,-1.776437e-05,-8.416210e-06
8.160000e-11,5.841164e-11,-7.697937e-12,-4.999719e-06,-1.666229e-05,1.761693e-05,-1.789937e-05,1.791434e-05,-1.778108e-05,-8.412339e-06
8.180000e-11,7.617021e-11,-1.106999e-11,-4.999724e-06,-1.666950e-05,1.762544e-05,-1.790312e-05,1.793117e-05,-1.780246e-05,-8.406623e-06
8.200000e-11,8.891339e-11,-1.462615e-11,-4.999735e-06,-1.667650e-05,1.763316e-05,-1.790618e-05,1.794707e-05,-1.782766e-05,-8.399477e-06
8.220000e-11,9.597829e-11,-1.822693e-11,-4.999753e-06,-1.668311e-05,1.763981e-05,-1.790884e-05,1.796163e-05,-1.785568e-05,-8.391405e-06
8.240000e-11,9.706542e-11,-2.169108e-11,-4.999778e-06,-1.668917e-05,1.764518e-05,-1.791136e-05,1.797462e-05,-1.788531e-05,-8.382956e-06
8.260000e-11,9.224913e-11,-2.480489e-11,-4.999808e-06,-1.669452e-05,1.764913e-05,-1.791394e-05,1.798597e-05,-1.791529e-05,-8.374675e-06
8.280000e-11,8.196711e-11,-2.733483e-11,-4.999846e-06,-1.669898e-05,1.765164e-05,-1.791666e-05,1.799570e-05,-1.794432e-05,-8.367065e-06
8.300000e-11,6.698870e-11,-2.904360e-11,-4.999888e-06,-1.670240e-05,1.765272e-05,-1.791955e-05,1.800395e-05,-1.797116e-05,-8.360548e-06
8.320000e-11,4.836281e-11,-2.970904e-11,-4.999936e-06,-1.670465e-05,1.765251e-05,-1.792255e-05,1.801089e-05,-1.799470e-05,-8.355437e-06
8.340000e-11,2.734691e-11,-2.914496e-11,-4.999986e-06,-1.670563e-05,1.765116e-05,-1.792557e-05,1.801670e-05,-1.801404e-05,-8.351919e-06
8.360000e-11,5.320864e-12,-2.722205e-11,-5.000039e-06,-1.670528e-05,1.764889e-05,-1.792845e-05,1.802153e-05,-1.802850e-05,-8.350053e-06
8.380000e-11,-1.630867e-11,-2.388642e-11,-5.000090e-06,-1.670360e-05,1.764592e-05,-1.793104e-05,1.802549e-05,-1.803770e-05,-8.349772e-06
8.400000e-11,-3.620592e-11,-1.917328e-11,-5.000139e-06,-1.670062e-05,1.764250e-05,-1.793318e-05,1.802860e-05,-1.804155e-05,-8.350910e-06
8.420000e-11,-5.319694e-11,-1.321356e-11,-5.000182e-06,-1.669646e-05,1.763882e-05,-1.793475e-05,1.803081e-05,-1.804024e-05,-8.353220e-06
8.440000e-11,-6.634579e-11,-6.232130e-12,-5.000219e-06,-1.669127e-05,1.763507e-05,-1.793564e-05,1.803199e-05,-1.803421e-05,-8.356407e-06
8.460000e-11,-7.500914e-11,1.462362e-12,-5.000246e-06,-1.668527e-05,1.763139e-05,-1.793580e-05,1.803198e-05,-1.802414e-05,-8.360166e-06
8.480000e-11,-7.886522e-11,9.495257e-12,-5.000262e-06,-1.667872e-05,1.762787e-05,-1.793518e-05,1.803058e-05,-1.801084e-05,-8.364205e-06
8.500000e-11,-7.791642e-11,1.744930e-11,-5.000267e-06,-1.667190e-05,1.762456e-05,-1.793380e-05,1.802759e-05,-1.799522e-05,-8.368280e-06
8.520000e-11,-7.246747e-11,2.489164e-11,-5.000261e-06,-1.666510e-05,1.762148e-05,-1.793168e-05,1.802288e-05,-1.797822e-05,-8.372206e-06
8.540000e-11,-6.308389e-11,3.140213e-11,-5.000243e-06,-1.665862e-05,1.761861e-05,-1.792885e-05,1.801638e-05,-1.796073e-05,-8.375875e-06
8.560000e-11,-5.053630e-11,3.660113e-11,-5.000215e-06,-1.665274e-05,1.761593e-05,-1.792538e-05,1.800811e-05,-1.794354e-05,-8.379253e-06
8.580000e-11,-3.573681e-11,4.017502e-11,-5.000178e-06,-1.664769e-05,1.761340e-05,-1.792129e-05,1.799823e-05,-1.792732e-05,-8.382373e-06
8.600000e-11,-1.967286e-11,4.189810e-11,-5.000135e-06,-1.664366e-05,1.761099e-05,-1.791663e-05,1.798698e-05,-1.791255e-05,-8.385321e-06
8.620000e-11,-3.342977e-12,4.164937e-11,-5.000089e-06,-1.664078e-05,1.760866e-05,-1.791144e-05,1.797472e-05,-1.789955e-05,-8.388213e-06
8.640000e-11,1.230219e-11,3.942307e-11,-5.000041e-06,-1.663912e-05,1.760641e-05,-1.790577e-05,1.796192e-05,-1.788847e-05,-8.391172e-06
8.660000e-11,2.641123e-11,3.533155e-11,-4.999994e-06,-1.663868e-05,1.760423e-05,-1.789967e-05,1.794907e-05,-1.787930e-05,-8.394305e-06
8.680000e-11,3.827381e-11,2.959974e-11,-4.999951e-06,-1.663939e-05,1.760215e-05,-1.789320e-05,1.793669e-05,-1.787192e-05,-8.397677e-06
8.700000e-11,4.735184e-11,2.255100e-11,-4.999914e-06,-1.664112e-05,1.760018e-05,-1.788647e-05,1.792531e-05,-1.786613e-05,-8.401298e-06
8.720000e-11,5.329890e-11,1.458508e-11,-4.999884e-06,-1.664372e-05,1.759837e-05,-1.787961e-05,1.791537e-05,-1.786169e-05,-8.405106e-06
8.740000e-11,5.596745e-11,6.149813e-12,-4.999863e-06,-1.664698e-05,1.759674e-05,-1.787280e-05,1.790724e-05,-1.785836e-05,-8.408969e-06
8.760000e-11,5.540402e-11,-2.290741e-12,-4.999851e-06,-1.665065e-05,1.759534e-05,-1.786623e-05,1.790118e-05,-1.785594e-05,-8.412690e-06
8.780000e-11,5.183324e-11,-1.028883e-11,-4.999848e-06,-1.665451e-05,1.759419e-05,-1.786015e-05,1.789733e-05,-1.785427e-05,-8.416016e-06
8.800000e-11,4.563261e-11,-1.744298e-11,-4.999855e-06,-1.665832e-05,1.759331e-05,-1.785482e-05,1.789568e-05,-1.785328e-05,-8.418661e-06
8.820000e-11,3.730008e-11,-2.342281e-11,-4.999869e-06,-1.666186e-05,1.759271e-05,-1.785048e-05,1.789614e-05,-1.785298e-05,-8.420330e-06
8.840000e-11,2.741753e-11,-2.798681e-11,-4.999890e-06,-1.666494e-05,1.759241e-05,-1.784739e-05,1.789848e-05,-1.785343e-05,-8.420744e-06
8.860000e-11,1.661250e-11,-3.099218e-11,-4.999917e-06,-1.666741e-05,1.759240e-05,-1.784573e-05,1.790242e-05,-1.785473e-05,-8.419673e-06
8.880000e-11,5.520963e-12,-3.239678e-11,-4.999946e-06,-1.666917e-05,1.759268e-05,-1.784568e-05,1.790762e-05,-1.785702e-05,-8.416951e-06
8.900000e-11,-5.247142e-12,-3.225395e-11,-4.999978e-06,-1.667014e-05,1.759325e-05,-1.784729e-05,1.791373e-05,-1.786042e-05,-8.412507e-06
8.920000e-11,-1.513803e-11,-3.070144e-11,-5.000008e-06,-1.667031e-05,1.759412e-05,-1.785056e-05,1.792043e-05,-1.786502e-05,-8.406373e-06
8.940000e-11,-2.367887e-11,-2.794580e-11,-5.000037e-06,-1.666972e-05,1.759527e-05,-1.785540e-05,1.792742e-05,-1.787084e-05,-8.398689e-06
8.960000e-11,-3.049664e-11,-2.424378e-11,-5.000062e-06,-1.666844e-05,1.759671e-05,-1.786162e-05,1.793445e-05,-1.787785e-05,-8.389705e-06
8.980000e-11,-3.533057e-11,-1.988190e-11,-5.000082e-06,-1.666660e-05,1.759845e-05,-1.786895e-05,1.794137e-05,-1.788590e-05,-8.379765e-06
9.000000e-11,-3.803806e-11,-1.515573e-11,-5.000095e-06,-1.666434e-05,1.760047e-05,-1.787709e-05,1.794807e-05,-1.789479e-05,-8.369295e-06
9.020000e-11,-3.859411e-11,-1.034996e-11,-5.000101e-06,-1.666183e-05,1.760276e-05,-1.788566e-05,1.795450e-05,-1.790423e-05,-8.358770e-06
9.040000e-11,-3.708462e-11,-5.720711e-12,-5.000100e-06,-1.665927e-05,1.760531e-05,-1.789428e-05,1.796065e-05,-1.791385e-05,-8.348693e-06
9.060000e-11,-3.369437e-11,-1.481176e-12,-5.000091e-06,-1.665684e-05,1.760806e-05,-1.790258e-05,1.796655e-05,-1.792329e-05,-8.339558e-06
9.080000e-11,-2.869090e-11,2.208382e-12,-5.000075e-06,-1.665472e-05,1.761096e-05,-1.791021e-05,1.797223e-05,-1.793215e-05,-8.331822e-06
9.100000e-11,-2.240552e-11,5.245591e-12,-5.000053e-06,-1.665310e-05,1.761394e-05,-1.791689e-05,1.797770e-05,-1.794008e-05,-8.325873e-06
9.120000e-11,-1.521313e-11,7.585803e-12,-5.000027e-06,-1.665209e-05,1.761691e-05,-1.792240e-05,1.798294e-05,-1.794676e-05,-8.322012e-06
9.140000e-11,-7.512022e-12,9.237212e-12,-4.999997e-06,-1.665182e-05,1.761978e-05,-1.792660e-05,1.798789e-05,-1.795195e-05,-8.320427e-06
9.160000e-11,2.950901e-13,1.025218e-11,-4.999965e-06,-1.665233e-05,1.762243e-05,-1.792943e-05,1.799246e-05,-1.795551e-05,-8.321190e-06
9.180000e-11,7.818442e-12,1.071611e-11,-4.999934e-06,-1.665365e-05,1.762479e-05,-1.793092e-05,1.799648e-05,-1.795736e-05,-8.324247e-06
9.200000e-11,1.469655e-11,1.073521e-11,-4.999905e-06,-1.665573e-05,1.762674e-05,-1.793116e-05,1.799979e-05,-1.795755e-05,-8.329431e-06
9.220000e-11,2.060966e-11,1.042464e-11,-4.999881e-06,-1.665850e-05,1.762824e-05,-1.793030e-05,1.800220e-05,-1.795620e-05,-8.336468e-06
9.240000e-11,2.529142e-11,9.897796e-12,-4.999862e-06,-1.666182e-05,1.762923e-05,-1.792851e-05,1.800353e-05,-1.795350e-05,-8.344998e-06
9.260000e-11,2.853875e-11,9.257758e-12,-4.999851e-06,-1.666552e-05,1.762970e-05,-1.792600e-05,1.800360e-05,-1.794969e-05,-8.354600e-06
9.280000e-11,3.021987e-11,8.590858e-12,-4.999847e-06,-1.666941e-05,1.762965e-05,-1.792297e-05,1.800231e-05,-1.794504e-05,-8.364816e-06
9.300000e-11,3.027988e-11,7.962616e-12,-4.999852e-06,-1.667327e-05,1.762914e-05,-1.791960e-05,1.799961e-05,-1.793981e-05,-8.375182e-06
9.320000e-11,2.874349e-11,7.415784e-12,-4.999866e-06,-1.667688e-05,1.762822e-05,-1.791604e-05,1.799552e-05,-1.793425e-05,-8.385249e-06
9.340000e-11,2.571427e-11,6.970333e-12,-4.999887e-06,-1.668004e-05,1.762699e-05,-1.791243e-05,1.799015e-05,-1.792860e-05,-8.394611e-06
9.360000e-11,2.137000e-11,6.625147e-12,-4.999915e-06,-1.668256e-05,1.762552e-05,-1.790883e-05,1.798369e-05,-1.792302e-05,-8.402925e-06
9.380000e-11,1.595402e-11,6.361208e-12,-4.999949e-06,-1.668429e-05,1.762393e-05,-1.790531e-05,1.797639e-05,-1.791764e-05,-8.409923e-06
9.400000e-11,9.762943e-12,6.145961e-12,-4.999985e-06,-1.668512e-05,1.762228e-05,-1.790188e-05,1.796855e-05,-1.791254e-05,-8.415422e-06
9.420000e-11,3.131245e-12,5.938492e-12,-5.000023e-06,-1.668501e-05,1.762065e-05,-1.789855e-05,1.796053e-05,-1.790776e-05,-8.419327e-06
9.440000e-11,-3.586311e-12,5.695014e-12,-5.000059e-06,-1.668394e-05,1.761907e-05,-1.789531e-05,1.795268e-05,-1.790330e-05,-8.421628e-06
9.460000e-11,-1.003336e-11,5.374083e-12,-5.000092e-06,-1.668198e-05,1.761757e-05,-1.789215e-05,1.794534e-05,-1.789915e-05,-8.422393e-06
9.480000e-11,-1.587064e-11,4.941007e-12,-5.000121e-06,-1.667923e-05,1.761614e-05,-1.788909e-05,1.793881e-05,-1.789530e-05,-8.421753e-06
9.500000e-11,-2.079381e-11,4.371015e-12,-5.000143e-06,-1.667583e-05,1.761474e-05,-1.788615e-05,1.793334e-05,-1.789174e-05,-8.419891e-06
9.520000e-11,-2.454928e-11,3.650974e-12,-5.000157e-06,-1.667197e-05,1.761332e-05,-1.788336e-05,1.792912e-05,-1.788849e-05,-8.417023e-06
9.540000e-11,-2.694752e-11,2.779709e-12,-5.000164e-06,-1.666784e-05,1.761183e-05,-1.788080e-05,1.792624e-05,-1.788558e-05,-8.413380e-06
9.560000e-11,-2.787302e-11,1.767205e-12,-5.000162e-06,-1.666365e-05,1.761022e-05,-1.787854e-05,1.792472e-05,-1.788310e-05,-8.409197e-06
9.580000e-11,-2.729041e-11,6.331157e-13,-5.000154e-06,-1.665958e-05,1.760843e-05,-1.787665e-05,1.792452e-05,-1.788112e-05,-8.404693e-06
9.600000e-11,-2.524645e-11,-5.949609e-13,-5.000139e-06,-1.665582e-05,1.760645e-05,-1.787522e-05,1.792550e-05,-1.787977e-05,-8.400066e-06
9.620000e-11,-2.186750e-11,-1.883120e-12,-5.000118e-06,-1.665252e-05,1.760428e-05,-1.787432e-05,1.792751e-05,-1.787915e-05,-8.395479e-06
9.640000e-11,-1.735257e-11,-3.192512e-12,-5.000095e-06,-1.664977e-05,1.760198e-05,-1.787400e-05,1.793034e-05,-1.787939e-05,-8.391063e-06
9.660000e-11,-1.196229e-11,-4.480476e-12,-5.000069e-06,-1.664765e-05,1.759961e-05,-1.787428e-05,1.793378e-05,-1.788055e-05,-8.386910e-06
9.680000e-11,-6.004143e-12,-5.701618e-12,-5.000044e-06,-1.664619e-05,1.759727e-05,-1.787514e-05,1.793762e-05,-1.788269e-05,-8.383078e-06
9.700000e-11,1.850559e-13,-6.809089e-12,-5.000019e-06,-1.664537e-05,1.759510e-05,-1.787656e-05,1.794166e-05,-1.788582e-05,-8.379596e-06
9.720000e-11,6.258461e-12,-7.756253e-12,-4.999997e-06,-1.664515e-05,1.759324e-05,-1.787845e-05,1.794573e-05,-1.788988e-05,-8.376469e-06
9.740000e-11,1.187917e-11,-8.498853e-12,-4.999978e-06,-1.664546e-05,1.759183e-05,-1.788073e-05,1.794971e-05,-1.789476e-05,-8.373684e-06
9.760000e-11,1.673965e-11,-8.997598e-12,-4.999962e-06,-1.664623e-05,1.759100e-05,-1.788326e-05,1.795351e-05,-1.790030e-05,-8.371221e-06
9.780000e-11,2.057946e-11,-9.220969e-12,-4.999950e-06,-1.664736e-05,1.759086e-05,-1.788595e-05,1.795707e-05,-1.790630e-05,-8.369056e-06
9.800000e-11,2.320019e-11,-9.147975e-12,-4.999941e-06,-1.664877e-05,1.759149e-05,-1.788866e-05,1.796036e-05,-1.791249e-05,-8.367169e-06
9.820000e-11,2.447672e-11,-8.770512e-12,-4.999935e-06,-1.665037e-05,1.759290e-05,-1.789130e-05,1.796339e-05,-1.791861e-05,-8.365546e-06
9.840000e-11,2.436418e-11,-8.095081e-12,-4.999930e-06,-1.665212e-05,1.759507e-05,-1.789378e-05,1.796617e-05,-1.792439e-05,-8.364182e-06
9.860000e-11,2.289989e-11,-7.143641e-12,-4.999928e-06,-1.665395e-05,1.759794e-05,-1.789605e-05,1.796871e-05,-1.792955e-05,-8.363081e-06
9.880000e-11,2.020035e-11,-5.953464e-12,-4.999926e-06,-1.665585e-05,1.760139e-05,-1.789806e-05,1.797101e-05,-1.793386e-05,-8.362254e-06
9.900000e-11,1.645323e-11,-4.575959e-12,-4.999924e-06,-1.665780e-05,1.760525e-05,-1.789984e-05,1.797308e-05,-1.793713e-05,-8.361719e-06
9.920000e-11,1.190490e-11,-3.074437e-12,-4.999922e-06,-1.665979e-05,1.760936e-05,-1.790138e-05,1.797490e-05,-1.793923e-05,-8.361496e-06
9.940000e-11,6.844227e-12,-1.520881e-12,-4.999920e-06,-1.666184e-05,1.761351e-05,-1.790275e-05,1.797643e-05,-1.794007e-05,-8.361600e-06
9.960000e-11,1.583807e-12,8.166792e-15,-4.999919e-06,-1.666394e-05,1.761750e-05,-1.790397e-05,1.797762e-05,-1.793966e-05,-8.362045e-06
9.980000e-11,-3.560066e-12,1.436440e-12,-4.999917e-06,-1.666608e-05,1.762117e-05,-1.790510e-05,1.797843e-05,-1.793804e-05,-8.362833e-06
1.000000e-10,-8.287306e-12,2.693187e-12,-4.999916e-06,-1.666824e-05,1.762435e-05,-1.790617e-05,1.797880e-05,-1.793534e-05,-8.363955e-06
1.002000e-10,4.035410e-06,3.718462e-12,-4.999917e-06,-1.667040e-05,1.762693e-05,-1.790720e-05,1.797866e-05,-1.793173e-05,-8.365394e-06
1.004000e-10,9.162056e-06,4.433078e-12,-5.000276e-06,-1.666626e-05,1.762892e-05,-1.791398e-05,1.797801e-05,-1.792165e-05,-8.364570e-06
1.006000e-10,1.431106e-05,4.438580e-12,-5.001339e-06,-1.664149e-05,1.763044e-05,-1.793978e-05,1.797685e-05,-1.789221e-05,-8.355493e-06
1.008000e-10,1.940396e-05,2.597431e-12,-5.003265e-06,-1.657630e-05,1.763160e-05,-1.800328e-05,1.797511e-05,-1.782564e-05,-8.329612e-06
1.010000e-10,2.449733e-05,-2.884920e-12,-5.005956e-06,-1.645084e-05,1.763234e-05,-1.812412e-05,1.797265e-05,-1.770431e-05,-8.277863e-06
1.012000e-10,2.960750e-05,-1.331427e-11,-5.009084e-06,-1.625096e-05,1.763227e-05,-1.831790e-05,1.796918e-05,-1.751600e-05,-8.193090e-06
1.014000e-10,3.472438e-05,-2.754275e-11,-5.012215e-06,-1.597194e-05,1.763071e-05,-1.859250e-05,1.796436e-05,-1.725743e-05,-8.071884e-06
1.016000e-10,3.983327e-05,-4.035317e-11,-5.014959e-06,-1.561895e-05,1.762679e-05,-1.894709e-05,1.795794e-05,-1.693458e-05,-7.915173e-06
1.018000e-10,4.492505e-05,-4.266679e-11,-5.017077e-06,-1.520462e-05,1.761955e-05,-1.937388e-05,1.794983e-05,-1.656033e-05,-7.727540e-06
1.020000e-10,4.999964e-05,-2.430140e-11,-5.018494e-06,-1.474532e-05,1.760807e-05,-1.986173e-05,1.794011e-05,-1.615099e-05,-7.515798e-06
1.022000e-10,5.506453e-05,2.151491e-11,-5.019242e-06,-1.425810e-05,1.759146e-05,-2.039989e-05,1.792895e-05,-1.572316e-05,-7.287570e-06
1.024000e-10,6.013002e-05,9.403998e-11,-5.019378e-06,-1.375929e-05,1.756894e-05,-2.098030e-05,1.791659e-05,-1.529223e-05,-7.050491e-06
1.026000e-10,6.520374e-05,1.837250e-10,-5.018924e-06,-1.326456e-05,1.753996e-05,-2.159788e-05,1.790340e-05,-1.487232e-05,-6.812148e-06
1.028000e-10,7.028718e-05,2.748921e-10,-5.017865e-06,-1.278964e-05,1.750457e-05,-2.224887e-05,1.789016e-05,-1.447682e-05,-6.580480e-06
1.030000e-10,7.537570e-05,3.514179e-10,-5.016189e-06,-1.235049e-05,1.746389e-05,-2.292848e-05,1.787841e-05,-1.411865e-05,-6.364104e-06
1.032000e-10,8.046146e-05,4.026824e-10,-5.013938e-06,-1.196240e-05,1.742050e-05,-2.362917e-05,1.787070e-05,-1.380964e-05,-6.172164e-06
1.034000e-10,8.553757e-05,4.267115e-10,-5.011235e-06,-1.163830e-05,1.737860e-05,-2.434062e-05,1.787061e-05,-1.355923e-05,-6.013589e-06
1.036000e-10,9.060123e-05,4.288609e-10,-5.008273e-06,-1.138697e-05,1.734380e-05,-2.505153e-05,1.788243e-05,-1.337305e-05,-5.895970e-06
1.038000e-10,9.565437e-05,4.168117e-10,-5.005287e-06,-1.121172e-05,1.732263e-05,-2.575251e-05,1.791065e-05,-1.325207e-05,-5.824433e-06
1.040000e-10,1.007020e-04,3.947260e-10,-5.002498e-06,-1.111022e-05,1.732190e-05,-2.643884e-05,1.795934e-05,-1.319250e-05,-5.800899e-06
1.042000e-10,1.057492e-04,3.599269e-10,-5.000085e-06,-1.107515e-05,1.734797e-05,-2.711196e-05,1.803164e-05,-1.318670e-05,-5.823928e-06
1.044000e-10,1.107987e-04,3.041094e-10,-4.998162e-06,-1.109555e-05,1.740625e-05,-2.777902e-05,1.812946e-05,-1.322447e-05,-5.889127e-06
1.046000e-10,1.158494e-04,2.185796e-10,-4.996783e-06,-1.115831e-05,1.750073e-05,-2.845101e-05,1.825333e-05,-1.329446e-05,-5.989873e-06
